player_name,matches_played,total_minutes,sub_on,sub_off,minutes_per_match,early_sub_rate
Sandie Toletti,12,984,2,7,82.0,0.5833333333333334
Aïssatou Tounkara,3,280,1,0,93.33333333333333,0.0
Pauline Peyraud Magnin,14,1423,0,1,101.64285714285714,0.07142857142857142
Berglind Björg Þorvaldsdóttir,3,224,0,2,74.66666666666667,0.6666666666666666
Svava Rós Guðmundsdóttir,3,281,3,0,93.66666666666667,0.0
Elena Dhont,7,588,4,3,84.0,0.42857142857142855
Hannah Eurlings,5,379,2,3,75.8,0.6
Sara Björk Gunnarsdóttir,3,221,0,3,73.66666666666667,1.0
Agla María Albertsdóttir,6,521,4,2,86.83333333333333,0.3333333333333333
Karólína Lea Vilhjálmsdóttir,6,517,0,4,86.16666666666667,0.6666666666666666
Alexandra Jóhannsdóttir,5,442,2,2,88.4,0.4
Tessa Wullaert,7,655,0,1,93.57142857142857,0.14285714285714285
Ella Van Kerkhoven,2,188,2,0,94.0,0.0
Sveindís Jane Jónsdóttir,6,521,0,1,86.83333333333333,0.16666666666666666
Jody Vangheluwe,3,202,0,2,67.33333333333333,0.6666666666666666
Hallbera Guðný Gísladóttir,3,238,0,2,79.33333333333333,0.6666666666666666
Justine Vanhaevermaet,7,610,0,2,87.14285714285714,0.2857142857142857
Tinne De Caigny,5,468,1,0,93.6,0.0
Sari Kees,7,655,0,0,93.57142857142857,0.0
Glódís Perla Viggósdóttir,6,511,0,1,85.16666666666667,0.16666666666666666
Sandra Sigurðardóttir,3,277,0,0,92.33333333333333,0.0
Julie Biesmans,4,366,0,1,91.5,0.25
Gunnhildur Yrsa Jónsdóttir,11,989,1,1,89.9090909090909,0.09090909090909091
Sif Atladóttir,1,93,0,0,93.0,0.0
Laura De Neve,3,247,0,1,82.33333333333333,0.3333333333333333
Nicky Evrard,4,375,0,0,93.75,0.0
Janice Cayman,7,652,0,1,93.14285714285714,0.14285714285714285
Davina Philtjens,5,425,1,1,85.0,0.2
Guðrún Arnardóttir,5,462,0,0,92.4,0.0
Celin Bizet Ildhusøy,5,442,4,1,88.4,0.2
Elisabeth Terland,4,334,3,1,83.5,0.25
Rebecca Mckenna,2,161,0,1,80.5,0.5
Joely Andrews,1,93,1,0,93.0,0.0
Lisa Makas,3,278,3,0,92.66666666666667,0.0
Louise McDaniel,1,92,1,0,92.0,0.0
Katharina Schiechtl,1,90,0,0,90.0,0.0
Sofie Bruun Bredgaard,2,187,2,0,93.5,0.0
Sara Gedsted Thrige Andersen,1,55,0,1,55.0,1.0
Karen Holmgaard,9,739,2,5,82.11111111111111,0.5555555555555556
Sophia Kleinherne,4,401,3,1,100.25,0.25
Tabea Waßmuth,3,294,4,0,98.0,0.0
Nadine Riesen,9,751,2,4,83.44444444444444,0.4444444444444444
Rachel Rinast,1,92,1,0,92.0,0.0
Rebecka Blomqvist,9,909,8,0,101.0,0.0
Luana Bühler,3,244,0,1,81.33333333333333,0.3333333333333333
Kerstin Yasmijn Casparij,11,1045,7,2,95.0,0.18181818181818182
Esmee Brugts,11,968,4,5,88.0,0.45454545454545453
Vanessa Marques Malho,1,94,1,0,94.0,0.0
Carolina Mendes,2,188,2,0,94.0,0.0
Marie Minnaert,3,277,2,0,92.33333333333333,0.0
Laura Deloose,6,528,2,2,88.0,0.3333333333333333
Féli Petra Delacauw,2,188,2,0,94.0,0.0
Clara Mateo,10,919,5,3,91.9,0.3
Amber Tysiak,4,372,1,0,93.0,0.0
Ella Palis,3,310,3,0,103.33333333333333,0.0
Selma Sól Magnúsdóttir,1,90,1,0,90.0,0.0
Áslaug Munda Gunnlaugsdóttir,3,276,3,0,92.0,0.0
Elísa Vidarsdóttir,1,91,0,0,91.0,0.0
Ashley Elizabeth Hutton,0,0,1,0,0.0,0.0
Sophie Roman Haug,4,359,1,1,89.75,0.25
Olga  Carmona García,13,1226,2,4,94.3076923076923,0.3076923076923077
Sara Holmgaard,4,324,1,2,81.0,0.5
Anna Emlia Auvinen,1,90,1,0,90.0,0.0
Nicole Anyomi,5,496,5,0,99.2,0.0
Heidi Kollanen,1,64,0,1,64.0,1.0
Laura Freigang,5,430,4,1,86.0,0.2
Katriina Talaslahti,1,92,0,0,92.0,0.0
Juliette Kemppi,1,92,0,0,92.0,0.0
Julia Stierli,8,686,1,3,85.75,0.375
Svenja Fölmli,3,198,1,2,66.0,0.6666666666666666
Riola Xhemaili,4,347,3,1,86.75,0.25
Romée Leuchter,2,216,2,0,108.0,0.0
Andreia Martins Faria,2,182,2,0,91.0,0.0
Silvia Rebelo,2,182,2,0,91.0,0.0
Patricia Isabel Sousa Barros Morais,4,372,0,0,93.0,0.0
Agnese Bonfantini,1,97,1,0,97.0,0.0
Kassandra Ndoutou Eboa Missipo,3,281,3,0,93.66666666666667,0.0
Amanda Jacobsen Andradóttir,2,192,2,0,96.0,0.0
Guðný Árnadóttir,3,215,0,2,71.66666666666667,0.6666666666666666
Elín Metta Jensen,0,0,1,0,0.0,0.0
Ingibjörg Sigurðardóttir,4,363,0,1,90.75,0.25
Vitor Machado Ferreira,37,3033,7,22,81.97297297297297,0.5945945945945946
Nordi Mukiele Mulere,15,1273,6,3,84.86666666666666,0.2
Muhammed Cham Saracevic,2,141,0,2,70.5,1.0
Elbasan Rashani,2,174,0,1,87.0,0.5
Warren Zaire Emery,23,2077,17,3,90.30434782608695,0.13043478260869565
Brandon Baiye,1,89,1,0,89.0,0.0
Mory Diaw,2,181,0,0,90.5,0.0
Komnen Andrić,2,178,1,0,89.0,0.0
Vivaldo Borges dos Santos Neto,2,175,0,1,87.5,0.5
Mateusz Wieteska,2,181,0,0,90.5,0.0
Christ-Emmanuel Faitout Maouassa,2,151,0,2,75.5,1.0
Sepe Elye Wahi,1,77,0,1,77.0,1.0
Téji Savanier,2,178,0,1,89.0,0.5
Khalil Fayad,2,182,2,0,91.0,0.0
Théo Sainte-Luce,1,83,0,0,83.0,0.0
Jonas Omlin,2,181,0,0,90.5,0.0
Enzo Gianni Tchato Mbiayi,5,473,2,1,94.6,0.2
Alan Virginius,2,185,2,0,92.5,0.0
Alexsandro Victor de Souza Ribeiro,1,70,0,1,70.0,1.0
Leonardo Cesar Jardim,1,86,0,0,86.0,0.0
Bafodé Diakité,2,153,0,1,76.5,0.5
Ismaily Gonçalves dos Santos,1,89,0,0,89.0,0.0
Maghnes Akliouche,1,63,1,1,63.0,1.0
Takumi Minamino,4,409,4,0,102.25,0.0
Mohamed Camara,3,258,1,2,86.0,0.6666666666666666
Benoît Badiashile Mukinayi,1,93,0,0,93.0,0.0
Ruben Aguilar,1,88,0,0,88.0,0.0
Rasmus Nicolaisen,2,141,0,1,70.5,0.5
Logan Costa,6,598,1,0,99.66666666666667,0.0
Zakaria Aboukhlal,6,521,4,2,86.83333333333333,0.3333333333333333
Fares Chaïbi,6,537,2,2,89.5,0.3333333333333333
Oliver Zandén,1,63,0,1,63.0,1.0
Thijs Dallinga,2,167,1,1,83.5,0.5
Ado Onaiwu,2,152,1,1,76.0,0.5
Branco van den Boomen,2,167,0,1,83.5,0.5
Brecht Dejaegere,3,262,2,1,87.33333333333333,0.3333333333333333
Stijn Spierings,2,182,0,0,91.0,0.0
Anthony Rouault,4,372,2,0,93.0,0.0
Mikkel Desler,2,183,1,0,91.5,0.0
Rafael Rogério da Silva,1,88,0,0,88.0,0.0
Moussa Diarra,3,228,0,2,76.0,0.6666666666666666
Evann Guessand,2,158,1,1,79.0,0.5
Lohann Doucet,1,90,1,0,90.0,0.0
Mostafa Mohamed Ahmed Abdallah,6,579,1,1,96.5,0.16666666666666666
Mohamed Achi,1,91,1,0,91.0,0.0
Hugo Magnetti,2,189,1,0,94.5,0.0
Christophe Hérelle,2,154,1,1,77.0,0.5
Achraf Dari,5,438,2,1,87.6,0.2
Pierre Lees Melou,2,164,0,1,82.0,0.5
Mathias Pereira Lage,1,94,1,0,94.0,0.0
Noah Fadiga,2,150,0,2,75.0,1.0
Haris Belkebla,2,181,0,1,90.5,0.5
Irvin Cardona,1,94,1,0,94.0,0.0
Franck Honorat,10,887,6,2,88.7,0.2
Marco Bizot,2,188,0,0,94.0,0.0
Lilian Brassier,2,187,0,0,93.5,0.0
Brendan Chardonnet,1,94,0,0,94.0,0.0
Jean-Kevin Duverne,2,186,0,0,93.0,0.0
Johann Lepenant,2,154,1,1,77.0,0.5
Jeff Reine-Adélaïde,1,93,1,0,93.0,0.0
Mateus Cardoso Lemos Martins,1,74,0,1,74.0,1.0
Bradley Barcola,5,466,4,1,93.2,0.2
Moussa Dembélé,2,187,1,0,93.5,0.0
Thiago Henrique Mendes Ribeiro,2,185,0,0,92.5,0.0
Nicolás Alejandro Tagliafico,18,1682,4,5,93.44444444444444,0.2777777777777778
Junior Castello Lukeba,4,369,1,0,92.25,0.0
Nicolas Pépé,7,605,4,2,86.42857142857143,0.2857142857142857
Youcef Atal,4,332,0,3,83.0,0.75
Alexis Beka Beka,1,92,1,0,92.0,0.0
Mattia Viti,1,93,0,0,93.0,0.0
Samuel Gigot,1,71,1,0,71.0,0.0
Nuno Albertino Varela Tavares,2,159,0,1,79.5,0.5
Leonardo Julián Balerdi Rossa,2,184,0,0,92.0,0.0
Cyrille Bayala,1,56,0,1,56.0,1.0
Riad Nouri,2,179,2,0,89.5,0.0
Bevic Moussiti-Oko,1,56,0,1,56.0,1.0
Mounaim El Idrissy,2,136,0,2,68.0,1.0
Mickaël Barreto,2,172,1,1,86.0,0.5
Youssouf Koné,2,165,1,1,82.5,0.5
Ismaël Chester Diallo,2,162,1,1,81.0,0.5
El Chadaille Bitshiabu,11,965,7,2,87.72727272727273,0.18181818181818182
Mohamed Youcef Belaïli,4,322,1,3,80.5,0.75
Cédric Avinel,2,178,0,0,89.0,0.0
Benjamin Leroy,1,91,0,0,91.0,0.0
Oumar Gonzalez,3,265,1,1,88.33333333333333,0.3333333333333333
Mohamed Youssouf,2,181,0,0,90.5,0.0
Vincent Marchetti,2,179,0,0,89.5,0.0
Mathieu Coutadeur,2,154,0,1,77.0,0.5
Thierno Balde,1,71,0,1,71.0,1.0
Wilson Odobert,1,80,0,1,80.0,1.0
Ante Palaversa,1,92,1,0,92.0,0.0
Gauthier Gallon,1,92,0,0,92.0,0.0
Jackson Gabriel Porozo Vernaza,3,280,1,0,93.33333333333333,0.0
Lassine Sinayoko,7,538,0,7,76.85714285714286,1.0
Gaëtan Perrin,5,462,5,0,92.4,0.0
Nuno Miguel da Costa Jóia,2,172,1,1,86.0,0.5
Paul Joly,1,57,0,1,57.0,1.0
Gauthier Hein,2,175,1,1,87.5,0.5
Mathias Autret,1,68,0,1,68.0,1.0
Hamza Sakhi,1,83,0,1,83.0,1.0
Youssouf M''Changama,1,90,1,0,90.0,0.0
Jubal Rocha Mendes Junior,2,184,0,0,92.0,0.0
Julian Jeanvier,5,457,0,0,91.4,0.0
Rayan Ny Aina Arnaldo Raveloson,2,185,0,0,92.5,0.0
Farid El Melali,1,94,1,0,94.0,0.0
Himad Abdelli,2,152,0,1,76.0,0.5
Adrien Hunou,2,149,0,1,74.5,0.5
Amine Salama,1,94,1,0,94.0,0.0
Batista Mendy,2,170,0,1,85.0,0.5
Waniss Taibi,2,185,2,0,92.5,0.0
Abdallah Dipo Sima,2,168,1,1,84.0,0.5
Abdoulaye Bamba,2,182,0,0,91.0,0.0
Cédric Hountondji,2,176,0,0,88.0,0.0
Miha Blažič,1,88,0,0,88.0,0.0
Souleyman Doumbia,1,94,0,0,94.0,0.0
Désiré Doué,2,137,0,2,68.5,1.0
Arthur Theate,5,444,0,1,88.8,0.2
Arbër Zeneli,1,94,1,0,94.0,0.0
Kamory Doumbia,6,555,2,2,92.5,0.3333333333333333
Junya Ito,5,485,1,1,97.0,0.2
Folarin Balogun,4,270,0,3,67.5,0.75
Thibault De Smet,1,94,0,0,94.0,0.0
Yehvann Diouf,1,93,0,0,93.0,0.0
Emmanuel Agbadou,1,90,0,0,90.0,0.0
Sérigné Faye,1,92,1,0,92.0,0.0
Christopher Jullien,1,91,0,0,91.0,0.0
Warren Kamanzi,1,61,0,1,61.0,1.0
Gabriel Alonso Suazo Urbina,4,301,1,0,75.25,0.0
Veljko Birmančević,3,276,3,0,92.0,0.0
Vincent Sierro,5,491,5,0,98.2,0.0
Leny Yoro,1,96,1,0,96.0,0.0
Timothee Pembele,4,288,1,3,72.0,0.75
Carlos Baleba,1,92,1,0,92.0,0.0
Lucas Chevalier,1,94,0,0,94.0,0.0
Azzedine Ounahi,12,1070,2,7,89.16666666666667,0.5833333333333334
Vítor Manuel Carvalho Oliveira,1,92,1,0,92.0,0.0
Sead Kolašinac,24,2100,5,3,87.5,0.125
João Victor da Silva Marcelino,1,95,1,0,95.0,0.0
Jaouen Hadjam,1,69,0,1,69.0,1.0
Fabien Centonze,1,94,0,0,94.0,0.0
Jérémy Le Douaron,1,94,1,0,94.0,0.0
Romain Del Castillo,3,253,2,1,84.33333333333333,0.3333333333333333
Félix Lemaréchal,1,93,1,0,93.0,0.0
Djed Spence,1,77,0,1,77.0,1.0
Ibrahim Salah,1,95,1,0,95.0,0.0
Amin Sarr,3,204,2,1,68.0,0.3333333333333333
Sael Kumbedi Nseke,1,61,0,1,61.0,1.0
Bilal Brahimi,1,93,1,0,93.0,0.0
Antoine Mendy,1,67,0,1,67.0,1.0
Badredine Bouanani,1,91,1,0,91.0,0.0
Youssouf Ndayishimiye,1,91,0,0,91.0,0.0
Angelo Fulgini,1,45,0,1,45.0,1.0
Ikoma Loïs Openda,7,600,3,2,85.71428571428571,0.2857142857142857
Salis Abdul Samed,7,563,1,3,80.42857142857143,0.42857142857142855
Brice Samba,1,91,0,0,91.0,0.0
Ousmane Camara,1,67,0,1,67.0,1.0
Ibrahima Niane,1,68,0,1,68.0,1.0
Jean-Mattéo Bahoya Négoce,2,179,1,1,89.5,0.5
Yan Valery,1,90,0,0,90.0,0.0
Justin-Noël Kalumba Mwana Ngongo,1,92,0,0,92.0,0.0
Bonke Innocent,1,58,0,1,58.0,1.0
Ayman Kari,1,94,1,0,94.0,0.0
Gedeon Kalulu Kyatengwa,7,655,0,1,93.57142857142857,0.14285714285714285
Yoann Cathline,1,92,1,0,92.0,0.0
Julien Ponceau,1,94,1,0,94.0,0.0
Abdoul Bamo Meité,1,92,0,0,92.0,0.0
Montassar Omar Talbi,7,667,0,0,95.28571428571429,0.0
Darlin Zidane Yongwa Ngameni,3,268,0,1,89.33333333333333,0.3333333333333333
Yvon Landry Mvogo,1,84,0,0,84.0,0.0
Romain Faivre,1,94,0,0,94.0,0.0
Moussa Soumano,1,88,1,0,88.0,0.0
Kevin Spadanuda,1,63,0,1,63.0,1.0
Ivane Chegra,1,88,1,0,88.0,0.0
Mickaël Alphonse,1,89,1,0,89.0,0.0
Florian Chabrolle,1,89,1,0,89.0,0.0
François-Joseph Sollacaro,1,87,0,0,87.0,0.0
Clément Vidal,1,89,0,0,89.0,0.0
Siriki Dembele,1,94,1,0,94.0,0.0
Han-Noah Massengo,1,94,0,0,94.0,0.0
Souleymane Isaak Toure,1,94,0,0,94.0,0.0
Ionuț Andrei Radu,2,172,1,0,86.0,0.0
Mouhamadou Diarra,1,90,0,0,90.0,0.0
Morgan Sanson,15,1294,8,3,86.26666666666667,0.2
Ismael Doukoure,1,85,0,0,85.0,0.0
Maximiliano Caufriez,1,86,0,0,86.0,0.0
Teresa Abelleira Dueñas,8,697,0,4,87.125,0.5
Amaiur Sarriegi,1,123,1,0,123.0,0.0
María Isabel Rodríguez Rivero,4,363,0,0,90.75,0.0
Jesper Lindstrøm,3,272,1,1,90.66666666666667,0.3333333333333333
Anis Ben Slimane,5,375,0,5,75.0,1.0
Naïm Sliti,6,523,3,2,87.16666666666667,0.3333333333333333
Youssef Msakni,5,451,1,2,90.2,0.4
Hannibal Mejbri,1,89,1,0,89.0,0.0
Issam Jebali,3,254,1,2,84.66666666666667,0.6666666666666666
Taha Yassine Khenissi,3,204,2,1,68.0,0.3333333333333333
Mohamed Dräger,2,136,0,2,68.0,1.0
Wajdi Kechrida,6,567,2,0,94.5,0.0
Aïssa Bilal Laïdouni,9,808,2,2,89.77777777777777,0.2222222222222222
Ferjani Sassi,5,387,2,2,77.4,0.4
Rasmus Nissen Kristensen,3,232,0,2,77.33333333333333,0.6666666666666666
Yassine Meriah,9,838,0,0,93.11111111111111,0.0
Ali Abdi,5,482,1,0,96.4,0.0
Aymen Dahmen,3,292,0,0,97.33333333333333,0.0
Ritsu Doan,6,515,2,2,85.83333333333333,0.3333333333333333
Yuto Nagatomo,30,2497,3,6,83.23333333333333,0.2
Kaoru Mitoma,4,405,4,0,101.25,0.0
Nicholas Williams Arthuer,10,857,3,6,85.7,0.6
Daizen Maeda,3,180,0,3,60.0,1.0
Takuma Asano,6,472,4,2,78.66666666666667,0.3333333333333333
Pablo Martín Páez Gavira,4,292,0,3,73.0,0.75
Daichi Kamada,4,325,0,2,81.25,0.5
Takehiro Tomiyasu,3,312,2,0,104.0,0.0
Alejandro Balde Martínez,4,381,3,1,95.25,0.25
Ao Tanaka,3,275,1,2,91.66666666666667,0.6666666666666666
Wataru Endo,4,406,1,0,101.5,0.0
Shogo Taniguchi,2,209,0,0,104.5,0.0
Hidemasa Morita,3,291,0,1,97.0,0.3333333333333333
Ko Itakura,4,370,0,1,92.5,0.25
Shūichi Gonda,4,410,0,0,102.5,0.0
Milos Veljkovic,12,1005,2,3,83.75,0.25
Dušan Vlahović,5,395,2,2,79.0,0.4
Luka Jović,6,520,5,0,86.66666666666667,0.0
Sergej Milinković-Savić,34,2975,10,7,87.5,0.20588235294117646
Edimilson Fernandes,4,380,2,0,95.0,0.0
Filip Đuričić,2,193,2,0,96.5,0.0
Andrija Živković,7,549,1,5,78.42857142857143,0.7142857142857143
Nemanja Radonjić,5,476,5,0,95.2,0.0
Noah Okafor,3,286,3,0,95.33333333333333,0.0
Strahinja Pavlović,6,531,0,1,88.5,0.16666666666666666
Nikola Milenković,9,844,0,0,93.77777777777777,0.0
Vanja Milinković Savić,3,291,0,0,97.0,0.0
Saša Lukić,7,559,0,4,79.85714285714286,0.5714285714285714
Gregor Kobel,3,290,0,0,96.66666666666667,0.0
Filip Kostić,36,3079,1,14,85.52777777777777,0.3888888888888889
Craig Goodwin,4,298,1,3,74.5,0.75
Keanu Baccus,4,343,3,1,85.75,0.25
Alexander Hartmann Bah,6,530,3,2,88.33333333333333,0.3333333333333333
Robert Skov,2,171,1,1,85.5,0.5
Riley McGree,4,265,0,4,66.25,1.0
Bailey Wright,1,92,1,0,92.0,0.0
Mitchell Thomas Duke,4,270,0,4,67.5,1.0
Jamie MacLaren,3,286,3,0,95.33333333333333,0.0
Mathew Leckie,39,3388,4,13,86.87179487179488,0.3333333333333333
Ajdin Hrustic,3,285,3,0,95.0,0.0
Miloš Degenek,4,356,2,1,89.0,0.25
Aziz Eraltay Behich,7,662,0,0,94.57142857142857,0.0
Kye Rowles,4,369,0,0,92.25,0.0
Harry Souttar,4,379,0,0,94.75,0.0
Jackson Irvine,7,644,3,1,92.0,0.14285714285714285
Aaron Mooy,7,653,0,0,93.28571428571429,0.0
Ivan Ilić,4,349,2,1,87.25,0.25
Darko Lazović,16,1353,10,5,84.5625,0.3125
Filip Mladenović,18,1409,6,8,78.27777777777777,0.4444444444444444
Frederico Rodrigues Santos,4,325,2,2,81.25,0.5
Richarlison de Andrade,4,326,0,3,81.5,0.75
Gabriel Fernando de Jesus,8,667,2,4,83.375,0.5
Antony Matheus dos Santos,4,390,3,1,97.5,0.25
Raphael Dias Belloli,9,736,2,5,81.77777777777777,0.5555555555555556
Gabriel Teodoro Martinelli Silva,5,505,4,0,101.0,0.0
Alex Sandro Lobo Silva,25,2325,8,1,93.0,0.04
Martin Hongla Yma II,2,121,0,2,60.5,1.0
Vincent Paté Aboubakar,4,375,3,0,93.75,0.0
Christian Mougang Bassogog,1,95,1,0,95.0,0.0
Pierre Kunde Malong,2,134,0,2,67.0,1.0
Gaël Ondoua,2,183,2,0,91.5,0.0
Srđan Babić,1,94,1,0,94.0,0.0
Marko Grujić,1,95,1,0,95.0,0.0
Samuel Yves Oum Gwet,2,189,1,0,94.5,0.0
Bryan Mbeumo,3,223,0,3,74.33333333333333,1.0
Jean-Eric Maxim Choupo-Moting,33,2806,9,8,85.03030303030303,0.24242424242424243
Ngoran Suiru Fai Collins,3,278,0,0,92.66666666666667,0.0
Devis Rogers Epassy Mboka,2,193,0,0,96.5,0.0
Nouhou Tolo,6,573,0,0,95.5,0.0
Ali Albulayhi,4,324,0,1,81.0,0.25
Riyadh Sharahili,1,96,1,0,96.0,0.0
Ernesto Alexis Vega Rojas,5,393,2,3,78.6,0.6
Carlos Uriel Antuna Romero,6,531,4,2,88.5,0.3333333333333333
Ali Al Hassan,1,50,0,1,50.0,1.0
Abdullah Mohammed Madu,1,95,1,0,95.0,0.0
Saleh Khalid Al Shehri,3,223,0,3,74.33333333333333,1.0
Abdulrahman Al-Obood,2,190,2,0,95.0,0.0
Orbelín Pineda Alvarado,4,304,1,3,76.0,0.75
Carlos Alberto Rodríguez Gómez,4,344,3,1,86.0,0.25
Henry Josué Martín Mex,2,146,0,2,73.0,1.0
Raúl Alonso Jiménez Rodríguez,5,471,5,0,94.2,0.0
Jorge Eduardo Sánchez Ramos,5,463,0,1,92.6,0.2
Kevin Nahin Álvarez Campos,2,161,1,1,80.5,0.5
Edson Omar Álvarez Velázquez,7,543,1,3,77.57142857142857,0.42857142857142855
Rogelio Gabriel Funes Mori,1,96,1,0,96.0,0.0
Sultan Abdullah Salim Al Ghannam,3,285,2,1,95.0,0.3333333333333333
Hattan Babhir,5,418,3,2,83.6,0.4
Luis Gerardo Chávez Magallón,6,550,0,1,91.66666666666667,0.16666666666666666
César Jasib Montes Castro,6,523,0,1,87.16666666666667,0.16666666666666666
Hirving Rodrigo Lozano Bahena,7,586,0,3,83.71428571428571,0.42857142857142855
Salem Mohammed Al Dawsari,6,569,0,0,94.83333333333333,0.0
Mohammed Kanoo,4,387,1,0,96.75,0.0
Hassan Mohammed Al-Tambakti,2,198,0,0,99.0,0.0
Mohammed Khalil Al Owais,4,378,0,0,94.5,0.0
Abdulelah Al Amri,3,295,1,0,98.33333333333333,0.0
Firas Tariq Nasser Al Albirakan,3,279,0,1,93.0,0.3333333333333333
Saud Abdullah Abdul Hamid,3,296,0,0,98.66666666666667,0.0
Jesús Daniel Gallardo Vasconcelos,7,631,0,1,90.14285714285714,0.14285714285714285
Brennan Johnson,3,287,3,0,95.66666666666667,0.0
Rubin Colwill,1,93,1,0,93.0,0.0
Matheus Luiz Nunes,4,375,3,1,93.75,0.25
Rafael Alexandre Conceição Leão,9,769,5,4,85.44444444444444,0.4444444444444444
Jae-Sung Lee,8,656,0,4,82.0,0.5
Hee-Chan Hwang,5,455,2,1,91.0,0.2
Young-Gwon Kim,7,651,0,1,93.0,0.14285714285714285
Jun-Ho Son,3,277,3,0,92.33333333333333,0.0
João Mário Naval da Costa Eduardo,6,507,2,4,84.5,0.6666666666666666
Gue-Sung Cho,4,365,1,2,91.25,0.5
Yu-Min Cho,1,93,1,0,93.0,0.0
Woo-Young Jung,7,598,2,2,85.42857142857143,0.2857142857142857
Jin-Su Kim,19,1699,1,2,89.42105263157895,0.10526315789473684
António João Pereira Albuquerque Tavares Silva,3,252,1,1,84.0,0.3333333333333333
In-Beom Hwang,4,356,0,1,89.0,0.25
Kyung-Won Kwon,2,193,1,0,96.5,0.0
Moon-Hwan Kim,4,385,0,0,96.25,0.0
Seung-Gyu Kim,4,382,0,0,95.5,0.0
Diogo Meireles Costa,10,1006,0,0,100.6,0.0
Niclas Füllkrug,10,971,8,0,97.1,0.0
Lukas Klostermann,3,286,2,0,95.33333333333333,0.0
Jonas Hofmann,49,4101,17,24,83.6938775510204,0.4897959183673469
David Raum,8,662,1,4,82.75,0.5
Nico Schlotterbeck,7,624,2,1,89.14285714285714,0.14285714285714285
Michał Skóraś,2,186,2,0,93.0,0.0
Jakub Kamiński,5,449,3,1,89.8,0.2
Krystian Bielik,4,346,2,1,86.5,0.25
Damian Szymański,1,93,1,0,93.0,0.0
Artur Jędrzejczyk,2,182,1,0,91.0,0.0
Julián Álvarez,12,1043,3,9,86.91666666666667,0.75
Lautaro Javier Martínez,12,1162,8,2,96.83333333333333,0.16666666666666666
Enzo Fernandez,12,1131,3,4,94.25,0.3333333333333333
Alexis Mac Allister,11,1030,0,7,93.63636363636364,0.6363636363636364
Thiago Ezequiel Almada,1,95,1,0,95.0,0.0
Krzysztof Piątek,3,248,2,1,82.66666666666667,0.3333333333333333
Jakub Piotr Kiwior,7,648,0,1,92.57142857142857,0.14285714285714285
Matty Cash,4,366,0,0,91.5,0.0
Nahuel Molina Lucero,12,1132,3,7,94.33333333333333,0.5833333333333334
Cristian Gabriel Romero,12,1127,1,2,93.91666666666667,0.16666666666666666
Damián Emiliano Martínez,13,1334,0,0,102.61538461538461,0.0
Nicola Zalewski,5,386,1,2,77.2,0.4
Sebastian Szymański,4,246,0,4,61.5,1.0
Ibrahima Konaté,5,498,2,0,99.6,0.0
Victor Nelsson,1,96,0,0,96.0,0.0
Dayotchanculle Upamecano,13,1249,0,1,96.07692307692308,0.07692307692307693
Carlos Armando Gruezo Arboleda,7,546,4,3,78.0,0.42857142857142855
José Adoni Cifuentes Charcopa,2,187,2,0,93.5,0.0
Alan Steven Franco Palma,6,486,1,3,81.0,0.5
Jeremy Leonel Sarmiento Morante,7,588,3,4,84.0,0.5714285714285714
Michael Steveen Estrada Martínez,3,225,0,3,75.0,1.0
Djorkaeff Neicer Reasco González,1,90,1,0,90.0,0.0
Pathé Ismaël Ciss,4,310,3,2,77.5,0.5
Iliman Ndiaye,7,615,5,2,87.85714285714286,0.2857142857142857
Angelo Smit Preciado Quiñónez,7,647,0,2,92.42857142857143,0.2857142857142857
Boulaye Dia,4,326,0,3,81.5,0.75
Pape Abou Cissé,3,288,2,0,96.0,0.0
Gonzalo Jordy Plata Jiménez,3,277,0,1,92.33333333333333,0.3333333333333333
Piero Martín Hincapié Reyna,32,2865,10,6,89.53125,0.1875
Ismaïla Sarr,11,960,0,5,87.27272727272727,0.45454545454545453
Felix Eduardo Torres Caicedo,7,650,0,0,92.85714285714286,0.0
Hernán Ismael Galíndez,3,270,0,0,90.0,0.0
Kalidou Koulibaly,44,4070,1,1,92.5,0.022727272727272728
Moisés Isaac Caicedo Corozo,7,657,0,1,93.85714285714286,0.14285714285714285
Edouard Mendy,8,792,0,0,99.0,0.0
David Junior Hoilett,3,227,1,2,75.66666666666667,0.6666666666666666
Cyle Larin,8,596,1,6,74.5,0.75
Atiba Hutchinson,3,219,1,2,73.0,0.6666666666666666
Ismael Koné,8,760,4,2,95.0,0.25
Richie Laryea,9,677,2,6,75.22222222222223,0.6666666666666666
Sam Adekugbe,3,249,2,1,83.0,0.3333333333333333
Tajon Buchanan,6,516,2,2,86.0,0.3333333333333333
Liam Millar,7,629,5,2,89.85714285714286,0.2857142857142857
Stephen Antunes Eustáquio,7,609,0,3,87.0,0.42857142857142855
Jonathan Osorio,10,868,5,3,86.8,0.3
Alistair Johnston,9,804,0,1,89.33333333333333,0.1111111111111111
Milan Borjan,3,280,0,0,93.33333333333333,0.0
Kamal Miller,11,1034,2,0,94.0,0.0
Steven de Sousa Vitoria,3,282,0,0,94.0,0.0
Alphonso Davies,10,981,1,1,98.1,0.1
Fabian Rieder,7,538,3,4,76.85714285714286,0.5714285714285714
Renato Steffen,2,183,2,0,91.5,0.0
Michel Aebischer,6,583,1,2,97.16666666666667,0.3333333333333333
Fabian Frei,19,1575,9,4,82.89473684210526,0.21052631578947367
Alex Nicolao Telles,23,1935,4,9,84.1304347826087,0.391304347826087
