player_name,matches_played,total_minutes,sub_on,sub_off,minutes_per_match,early_sub_rate
Claus Jensen,2,183,0,0,91.5,0.0
Graham Stuart,2,183,0,0,91.5,0.0
Hermann Hreidarsson,2,177,0,0,88.5,0.0
Chris Perry,1,89,0,0,89.0,0.0
Radostin Kishishev,2,168,0,1,84.0,0.5
Mark Fish,2,184,0,0,92.0,0.0
Dean Kiely,2,183,0,0,91.5,0.0
Matt Holland,2,182,0,0,91.0,0.0
Shola Ameobi,1,92,1,0,92.0,0.0
Titus Malachi Bramble,1,92,0,0,92.0,0.0
Kieron Dyer,1,92,0,0,92.0,0.0
Diego Forlán Corazo,9,806,2,3,89.55555555555556,0.3333333333333333
Rio Ferdinand,2,178,0,0,89.0,0.0
Quinton Fortune Kolobea,1,93,0,0,93.0,0.0
Tim Howard,26,2384,0,0,91.6923076923077,0.0
Phil Neville,2,185,1,0,92.5,0.0
Craig Hignett,1,92,1,0,92.0,0.0
Leslie Ferdinand,1,75,0,1,75.0,1.0
Keith Gillespie,1,92,1,0,92.0,0.0
Riccardo Scimeca,1,92,0,0,92.0,0.0
Andy Impey,1,92,0,0,92.0,0.0
Steve Howey,1,89,0,0,89.0,0.0
Callum Davidson,1,91,0,0,91.0,0.0
Ben Thatcher,1,92,0,0,92.0,0.0
Martin Djetou,1,57,0,1,57.0,1.0
Collins John,1,83,1,0,83.0,0.0
Brian McBride,1,92,1,0,92.0,0.0
Carlos Manuel Bocanegra,1,93,0,0,93.0,0.0
Luís Boa Morte Pereira,1,87,0,0,87.0,0.0
Alain Goma,1,92,0,0,92.0,0.0
Ian Pearce,1,91,0,0,91.0,0.0
Anders Svensson,1,26,0,1,26.0,1.0
Graeme Le Saux,1,81,0,1,81.0,1.0
Marians Pahars,1,90,1,0,90.0,0.0
Stephen Crainey,1,91,0,0,91.0,0.0
Carlton Cole Okirie,1,91,0,0,91.0,0.0
Jonathan Fortune,1,90,0,0,90.0,0.0
Luke Young,1,92,0,0,92.0,0.0
Harald Irmscher,1,60,0,1,60.0,1.0
Erich Hamann,1,86,1,0,86.0,0.0
Georg Schwarzenbeck,2,152,0,1,76.0,0.5
Horst-Dieter Höttges,1,85,1,0,85.0,0.0
Wolfgang Overath,2,154,0,1,77.0,0.5
Günter Netzer,2,171,1,0,85.5,0.0
Gerhard Müller,2,177,0,0,88.5,0.0
Bernhard Cullmann,1,87,0,0,87.0,0.0
Berti Vogts,2,169,0,0,84.5,0.0
Siegmar Wätzlich,1,85,0,0,85.0,0.0
Franz Beckenbauer,3,261,0,0,87.0,0.0
Martin Hoffmann,2,174,0,0,87.0,0.0
Ulrich Hoeneß,2,173,0,0,86.5,0.0
Jürgen Grabowski,2,175,0,0,87.5,0.0
Konrad Weise,2,170,0,0,85.0,0.0
Lothar Kurbjuweit,2,175,0,0,87.5,0.0
Hans-Jürgen Kreische,2,165,1,0,82.5,0.0
Jürgen Croy,2,175,0,0,87.5,0.0
Jürgen Sparwasser,2,173,0,0,86.5,0.0
Sepp Maier,2,161,0,0,80.5,0.0
Heinz Flohe,1,85,0,0,85.0,0.0
Gerd Kische,2,171,0,0,85.5,0.0
Paul Breitner,2,175,0,0,87.5,0.0
Reinhard Lauck,2,150,0,1,75.0,0.5
Bernd Bransch,2,171,0,0,85.5,0.0
Peter Reid,1,64,0,1,64.0,1.0
Chris Waddle,1,90,1,0,90.0,0.0
Trevor Steven,1,74,0,1,74.0,1.0
John Barnes,1,90,1,0,90.0,0.0
Jorge Luis Burruchaga,4,342,0,3,85.5,0.75
Carlos Daniel Tapia,1,90,1,0,90.0,0.0
Peter Beardsley,1,89,0,0,89.0,0.0
Gary Lineker,1,90,0,0,90.0,0.0
Glenn Hoddle,1,90,0,0,90.0,0.0
Jorge Alberto Francisco Valdano Castellano,3,271,0,0,90.33333333333333,0.0
Kenny Sansom,1,89,0,0,89.0,0.0
Steve Hodge,1,90,0,0,90.0,0.0
Diego Armando Maradona,13,1120,0,3,86.15384615384616,0.23076923076923078
Terry Butcher,1,89,0,0,89.0,0.0
Gary Michael Stevens,1,90,0,0,90.0,0.0
Terry Fenwick,1,90,0,0,90.0,0.0
Ricardo Omar Giusti,4,350,0,0,87.5,0.0
Héctor Adolfo Enrique,3,268,0,0,89.33333333333333,0.0
José Luis Brown,3,270,0,0,90.0,0.0
Neri Alberto Pumpido Barrinat,3,266,0,0,88.66666666666667,0.0
José Luis Cuciuffo,3,272,0,0,90.66666666666667,0.0
Julio Jorge Olarticoechea,4,362,0,0,90.5,0.0
Óscar Alfredo Ruggeri Zocola,5,436,0,0,87.2,0.0
Sergio Daniel Batista,3,272,0,0,90.66666666666667,0.0
Peter Shilton,1,90,0,0,90.0,0.0
Marek Jankulovski,1,78,0,1,78.0,1.0
Kakhaber Kaladze,1,92,1,0,92.0,0.0
Filippo Inzaghi,1,87,0,1,87.0,1.0
Alberto Gilardino,34,2838,8,13,83.47058823529412,0.38235294117647056
Giuseppe Favalli,0,0,1,0,0.0,0.0
Dirk Kuijt,1,92,0,0,92.0,0.0
Massimo Ambrosini,1,92,0,0,92.0,0.0
José Manuel Reina Páez,38,3472,0,0,91.36842105263158,0.0
Massimo Oddo,1,90,0,0,90.0,0.0
Daniel Munthe Agger,1,92,0,0,92.0,0.0
Anderson Luis de Abreu Oliveira,1,45,0,1,45.0,1.0
Carlos Alberto Tevez,1,91,1,0,91.0,0.0
Ji-Sung Park,1,65,0,1,65.0,1.0
Dimitar Ivanov Berbatov,1,88,1,0,88.0,0.0
Seydou Kéita,129,11038,52,22,85.56589147286822,0.17054263565891473
Gnégnéri Yaya Touré,93,7702,12,32,82.81720430107526,0.34408602150537637
Sylvio Mendes Campos Junior,42,3716,10,6,88.47619047619048,0.14285714285714285
Samuel Eto''o Fils,78,6734,3,24,86.33333333333333,0.3076923076923077
Michael Carrick,28,2398,6,7,85.64285714285714,0.25
Nemanja Vidić,1,92,0,0,92.0,0.0
Patrice Evra,28,2420,2,3,86.42857142857143,0.10714285714285714
Terry Graham Garbett,1,45,0,1,45.0,1.0
Vitomir Dimitrijević,1,90,1,0,90.0,0.0
Micky Cave,1,66,0,1,66.0,1.0
David Joan Butler,1,89,1,0,89.0,0.0
James Gillen Robertson,1,79,0,1,79.0,1.0
Thomas Ernest Jenkins,1,90,1,0,90.0,0.0
Tommy Ord,1,88,0,0,88.0,0.0
Steve Buttle,1,89,0,0,89.0,0.0
Giorgio Chinaglia,1,90,0,0,90.0,0.0
Stephen Kenneth Hunt,1,89,0,0,89.0,0.0
Édson Arantes do Nascimento,10,887,0,0,88.7,0.0
Melvyn Machin,1,90,0,0,90.0,0.0
Adrian Webster,1,90,0,0,90.0,0.0
Jimmy McAlister,1,90,0,0,90.0,0.0
Tony Field,1,90,0,0,90.0,0.0
Robert Alfred ''Bobby' Smith,1,78,0,0,78.0,0.0
Carlos Alberto Torres,7,620,0,0,88.57142857142857,0.0
Dave Gillett,1,86,0,0,86.0,0.0
Nelsi Morais,1,90,0,0,90.0,0.0
Jocky Scott,1,90,0,0,90.0,0.0
Harold Michael ''Mike' England,1,90,0,0,90.0,0.0
Shep Norman Messing,1,85,0,0,85.0,0.0
Werner Roth,1,90,0,0,90.0,0.0
Anthony Chursky,1,90,0,0,90.0,0.0
Mario Giubertoni,1,11,0,1,11.0,1.0
Mario Bertini,2,165,1,1,82.5,0.5
Jair da Costa,1,55,0,1,55.0,1.0
Sergio Pellizzaro,1,91,1,0,91.0,0.0
Johan Cruyff,10,892,0,0,89.2,0.0
Piet Keizer,4,356,0,0,89.0,0.0
Arie Haan,8,711,1,0,88.875,0.0
Wim Suurbier,8,703,0,1,87.875,0.125
Gerrie Mühren,3,267,0,0,89.0,0.0
Ruud Krol,7,620,0,0,88.57142857142857,0.0
Mauro Bellugi,1,86,0,0,86.0,0.0
Tarcisio Burgnich,2,170,0,0,85.0,0.0
Horst Blankenburg,3,266,1,0,88.66666666666667,0.0
Roberto Boninsegna,2,172,0,1,86.0,0.5
Heinz Stuy,3,268,0,0,89.33333333333333,0.0
Giacinto Facchetti,2,171,0,0,85.5,0.0
Ivano Bordon,1,91,0,0,91.0,0.0
Gianfranco Bedin,1,89,0,0,89.0,0.0
Gabriele Oriali,1,86,0,0,86.0,0.0
Sandro Mazzola,2,178,0,0,89.0,0.0
Sjaak Swart,2,136,0,1,68.0,0.5
Johan Neeskens,9,746,0,2,82.88888888888889,0.2222222222222222
Mario Frustalupi,1,84,0,0,84.0,0.0
Barry Hulshoff,3,271,0,0,90.33333333333333,0.0
Henning Berg,1,62,0,1,62.0,1.0
Angelo Di Livio,1,66,0,1,66.0,1.0
Fabio Rossitto,1,91,1,0,91.0,0.0
Alessandro Pierini,1,78,0,1,78.0,1.0
Mauro Bressan,1,90,1,0,90.0,0.0
Abel Eduardo Balbo,1,78,0,1,78.0,1.0
Daniele Adani,1,92,1,0,92.0,0.0
Gabriel Omar Batistuta,1,91,0,0,91.0,0.0
Jörg Heinrich,1,87,0,0,87.0,0.0
Moreno Torricelli,1,92,0,0,92.0,0.0
David Beckham,3,270,1,0,90.0,0.0
Francesco Toldo,1,92,0,0,92.0,0.0
Sandro Cois,1,92,0,0,92.0,0.0
Tomáš Řepka,1,92,0,0,92.0,0.0
Aldo Firicano,1,88,0,0,88.0,0.0
Mark Bosnich,1,92,0,0,92.0,0.0
Johnny Ekström,1,77,0,1,77.0,1.0
Armin Eck,1,89,1,0,89.0,0.0
Antonio Carannante,2,194,1,1,97.0,0.5
Erland Johnsen,1,80,0,1,80.0,1.0
Roland Grahammer,1,90,1,0,90.0,0.0
Antônio de Oliveira Filho,4,389,0,0,97.25,0.0
Ludwig Kögl,1,87,0,0,87.0,0.0
Fernando De Napoli,3,264,0,0,88.0,0.0
Alessandro Renica,4,387,0,0,96.75,0.0
Ricardo Rogério de Brito,4,382,0,1,95.5,0.25
Dieter Stinka,1,90,0,0,90.0,0.0
Hans Dorfner,1,90,0,0,90.0,0.0
Hansi Flick,1,90,0,0,90.0,0.0
Ciro Ferrara,4,387,0,0,96.75,0.0
Giancarlo Corradini,3,246,0,1,82.0,0.3333333333333333
Luca Fusi,2,180,0,0,90.0,0.0
Andrea Carnevale,4,391,1,0,97.75,0.0
Klaus Augenthaler,1,90,0,0,90.0,0.0
Olaf Thon,1,89,0,0,89.0,0.0
Roland Wohlfarth,1,84,0,0,84.0,0.0
Raimond Aumann,1,90,0,0,90.0,0.0
Stefan Reuter,1,90,0,0,90.0,0.0
Norbert Nachtweih,1,90,0,0,90.0,0.0
Giovanni Francini,3,298,0,0,99.33333333333333,0.0
Sergio Brio,2,125,0,1,62.5,0.5
Luciano Favero,2,207,1,0,103.5,0.0
Massimo Mauro,2,146,0,2,73.0,1.0
Marino Magrin,1,119,1,0,119.0,0.0
Francesco Romano,2,196,1,1,98.0,0.5
Maurizio Neri,1,118,1,0,118.0,0.0
Alessandro Altobelli,1,120,0,0,120.0,0.0
Michael Laudrup,2,207,0,0,103.5,0.0
Luigi De Agostini,1,115,0,0,115.0,0.0
Giancarlo Marocchi,1,117,0,0,117.0,0.0
Roberto Galia,1,120,0,0,120.0,0.0
Stefano Tacconi,2,210,0,0,105.0,0.0
Pasquale Bruno,1,117,0,0,117.0,0.0
Rui Gil Soares de Barros,1,118,0,0,118.0,0.0
Massimo Crippa,2,206,1,0,103.0,0.0
Roberto Tricella,1,121,0,0,121.0,0.0
Giuliano Giuliani,2,206,0,0,103.0,0.0
Endika Guarrochenea Arzubiaga,1,60,0,1,60.0,1.0
Manuel Sarabia López,1,92,1,0,92.0,0.0
Juan Carlos Pérez Rojo,1,62,0,1,62.0,1.0
Paco Clos,1,88,1,0,88.0,0.0
Estanislao Argote Salaberría,1,86,0,1,86.0,1.0
José Ramón Gallego Vidal,1,92,1,0,92.0,0.0
Bernd Schuster,2,176,0,0,88.0,0.0
Víctor Muñoz Manrique,2,181,0,0,90.5,0.0
Julio Alberto Moreno Casas,2,177,0,0,88.5,0.0
Francisco Salinas Fernández,1,92,0,0,92.0,0.0
Ismael Urtubi Aróstegui,1,92,0,0,92.0,0.0
Francisco Javier González Urruticoechea,2,172,0,0,86.0,0.0
Iñigo Liceranzu,1,86,0,0,86.0,0.0
Andoni Zubizarreta Urreta,1,91,0,0,91.0,0.0
José María Núñez,1,89,0,0,89.0,0.0
Andoni Goikoetxea,1,92,0,0,92.0,0.0
Miguel Bernardo Bianquetti,3,268,0,0,89.33333333333333,0.0
Marcos Alonso Peña,2,182,0,0,91.0,0.0
Santiago Urquiaga Pérez Lugar,1,92,0,0,92.0,0.0
Daniel Ruiz Bazan Justa,1,88,0,0,88.0,0.0
José Ramón Alexanko Ventosa,1,91,0,0,91.0,0.0
Tente Sánchez,2,182,1,0,91.0,0.0
Francisco José Carrasco Hidalgo,2,181,0,0,90.5,0.0
Miguel de Andrés,1,92,0,0,92.0,0.0
Ludovic Giuly,29,2305,14,11,79.48275862068965,0.3793103448275862
Dado Prso,1,90,1,0,90.0,0.0
Carlos Alberto Gomes de Jesus,1,59,0,1,59.0,1.0
Dmitriy Alenichev,1,93,1,0,93.0,0.0
Edouard Cissé,1,63,0,1,63.0,1.0
Shabani Christophe Nonda,1,90,1,0,90.0,0.0
Gaël Givet-Viaros,1,71,0,1,71.0,1.0
Sébastien Squillaci,33,2966,4,2,89.87878787878788,0.06060606060606061
Vanderlei Fernandes Silva,1,78,0,1,78.0,1.0
Benni McCarthy,1,93,1,0,93.0,0.0
Anderson Luís de Souza,58,4841,4,18,83.46551724137932,0.3103448275862069
Pedro Emanuel dos Santos Martins Silva,1,93,1,0,93.0,0.0
Fernando Morientes Sánchez,3,197,0,2,65.66666666666667,0.6666666666666666
Hugo Benjamín Ibarra,2,184,0,0,92.0,0.0
Nuno Ricardo de Oliveira Ribeiro,4,316,1,1,79.0,0.25
Jorge Paulo Costa Almeida,1,93,0,0,93.0,0.0
Paulo Renato Rebocho Ferreira,1,92,0,0,92.0,0.0
Jérôme Rothen,1,90,0,0,90.0,0.0
Ricardo Alberto Silveira de Carvalho,36,3203,0,4,88.97222222222223,0.1111111111111111
Nuno Jorge Pereira Silva Valente,1,93,0,0,93.0,0.0
Vítor Manuel Martins Baía,1,93,0,0,93.0,0.0
Francisco José Rodrigues da Costa,1,89,0,0,89.0,0.0
Pedro Miguel da Silva Mendes,1,93,0,0,93.0,0.0
Andreas Vasilios Zikos,1,92,0,0,92.0,0.0
Flavio Roma,1,83,0,0,83.0,0.0
Lucas Bernardi,1,93,0,0,93.0,0.0
Julien Rodriguez,1,93,0,0,93.0,0.0
Wayne Routledge,28,2147,6,17,76.67857142857143,0.6071428571428571
Jefferson Antonio Montero Vite,26,2167,10,10,83.34615384615384,0.38461538461538464
Leon Britton,25,2007,6,12,80.28,0.48
Gylfi Þór Sigurðsson,39,3486,4,6,89.38461538461539,0.15384615384615385
Éderzito António Macedo Lopes,26,2300,12,4,88.46153846153847,0.15384615384615385
Bafétimbi Gomis,33,2914,15,8,88.3030303030303,0.24242424242424243
Matt Ritchie,37,3308,4,9,89.4054054054054,0.24324324324324326
Adam Smith,31,2850,9,2,91.93548387096774,0.06451612903225806
Joshua King,31,2370,7,18,76.45161290322581,0.5806451612903226
Glenn Murray,21,1760,13,7,83.80952380952381,0.3333333333333333
Harry Arter,21,1683,0,13,80.14285714285714,0.6190476190476191
Shaun MacDonald,3,273,3,0,91.0,0.0
Jonjo Shelvey,30,2686,6,8,89.53333333333333,0.26666666666666666
Kyle Bartley,5,461,2,0,92.2,0.0
Ashley Williams,36,3304,0,0,91.77777777777777,0.0
Sung-Yeung Ki,30,2553,7,8,85.1,0.26666666666666666
Łukasz Fabiański,38,3487,0,0,91.76315789473684,0.0
Simon Francis,38,3479,0,0,91.55263157894737,0.0
Dan Gosling,34,2972,6,7,87.41176470588235,0.20588235294117646
André Ayew Pelé,39,3375,2,18,86.53846153846153,0.46153846153846156
Andrew Surman,38,3510,0,0,92.36842105263158,0.0
Junior Stanislas,21,1688,4,9,80.38095238095238,0.42857142857142855
Neil Taylor,34,3095,1,1,91.02941176470588,0.029411764705882353
Charlie Daniels,37,3358,0,1,90.75675675675676,0.02702702702702703
Adam Federici,6,502,0,1,83.66666666666667,0.16666666666666666
Steve Cook,36,3239,0,1,89.97222222222223,0.027777777777777776
Kyle Naughton,27,2444,8,1,90.51851851851852,0.037037037037037035
Diafra Sakho,22,1850,4,11,84.0909090909091,0.5
Andy Carroll,27,2360,14,5,87.4074074074074,0.18518518518518517
Loïc Rémy,13,1072,10,3,82.46153846153847,0.23076923076923078
Bertrand Isidore Traoré,14,1153,8,6,82.35714285714286,0.42857142857142855
Enner Remberto Valencia Lastra,25,2094,9,10,83.76,0.4
Emmanuel Emenike,13,1088,8,4,83.6923076923077,0.3076923076923077
Manuel Lanzini,26,2139,3,13,82.26923076923077,0.5
Pedro Mba Obiang Avomo,23,1982,13,4,86.17391304347827,0.17391304347826086
Oscar dos Santos Emboaba Júnior,27,2224,7,12,82.37037037037037,0.4444444444444444
Ruben Loftus-Cheek,17,1497,10,3,88.05882352941177,0.17647058823529413
Branislav Ivanović,35,3188,0,2,91.08571428571429,0.05714285714285714
Gary Cahill,24,2225,2,0,92.70833333333333,0.0
César Azpilicueta Tanco,47,4302,1,6,91.53191489361703,0.1276595744680851
Michail Antonio,29,2519,3,10,86.86206896551724,0.3448275862068966
Winston Reid,24,2192,0,1,91.33333333333333,0.041666666666666664
Cheikhou Kouyaté,39,3524,3,4,90.35897435897436,0.10256410256410256
John Michael Nchekwube Obinna,28,2516,6,5,89.85714285714286,0.17857142857142858
Dimitri Payet,33,2982,2,6,90.36363636363636,0.18181818181818182
Aaron Cresswell,37,3398,0,1,91.83783783783784,0.02702702702702703
Willian Borges da Silva,40,3363,3,17,84.075,0.425
Adrián San Miguel del Castillo,34,3159,0,0,92.91176470588235,0.0
Mark Noble,37,3278,0,9,88.5945945945946,0.24324324324324326
Angelo Obinze Ogbonna,27,2380,1,2,88.14814814814815,0.07407407407407407
Ross Barkley,40,3425,3,15,85.625,0.375
Muhamed Bešić,12,844,5,4,70.33333333333333,0.3333333333333333
Kevin Mirallas,23,1972,13,4,85.73913043478261,0.17391304347826086
Leon Osman,9,808,7,1,89.77777777777777,0.1111111111111111
Ayoze Pérez Gutiérrez,35,2994,13,12,85.54285714285714,0.34285714285714286
Florian Thauvin,30,2561,16,9,85.36666666666666,0.3
Romelu Lukaku Menama,54,4802,3,13,88.92592592592592,0.24074074074074073
Leighton Baines,18,1668,2,0,92.66666666666667,0.0
José Ramiro Funes Mori,29,2634,5,0,90.82758620689656,0.0
Fabricio Coloccini,29,2553,0,2,88.03448275862068,0.06896551724137931
Paul Dummett,23,1939,0,5,84.30434782608695,0.21739130434782608
Daryl Janmaat,32,2805,0,3,87.65625,0.09375
Tom Cleverley,22,1885,5,6,85.68181818181819,0.2727272727272727
Jack Colback,29,2477,1,10,85.41379310344827,0.3448275862068966
Aleksandar Mitrović,43,3712,12,12,86.32558139534883,0.27906976744186046
Vurnon Anita,28,2346,4,10,83.78571428571429,0.35714285714285715
Séamus Coleman,28,2501,1,4,89.32142857142857,0.14285714285714285
John Stones,59,5445,2,6,92.28813559322033,0.1016949152542373
Rob Elliot,21,1940,0,0,92.38095238095238,0.0
Chancel Mbemba Mangulu,41,3800,0,1,92.6829268292683,0.024390243902439025
Marc Pugh,26,2091,11,10,80.42307692307692,0.38461538461538464
Benik Afobe,15,1142,3,10,76.13333333333334,0.6666666666666666
Lewis Grabban,21,1830,14,5,87.14285714285714,0.23809523809523808
Fabio Borini,26,2170,4,11,83.46153846153847,0.4230769230769231
Duncan Watmore,23,1994,16,3,86.69565217391305,0.13043478260869565
Jeremain Lens,20,1716,6,7,85.8,0.35
Jack Rodwell,22,1968,13,1,89.45454545454545,0.045454545454545456
Adam Johnson,19,1678,8,3,88.3157894736842,0.15789473684210525
Patrick van Aanholt,37,3314,0,3,89.56756756756756,0.08108108108108109
Yann Gérard M''Vila,37,3335,1,4,90.13513513513513,0.10810810810810811
Artur Boruc,32,2948,0,0,92.125,0.0
Vito Mannone,19,1760,0,0,92.63157894736842,0.0
Billy Jones,24,2150,1,2,89.58333333333333,0.08333333333333333
Lee Cattermole,31,2525,4,11,81.45161290322581,0.3548387096774194
Joel Nathaniel Campbell Samuels,29,2373,12,13,81.82758620689656,0.4482758620689655
Daniel Nii Tackie Mensah Welbeck,12,952,5,7,79.33333333333333,0.5833333333333334
Leroy Fer,11,902,2,4,82.0,0.36363636363636365
Jay Fulton,2,186,2,0,93.0,0.0
Theo Walcott,28,2339,13,13,83.53571428571429,0.4642857142857143
Àngel Rangel Zaragoza,23,2070,3,4,90.0,0.17391304347826086
Olivier Giroud,57,5060,19,15,88.7719298245614,0.2631578947368421
Mesut Özil,42,3659,1,18,87.11904761904762,0.42857142857142855
Aaron Ramsey,40,3605,2,7,90.125,0.175
Per Mertesacker,24,2079,0,1,86.625,0.041666666666666664
Héctor Bellerín Moruno,36,3316,0,0,92.11111111111111,0.0
Stephen Kingsley,4,361,0,1,90.25,0.25
Petr Čech,34,3104,0,0,91.29411764705883,0.0
Jordi Amat Maas,12,1079,4,1,89.91666666666667,0.08333333333333333
Jack Frank Porteous Cork,35,3099,7,4,88.54285714285714,0.11428571428571428
Valon Behrami,25,2101,7,8,84.04,0.32
Adlène Guédioura,15,1338,15,2,89.2,0.13333333333333333
Nathan Aké,37,3319,6,6,89.70270270270271,0.16216216216216217
Ikechi Anya,28,2491,11,5,88.96428571428571,0.17857142857142858
Marko Arnautović,41,3541,3,18,86.36585365853658,0.43902439024390244
Stephen Ireland,13,1196,13,0,92.0,0.0
Ibrahim Afellay,49,4142,20,13,84.53061224489795,0.2653061224489796
Mame Biram Diouf,28,2479,15,6,88.53571428571429,0.21428571428571427
Gilbert Gianelli Imbula Wanga,14,1289,0,0,92.07142857142857,0.0
Glenn Whelan,37,3225,0,8,87.16216216216216,0.21621621621621623
Troy Deeney,38,3515,2,3,92.5,0.07894736842105263
Geoff Cameron,30,2587,3,5,86.23333333333333,0.16666666666666666
Jonathan Walters,27,2402,9,4,88.96296296296296,0.14814814814814814
Etienne Capoue,34,2962,0,9,87.11764705882354,0.2647058823529412
Philipp Wollscheid,31,2786,1,1,89.87096774193549,0.03225806451612903
Odion Jude Ighalo,42,3740,3,10,89.04761904761905,0.23809523809523808
Craig Cathcart,35,3137,1,1,89.62857142857143,0.02857142857142857
Heurelho da Silva Gomes,38,3480,0,1,91.57894736842105,0.02631578947368421
Jack Butland,31,2846,0,0,91.80645161290323,0.0
Miguel Ángel Britos Cabrera,24,2103,0,3,87.625,0.125
Phil Bardsley,11,930,2,1,84.54545454545455,0.09090909090909091
Marc Muniesa Martínez,16,1412,4,1,88.25,0.0625
Steven Davis,34,2818,3,14,82.88235294117646,0.4117647058823529
Dušan Tadić,43,3549,9,22,82.53488372093024,0.5116279069767442
Jay Rodriguez,12,1030,9,3,85.83333333333333,0.25
Federico Fernández,32,2948,0,0,92.125,0.0
Graziano Pellè,30,2706,7,4,90.2,0.13333333333333333
Cédric Ricardo Alves Soares,27,2358,1,7,87.33333333333333,0.25925925925925924
José Miguel da Rocha Fonte,45,3876,0,4,86.13333333333334,0.08888888888888889
James Ward-Prowse,33,2977,19,5,90.21212121212122,0.15151515151515152
Victor Wanyama,30,2583,1,3,86.1,0.1
Ryan Bertrand,32,2955,0,0,92.34375,0.0
Maarten Stekelenburg,21,1933,0,0,92.04761904761905,0.0
Jason Puncheon,31,2664,0,10,85.93548387096774,0.3225806451612903
Bakary Sako,19,1567,9,8,82.47368421052632,0.42105263157894735
Steven Fletcher,28,2282,8,13,81.5,0.4642857142857143
Sebastian Larsson,26,2181,12,8,83.88461538461539,0.3076923076923077
Patrick Bamford,13,1161,11,2,89.3076923076923,0.15384615384615385
Connor Wickham,21,1742,6,10,82.95238095238095,0.47619047619047616
Marouane Chamakh,10,877,9,1,87.7,0.1
Danny Graham,10,790,6,4,79.0,0.4
Sebastián Coates Nión,19,1677,2,2,88.26315789473684,0.10526315789473684
Scott Dann,35,3199,0,0,91.4,0.0
Yohan Cabaye,33,2762,1,15,83.6969696969697,0.45454545454545453
Wilfried Zaha,34,2802,4,12,82.41176470588235,0.35294117647058826
Yannick Bolasie Yala,26,2292,3,4,88.15384615384616,0.15384615384615385
Costel Fane Pantilimon,17,1567,0,0,92.17647058823529,0.0
Pape N''Diaye Souaré,34,3073,0,1,90.38235294117646,0.029411764705882353
Joel Ward,30,2750,0,1,91.66666666666667,0.03333333333333333
Wayne Hennessey,31,2846,0,0,91.80645161290323,0.0
Younes Kaboul,23,2086,1,1,90.69565217391305,0.043478260869565216
James McArthur,28,2372,2,10,84.71428571428571,0.35714285714285715
Damien Delaney,32,2919,0,0,91.21875,0.0
Kieran Gibbs,15,1341,12,2,89.4,0.13333333333333333
Alex Iwobi,22,1801,8,12,81.86363636363636,0.5454545454545454
Calum Chambers,12,1116,10,0,93.0,0.0
Mohamed Naser Elsayed Elneny,17,1451,2,8,85.3529411764706,0.47058823529411764
Phil Jagielka,21,1885,0,2,89.76190476190476,0.09523809523809523
Laurent Koscielny,33,2899,0,2,87.84848484848484,0.06060606060606061
David Ospina Ramírez,8,770,0,0,96.25,0.0
James McCarthy,29,2484,0,6,85.65517241379311,0.20689655172413793
Joe Ledley,19,1585,8,7,83.42105263157895,0.3684210526315789
Mile Jedinak,30,2708,11,2,90.26666666666667,0.06666666666666667
Ciaran Clark,17,1575,2,0,92.6470588235294,0.0
Jordan Veretout,28,2395,4,10,85.53571428571429,0.35714285714285715
Leandro Bacuna,31,2753,4,5,88.80645161290323,0.16129032258064516
Mark Bunn,10,928,0,0,92.8,0.0
Aly Cissokho,20,1811,0,0,90.55,0.0
Joleon Lescott,32,2889,0,2,90.28125,0.0625
Idrissa Gana Gueye,63,5653,7,12,89.73015873015873,0.19047619047619047
Libor Kozák,4,340,1,1,85.0,0.25
Ashley Westwood,33,2954,1,3,89.51515151515152,0.09090909090909091
Tetchi Jores Charlemagne Ulrich Okore,12,1092,0,0,91.0,0.0
Jordan Ayew,36,3079,4,10,85.52777777777777,0.2777777777777778
Matt Targett,14,1180,1,5,84.28571428571429,0.35714285714285715
Shinji Okazaki,40,2923,11,26,73.075,0.65
José Leonardo Ulloa,29,2587,22,5,89.20689655172414,0.1724137931034483
Jordy Clasie,22,1663,2,16,75.5909090909091,0.7272727272727273
Charlie Austin,7,603,5,2,86.14285714285714,0.2857142857142857
Riyad Mahrez,40,3399,2,25,84.975,0.625
Demarai Gray,15,1305,12,3,87.0,0.2
Marc Albrighton,38,3081,4,22,81.07894736842105,0.5789473684210527
Nathan Dyer,13,1206,13,0,92.76923076923077,0.0
N''Golo Kanté,48,4396,4,3,91.58333333333333,0.0625
Danny Drinkwater,35,3112,0,6,88.91428571428571,0.17142857142857143
Jamie Vardy,40,3635,3,7,90.875,0.175
Danny Simpson,30,2665,0,3,88.83333333333333,0.1
Wes Morgan,38,3453,0,0,90.86842105263158,0.0
Kasper Schmeichel,57,5296,0,0,92.91228070175438,0.0
Christian Fuchs,32,2916,2,1,91.125,0.03125
Fraser Forster,18,1675,0,0,93.05555555555556,0.0
Modou Barrow,22,1948,16,4,88.54545454545455,0.18181818181818182
Emre Can,39,3416,8,6,87.58974358974359,0.15384615384615385
Daniel William John Ings,6,522,3,2,87.0,0.3333333333333333
Jordon Ibe,27,2347,15,9,86.92592592592592,0.3333333333333333
Reece Oxford,7,544,4,3,77.71428571428571,0.42857142857142855
Matt Jarvis,22,1779,9,10,80.86363636363636,0.45454545454545453
Josh Cullen,1,97,1,0,97.0,0.0
Christian Benteke Liolo,30,2682,16,3,89.4,0.1
Philippe Coutinho Correia,59,4772,8,30,80.88135593220339,0.5084745762711864
