player_name,goals,assists,shots,passes,successful_passes,tackles,interceptions,clearances,yellow_cards,red_cards,fouls,pass_accuracy,matches_played,total_minutes,sub_on,sub_off,minutes_per_match,early_sub_rate,goal_contribution,goal_contribution_per_match,shot_conversion_rate,attack_volume,defensive_actions,defensive_actions_per_match,discipline_score,discipline_per_match,availability_score,substitution_impact,actions_total,actions_per_match,injury_proxy_score,attack_index,defense_index,impact_score
Ewa Pajor,1.0,0.0,9.0,71.0,45.0,0.0,1.0,1.0,0.0,0.0,4.0,0.6338028169014085,3,278,0,0,92.66666666666669,0.0,1.0,0.3333333333333333,0.1111111111111111,80.0,2.0,0.6666666666666666,2.0,0.6666666666666666,92.66666666666667,0.0,82.0,27.333333333333332,0.0,28.333333333333332,0.6666666666666666,121.66666666666667
Ewelina Kamczyk,0.0,0.0,3.0,76.0,50.0,0.0,1.0,2.0,0.0,0.0,1.0,0.6578947368421053,3,238,1,2,79.33333333333333,0.6666666666666666,0.0,0.0,0.0,79.0,3.0,1.0,0.5,0.16666666666666666,79.33333333333333,0.3333333333333333,82.0,27.333333333333332,0.11851851851851847,27.333333333333332,1.8333333333333333,108.38148148148149
Ewerthon Henrique de Souza,0.0,0.0,8.0,90.0,63.0,0.0,3.0,0.0,0.0,0.0,1.0,0.7,5,426,2,1,85.2,0.2,0.0,0.0,0.0,98.0,3.0,0.6,0.5,0.1,85.2,0.4,101.0,20.2,0.053333333333333344,20.2,1.0999999999999999,106.44666666666667
Exequiel Alejandro Palacios,4.0,4.0,22.0,2120.0,1956.0,0.0,37.0,24.0,1.0,0.0,24.0,0.9226415094339624,29,2540,7,11,87.58620689655173,0.3793103448275862,8.0,0.27586206896551724,0.18181818181818182,2142.0,61.0,2.103448275862069,13.0,0.4482758620689655,87.58620689655173,0.2413793103448276,2203.0,75.96551724137932,0.026819923371647514,77.0626959247649,3.7586206896551726,168.38070358760015
Eyal Berkovic,0.0,0.0,0.0,17.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6470588235294118,1,92,1,0,92.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,92.0,1.0,17.0,17.0,0.0,17.0,0.0,109.0
Ezequiel Iván Lavezzi,2.0,0.0,13.0,255.0,199.0,0.0,1.0,0.0,0.0,0.0,6.0,0.7803921568627451,16,1408,13,2,88.0,0.125,2.0,0.125,0.15384615384615385,268.0,1.0,0.0625,3.0,0.1875,88.0,0.8125,269.0,16.8125,0.022222222222222254,17.52403846153846,-0.0625,105.43931623931623
Ezequiel Luna,0.0,0.0,0.0,49.0,35.0,0.0,3.0,7.0,0.0,0.0,5.0,0.7142857142857143,2,171,0,0,85.5,0.0,0.0,0.0,0.0,49.0,10.0,5.0,2.5,1.25,85.5,0.0,59.0,29.5,0.050000000000000044,29.5,8.75,123.7
Ezequiel Marcelo Garay,0.0,0.0,4.0,251.0,182.0,0.0,13.0,66.0,0.0,0.0,17.0,0.7250996015936255,9,821,0,1,91.22222222222224,0.1111111111111111,0.0,0.0,0.0,255.0,79.0,8.777777777777779,8.5,0.9444444444444444,91.22222222222223,0.0,334.0,37.111111111111114,0.0,37.111111111111114,16.611111111111114,144.94444444444446
Ezequiel Muñoz,0.0,0.0,8.0,656.0,527.0,0.0,28.0,86.0,0.0,0.0,33.0,0.8033536585365854,19,1610,1,3,84.73684210526316,0.1578947368421052,0.0,0.0,0.0,664.0,114.0,6.0,16.5,0.868421052631579,84.73684210526316,0.05263157894736842,778.0,40.94736842105263,0.05847953216374269,40.94736842105263,11.131578947368421,136.75730994152048
Ezgjan Alioski,1.0,0.0,3.0,169.0,125.0,0.0,2.0,6.0,0.0,0.0,5.0,0.7396449704142012,3,277,0,0,92.33333333333331,0.0,1.0,0.3333333333333333,0.3333333333333333,172.0,8.0,2.6666666666666665,2.5,0.8333333333333334,92.33333333333333,0.0,180.0,60.0,0.0,61.666666666666664,4.5,158.5
Ezri Konsa Ngoyo,0.0,0.0,0.0,51.0,48.0,0.0,0.0,6.0,0.0,0.0,0.0,0.9411764705882352,2,198,2,1,99.0,0.5,0.0,0.0,0.0,51.0,6.0,3.0,0.0,0.0,99.0,1.0,57.0,28.5,0.0,28.5,6.0,133.5
Fabian Delph,2.0,0.0,16.0,623.0,535.0,0.0,25.0,19.0,0.0,0.0,11.0,0.8587479935794543,21,1721,11,7,81.95238095238095,0.3333333333333333,2.0,0.09523809523809523,0.125,639.0,44.0,2.0952380952380953,5.5,0.2619047619047619,81.95238095238095,0.5238095238095238,683.0,32.523809523809526,0.0894179894179894,33.089285714285715,3.928571428571429,118.8808201058201
Fabian Frei,0.0,2.0,11.0,454.0,345.0,0.0,19.0,24.0,0.0,0.0,24.0,0.7599118942731278,19,1575,9,4,82.89473684210526,0.2105263157894736,2.0,0.10526315789473684,0.0,465.0,43.0,2.263157894736842,12.0,0.631578947368421,82.89473684210526,0.47368421052631576,508.0,26.736842105263158,0.07894736842105265,26.94736842105263,3.894736842105263,113.6578947368421
Fabian Holland,0.0,0.0,3.0,498.0,320.0,0.0,26.0,53.0,0.0,0.0,40.0,0.642570281124498,20,1702,2,4,85.1,0.2,0.0,0.0,0.0,501.0,79.0,3.95,20.0,1.0,85.1,0.1,580.0,29.0,0.054444444444444406,29.0,6.9,120.94555555555556
Fabian Johnson,6.0,3.0,26.0,917.0,706.0,0.0,15.0,22.0,0.0,0.0,15.0,0.7699018538713195,26,2240,1,6,86.15384615384616,0.2307692307692307,9.0,0.34615384615384615,0.23076923076923078,943.0,37.0,1.4230769230769231,7.5,0.28846153846153844,86.15384615384616,0.038461538461538464,980.0,37.69230769230769,0.042735042735042694,39.07692307692308,2.557692307692308,127.7457264957265
Fabian Lukas Schär,3.0,0.0,34.0,1624.0,1309.0,0.0,54.0,182.0,0.0,0.0,56.0,0.8060344827586207,40,3569,6,6,89.225,0.15,3.0,0.075,0.08823529411764706,1658.0,236.0,5.9,28.0,0.7,89.225,0.15,1894.0,47.35,0.008611111111111125,47.76470588235294,11.100000000000001,148.08109477124182
Fabian Lustenberger,1.0,0.0,10.0,1389.0,1221.0,0.0,27.0,127.0,1.0,0.0,32.0,0.8790496760259179,30,2537,0,8,84.56666666666666,0.2666666666666666,1.0,0.03333333333333333,0.1,1399.0,154.0,5.133333333333334,17.0,0.5666666666666667,84.56666666666666,0.0,1553.0,51.766666666666666,0.06037037037037041,52.13333333333333,9.700000000000001,146.33962962962963
Fabian Nürnberger,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,1,25,0,1,25.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,25.0,0.0,7.0,7.0,0.7222222222222222,7.0,0.0,31.27777777777778
Fabian Reese,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1,89,1,0,89.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,89.0,1.0,3.0,3.0,0.011111111111111072,3.0,0.0,91.9888888888889
Fabian Rieder,0.0,0.0,1.0,116.0,75.0,0.0,3.0,1.0,0.0,0.0,6.0,0.646551724137931,7,538,3,4,76.85714285714286,0.5714285714285714,0.0,0.0,0.0,117.0,4.0,0.5714285714285714,3.0,0.42857142857142855,76.85714285714286,0.42857142857142855,121.0,17.285714285714285,0.14603174603174607,17.285714285714285,0.7142857142857142,94.71111111111111
Fabiano Eler dos Santos,0.0,0.0,0.0,39.0,31.0,0.0,4.0,11.0,0.0,0.0,6.0,0.7948717948717948,2,163,1,0,81.5,0.0,0.0,0.0,0.0,39.0,15.0,7.5,3.0,1.5,81.5,0.5,54.0,27.0,0.09444444444444444,27.0,13.5,121.90555555555555
Fabien Camus,5.0,1.0,65.0,1174.0,828.0,0.0,23.0,6.0,1.0,0.0,28.0,0.7052810902896082,34,2780,7,17,81.76470588235294,0.5,6.0,0.17647058823529413,0.07692307692307693,1239.0,29.0,0.8529411764705882,15.0,0.4411764705882353,81.76470588235294,0.20588235294117646,1268.0,37.294117647058826,0.09150326797385622,37.87782805429865,1.2647058823529411,120.81573655103067
Fabien Centonze,0.0,0.0,0.0,43.0,36.0,0.0,4.0,3.0,0.0,0.0,1.0,0.8372093023255814,1,94,0,0,94.0,0.0,0.0,0.0,0.0,43.0,7.0,7.0,0.5,0.5,94.0,0.0,50.0,50.0,0.0,50.0,13.5,157.5
Fabien Lemoine,0.0,1.0,19.0,1602.0,1340.0,0.0,25.0,33.0,1.0,0.0,59.0,0.83645443196005,33,2760,5,13,83.63636363636364,0.3939393939393939,1.0,0.030303030303030304,0.0,1621.0,58.0,1.7575757575757576,30.5,0.9242424242424242,83.63636363636364,0.15151515151515152,1679.0,50.878787878787875,0.07070707070707072,50.93939393939394,2.590909090909091,137.0959595959596
Fabienne Humm,0.0,0.0,1.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7142857142857143,2,187,3,0,93.5,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.5,0.25,93.5,1.5,8.0,4.0,0.0,4.0,-0.25,97.25
Fabio Borini,5.0,2.0,49.0,600.0,398.0,0.0,26.0,30.0,0.0,0.0,32.0,0.6633333333333333,26,2170,4,11,83.46153846153847,0.4230769230769231,7.0,0.2692307692307692,0.10204081632653061,649.0,56.0,2.1538461538461537,16.0,0.6153846153846154,83.46153846153847,0.15384615384615385,705.0,27.115384615384617,0.07264957264957261,27.959968602825747,3.692307692307692,115.04116518402233
Fabio Cannavaro,0.0,0.0,0.0,59.0,46.0,0.0,5.0,10.0,0.0,0.0,5.0,0.7796610169491526,3,262,0,0,87.33333333333333,0.0,0.0,0.0,0.0,59.0,15.0,5.0,2.5,0.8333333333333334,87.33333333333333,0.0,74.0,24.666666666666668,0.029629629629629672,24.666666666666668,9.166666666666666,121.13703703703703
Fabio Capello,0.0,0.0,1.0,40.0,27.0,0.0,2.0,1.0,0.0,0.0,2.0,0.675,1,87,0,0,87.0,0.0,0.0,0.0,0.0,41.0,3.0,3.0,1.0,1.0,87.0,0.0,44.0,44.0,0.033333333333333326,44.0,5.0,135.96666666666667
Fabio Carvalho,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,95,1,0,95.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,95.0,1.0,6.0,6.0,0.0,6.0,0.0,101.0
Fabio Celestini,0.0,0.0,3.0,225.0,176.0,0.0,5.0,9.0,0.0,0.0,11.0,0.7822222222222223,4,356,0,1,89.0,0.25,0.0,0.0,0.0,228.0,14.0,3.5,5.5,1.375,89.0,0.0,242.0,60.5,0.011111111111111072,60.5,5.625,155.11388888888888
Fabio Coltorti,0.0,0.0,0.0,59.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6271186440677966,2,182,0,0,91.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,91.0,0.0,59.0,29.5,0.0,29.5,0.0,120.5
Fabio Daprelà,0.0,0.0,1.0,105.0,79.0,0.0,1.0,4.0,1.0,0.0,5.0,0.7523809523809524,7,628,6,1,89.71428571428571,0.1428571428571428,0.0,0.0,0.0,106.0,5.0,0.7142857142857143,3.5,0.5,89.71428571428571,0.8571428571428571,111.0,15.857142857142858,0.0031746031746031633,15.857142857142858,0.9285714285714286,106.4968253968254
Fabio Della Giovanna,0.0,0.0,0.0,5.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6,1,90,1,0,90.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,90.0,1.0,6.0,6.0,0.0,6.0,2.0,98.0
Fabio Quagliarella,8.0,1.0,101.0,594.0,391.0,0.0,3.0,25.0,1.0,0.0,44.0,0.6582491582491582,32,2836,3,8,88.625,0.25,9.0,0.28125,0.07920792079207921,695.0,28.0,0.875,23.0,0.71875,88.625,0.09375,723.0,22.59375,0.015277777777777724,23.393873762376238,1.03125,113.03484598459846
Fabio Rossitto,0.0,0.0,0.0,10.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,1,91,1,0,91.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,0.0,0.0,91.0,1.0,11.0,11.0,0.0,11.0,2.0,104.0
Fabio Torsiello,0.0,0.0,0.0,10.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.7,1,93,1,0,93.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,0.5,0.5,93.0,1.0,11.0,11.0,0.0,11.0,1.5,105.5
Fabiola Villalobos Morales,0.0,0.0,4.0,137.0,95.0,0.0,4.0,30.0,0.0,0.0,2.0,0.6934306569343066,3,290,0,0,96.66666666666669,0.0,0.0,0.0,0.0,141.0,34.0,11.333333333333334,1.0,0.3333333333333333,96.66666666666667,0.0,175.0,58.333333333333336,0.0,58.333333333333336,22.333333333333336,177.33333333333334
Fabián Andrés Vargas Rivera,0.0,0.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1,88,0,0,88.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,1.0,1.0,88.0,0.0,24.0,24.0,0.022222222222222254,24.0,-1.0,110.97777777777777
Fabián Ariel Orellana Valenzuela,7.0,10.0,90.0,2020.0,1481.0,0.0,54.0,48.0,10.0,1.0,49.0,0.7331683168316832,47,4064,2,11,86.46808510638297,0.2340425531914893,17.0,0.3617021276595745,0.07777777777777778,2110.0,102.0,2.1702127659574466,37.5,0.7978723404255319,86.46808510638297,0.0425531914893617,2212.0,47.06382978723404,0.03924349881796685,48.02056737588652,3.542553191489361,137.99196217494088
Fabián Cornelio Balbuena González,0.0,0.0,4.0,119.0,96.0,0.0,4.0,9.0,1.0,0.0,0.0,0.8067226890756303,3,280,0,0,93.33333333333331,0.0,0.0,0.0,0.0,123.0,13.0,4.333333333333333,1.0,0.3333333333333333,93.33333333333333,0.0,136.0,45.333333333333336,0.0,45.333333333333336,8.333333333333332,147.0
Fabián Larry Estoyanoff Poggio,0.0,0.0,4.0,54.0,37.0,0.0,0.0,0.0,0.0,0.0,5.0,0.6851851851851852,3,275,2,0,91.66666666666669,0.0,0.0,0.0,0.0,58.0,0.0,0.0,2.5,0.8333333333333334,91.66666666666667,0.6666666666666666,58.0,19.333333333333332,0.0,19.333333333333332,-0.8333333333333334,110.16666666666667
Fabián Ruiz Peña,4.0,5.0,44.0,2312.0,2077.0,0.0,46.0,27.0,1.0,0.0,39.0,0.898356401384083,47,3932,17,20,83.65957446808511,0.425531914893617,9.0,0.19148936170212766,0.09090909090909091,2356.0,73.0,1.553191489361702,20.5,0.43617021276595747,83.65957446808511,0.3617021276595745,2429.0,51.680851063829785,0.07044917257683214,52.336557059961315,2.6702127659574466,138.59589512142702
Fabricio Coloccini,1.0,0.0,12.0,925.0,773.0,0.0,36.0,140.0,0.0,0.0,15.0,0.8356756756756757,29,2553,0,2,88.03448275862068,0.0689655172413793,1.0,0.034482758620689655,0.08333333333333333,937.0,176.0,6.068965517241379,7.5,0.25862068965517243,88.03448275862068,0.0,1113.0,38.37931034482759,0.02183908045977012,38.69827586206897,11.879310344827585,138.59022988505748
Fabricio Fabio Fuentes,0.0,0.0,0.0,28.0,14.0,0.0,5.0,13.0,0.0,0.0,3.0,0.5,2,184,0,0,92.0,0.0,0.0,0.0,0.0,28.0,18.0,9.0,1.5,0.75,92.0,0.0,46.0,23.0,0.0,23.0,17.25,132.25
Fabricio Martín Agosto Ramírez,0.0,0.0,0.0,65.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4923076923076923,2,184,0,0,92.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,92.0,0.0,65.0,32.5,0.0,32.5,0.0,124.5
Fabrizio Alastra,0.0,0.0,0.0,48.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8125,2,184,1,0,92.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,92.0,0.5,48.0,24.0,0.0,24.0,0.0,116.0
Fabrizio Cacciatore,1.0,3.0,10.0,1545.0,1215.0,0.0,17.0,53.0,5.0,0.0,24.0,0.7864077669902912,29,2621,4,1,90.3793103448276,0.0344827586206896,4.0,0.13793103448275862,0.1,1555.0,70.0,2.413793103448276,17.0,0.5862068965517241,90.37931034482759,0.13793103448275862,1625.0,56.03448275862069,0.0,56.61034482758621,4.241379310344827,151.23103448275862
Fabrizio Poli,0.0,0.0,0.0,321.0,222.0,0.0,11.0,34.0,0.0,0.0,22.0,0.6915887850467289,10,867,0,2,86.7,0.2,0.0,0.0,0.0,321.0,45.0,4.5,11.0,1.1,86.7,0.0,366.0,36.6,0.036666666666666625,36.6,7.9,131.16333333333333
Facinet Conte,0.0,0.0,2.0,28.0,18.0,0.0,0.0,2.0,0.0,0.0,5.0,0.6428571428571429,4,363,3,1,90.75,0.25,0.0,0.0,0.0,30.0,2.0,0.5,2.5,0.625,90.75,0.75,32.0,8.0,0.0,8.0,0.375,99.125
Facundo Axel Medina,0.0,0.0,0.0,117.0,103.0,0.0,3.0,2.0,0.0,0.0,2.0,0.8803418803418803,2,177,0,0,88.5,0.0,0.0,0.0,0.0,117.0,5.0,2.5,1.0,0.5,88.5,0.0,122.0,61.0,0.01666666666666672,61.0,4.5,153.98333333333332
Facundo Farías,2.0,1.0,10.0,195.0,161.0,0.0,0.0,0.0,0.0,0.0,4.0,0.8256410256410256,5,416,1,2,83.2,0.4,3.0,0.6,0.2,205.0,0.0,0.0,2.0,0.4,83.2,0.2,205.0,41.0,0.0755555555555556,42.8,-0.4,125.52444444444444
Facundo Pellistri Rebollo,1.0,1.0,4.0,126.0,98.0,0.0,3.0,4.0,0.0,0.0,13.0,0.7777777777777778,9,691,1,6,76.77777777777777,0.6666666666666666,2.0,0.2222222222222222,0.25,130.0,7.0,0.7777777777777778,6.5,0.7222222222222222,76.77777777777777,0.1111111111111111,137.0,15.222222222222221,0.1469135802469136,16.416666666666664,0.8333333333333334,93.88086419753085
Facundo Sebastián Roncaglia,1.0,0.0,14.0,2069.0,1804.0,0.0,40.0,80.0,0.0,0.0,56.0,0.8719188013533108,34,3039,5,4,89.38235294117646,0.1176470588235294,1.0,0.029411764705882353,0.07142857142857142,2083.0,120.0,3.5294117647058822,28.0,0.8235294117647058,89.38235294117646,0.14705882352941177,2203.0,64.79411764705883,0.006862745098039191,65.0672268907563,6.235294117647059,160.67801120448178
Fafà Picault,0.0,0.0,0.0,22.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5909090909090909,1,83,0,1,83.0,1.0,0.0,0.0,0.0,22.0,1.0,1.0,0.0,0.0,83.0,0.0,23.0,23.0,0.07777777777777772,23.0,2.0,107.92222222222222
Fahad Mosaed Al Muwallad Al Harbi,0.0,0.0,2.0,22.0,17.0,0.0,1.0,0.0,0.0,0.0,5.0,0.7727272727272727,3,245,1,2,81.66666666666667,0.6666666666666666,0.0,0.0,0.0,24.0,1.0,0.3333333333333333,2.5,0.8333333333333334,81.66666666666667,0.3333333333333333,25.0,8.333333333333334,0.09259259259259256,8.333333333333334,-0.16666666666666674,89.74074074074075
Faisal Salum Abdalla,0.0,0.0,1.0,93.0,87.0,0.0,1.0,1.0,0.0,0.0,2.0,0.935483870967742,3,230,1,2,76.66666666666667,0.6666666666666666,0.0,0.0,0.0,94.0,2.0,0.6666666666666666,1.0,0.3333333333333333,76.66666666666667,0.3333333333333333,96.0,32.0,0.14814814814814814,32.0,1.0,109.51851851851852
Faith Michael,0.0,0.0,0.0,9.0,8.0,0.0,0.0,4.0,0.0,0.0,0.0,0.8888888888888888,1,53,0,1,53.0,1.0,0.0,0.0,0.0,9.0,4.0,4.0,0.0,0.0,53.0,0.0,13.0,13.0,0.4111111111111111,13.0,8.0,73.58888888888889
Fakhreddine Ben Youssef,1.0,0.0,7.0,95.0,69.0,0.0,3.0,6.0,0.0,0.0,3.0,0.7263157894736842,3,275,0,0,91.66666666666669,0.0,1.0,0.3333333333333333,0.14285714285714285,102.0,9.0,3.0,1.5,0.5,91.66666666666667,0.0,111.0,37.0,0.0,38.095238095238095,5.5,135.26190476190476
Falaye Sacko,0.0,0.0,1.0,355.0,291.0,0.0,12.0,18.0,0.0,0.0,8.0,0.819718309859155,7,671,0,1,95.85714285714286,0.1428571428571428,0.0,0.0,0.0,356.0,30.0,4.285714285714286,4.0,0.5714285714285714,95.85714285714286,0.0,386.0,55.142857142857146,0.0,55.142857142857146,8.0,159.0
Fali Candé,0.0,0.0,5.0,138.0,100.0,0.0,3.0,7.0,0.0,0.0,3.0,0.7246376811594203,4,371,1,0,92.75,0.0,0.0,0.0,0.0,143.0,10.0,2.5,1.5,0.375,92.75,0.25,153.0,38.25,0.0,38.25,4.625,135.625
Fallou Diagne,5.0,0.0,17.0,943.0,754.0,0.0,32.0,108.0,1.0,0.0,33.0,0.799575821845175,22,1933,1,2,87.86363636363636,0.0909090909090909,5.0,0.22727272727272727,0.29411764705882354,960.0,140.0,6.363636363636363,17.5,0.7954545454545454,87.86363636363636,0.045454545454545456,1100.0,50.0,0.023737373737373724,51.336898395721924,11.931818181818182,151.1086155674391
Famana Quizera,0.0,0.0,4.0,28.0,21.0,0.0,0.0,0.0,0.0,0.0,3.0,0.75,1,67,0,1,67.0,1.0,0.0,0.0,0.0,32.0,0.0,0.0,1.5,1.5,67.0,0.0,32.0,32.0,0.25555555555555554,32.0,-1.5,97.24444444444444
Famara Diedhiou,1.0,0.0,3.0,14.0,10.0,0.0,0.0,2.0,0.0,0.0,2.0,0.7142857142857143,2,162,1,1,81.0,0.5,1.0,0.5,0.3333333333333333,17.0,2.0,1.0,1.0,0.5,81.0,0.5,19.0,9.5,0.09999999999999998,11.5,1.5,93.9
Faouzi Ghoulam,0.0,3.0,22.0,2456.0,2026.0,0.0,37.0,66.0,0.0,0.0,24.0,0.8249185667752443,34,3085,2,2,90.73529411764706,0.0588235294117647,3.0,0.08823529411764706,0.0,2478.0,103.0,3.0294117647058822,12.0,0.35294117647058826,90.73529411764706,0.058823529411764705,2581.0,75.91176470588235,0.0,76.08823529411764,5.705882352941177,172.52941176470586
Fara Williams,4.0,1.0,39.0,676.0,469.0,0.0,3.0,11.0,1.0,0.0,17.0,0.6937869822485208,19,1503,3,9,79.10526315789474,0.4736842105263157,5.0,0.2631578947368421,0.10256410256410256,715.0,14.0,0.7368421052631579,9.5,0.5,79.10526315789474,0.15789473684210525,729.0,38.36842105263158,0.12105263157894741,39.202429149797574,0.9736842105263157,119.16032388663967
Fares Chaïbi,0.0,1.0,11.0,181.0,120.0,0.0,2.0,0.0,0.0,0.0,2.0,0.6629834254143646,6,537,2,2,89.5,0.3333333333333333,1.0,0.16666666666666666,0.0,192.0,2.0,0.3333333333333333,1.0,0.16666666666666666,89.5,0.3333333333333333,194.0,32.333333333333336,0.005555555555555536,32.66666666666667,0.5,122.66111111111111
Farid Boulaya,0.0,0.0,0.0,33.0,22.0,0.0,3.0,0.0,0.0,0.0,0.0,0.6666666666666666,1,70,0,1,70.0,1.0,0.0,0.0,0.0,33.0,3.0,3.0,0.0,0.0,70.0,0.0,36.0,36.0,0.2222222222222222,36.0,6.0,111.77777777777777
Farid El Melali,0.0,0.0,2.0,12.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5833333333333334,1,94,1,0,94.0,0.0,0.0,0.0,0.0,14.0,1.0,1.0,0.0,0.0,94.0,1.0,15.0,15.0,0.0,15.0,2.0,111.0
Faride Alidou,0.0,0.0,1.0,22.0,17.0,0.0,2.0,2.0,0.0,0.0,0.0,0.7727272727272727,2,142,0,2,71.0,1.0,0.0,0.0,0.0,23.0,4.0,2.0,0.0,0.0,71.0,0.0,27.0,13.5,0.21111111111111114,13.5,4.0,88.28888888888889
Faris Pemi Moumbagna,0.0,0.0,0.0,7.0,6.0,0.0,1.0,1.0,0.0,0.0,2.0,0.8571428571428571,4,389,4,0,97.25,0.0,0.0,0.0,0.0,7.0,2.0,0.5,1.0,0.25,97.25,1.0,9.0,2.25,0.0,2.25,0.75,100.25
Farouk Ben Mustapha,0.0,0.0,0.0,47.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4680851063829787,2,181,1,0,90.5,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,90.5,0.5,47.0,23.5,0.0,23.5,0.0,114.0
Farès Bahlouli,1.0,0.0,6.0,102.0,74.0,0.0,2.0,1.0,1.0,0.0,12.0,0.7254901960784313,8,670,6,2,83.75,0.25,1.0,0.125,0.16666666666666666,108.0,3.0,0.375,7.0,0.875,83.75,0.75,111.0,13.875,0.06944444444444442,14.625,-0.125,98.18055555555556
Fashion Sakala,0.0,0.0,2.0,42.0,33.0,0.0,0.0,0.0,0.0,0.0,6.0,0.7857142857142857,3,263,1,1,87.66666666666667,0.3333333333333333,0.0,0.0,0.0,44.0,0.0,0.0,3.0,1.0,87.66666666666667,0.3333333333333333,44.0,14.666666666666666,0.025925925925925908,14.666666666666666,-1.0,101.30740740740741
Fatima Zahra Tagnaout,0.0,0.0,1.0,114.0,77.0,0.0,3.0,0.0,0.0,0.0,4.0,0.6754385964912281,4,337,0,2,84.25,0.5,0.0,0.0,0.0,115.0,3.0,0.75,2.0,0.5,84.25,0.0,118.0,29.5,0.06388888888888888,29.5,1.0,114.68611111111112
Faustino Marcos Alberto Rojo,1.0,1.0,10.0,1064.0,791.0,0.0,27.0,62.0,0.0,0.0,25.0,0.743421052631579,19,1532,1,7,80.63157894736842,0.3684210526315789,2.0,0.10526315789473684,0.1,1074.0,89.0,4.684210526315789,12.5,0.6578947368421053,80.63157894736842,0.05263157894736842,1163.0,61.21052631578947,0.10409356725146202,61.72105263157895,8.710526315789473,150.95906432748538
Fausto Antonio Tienza Nuñez,0.0,0.0,0.0,20.0,12.0,0.0,2.0,4.0,0.0,0.0,3.0,0.6,1,91,0,0,91.0,0.0,0.0,0.0,0.0,20.0,6.0,6.0,1.5,1.5,91.0,0.0,26.0,26.0,0.0,26.0,10.5,127.5
Fausto Rossi,1.0,0.0,3.0,49.0,27.0,0.0,1.0,3.0,1.0,0.0,4.0,0.5510204081632653,2,183,1,0,91.5,0.0,1.0,0.5,0.3333333333333333,52.0,4.0,2.0,3.0,1.5,91.5,0.5,56.0,28.0,0.0,30.0,2.5,124.0
Faye Bryson,1.0,0.0,6.0,333.0,199.0,0.0,30.0,46.0,0.0,0.0,20.0,0.5975975975975976,15,1263,8,4,84.2,0.2666666666666666,1.0,0.06666666666666667,0.16666666666666666,339.0,76.0,5.066666666666666,10.0,0.6666666666666666,84.2,0.5333333333333333,415.0,27.666666666666668,0.06444444444444442,28.3,9.466666666666667,121.90222222222222
Fayçal Fajr,5.0,4.0,53.0,1819.0,1362.0,0.0,54.0,24.0,0.0,0.0,48.0,0.7487630566245189,45,3941,10,7,87.57777777777778,0.1555555555555555,9.0,0.2,0.09433962264150944,1872.0,78.0,1.7333333333333334,24.0,0.5333333333333333,87.57777777777778,0.2222222222222222,1950.0,43.333333333333336,0.026913580246913593,44.01635220125787,2.9333333333333336,134.50054973212207
Federico Barba,1.0,0.0,4.0,656.0,565.0,0.0,16.0,73.0,0.0,0.0,17.0,0.8612804878048781,13,1143,0,3,87.92307692307692,0.2307692307692307,1.0,0.07692307692307693,0.25,660.0,89.0,6.846153846153846,8.5,0.6538461538461539,87.92307692307692,0.0,749.0,57.61538461538461,0.023076923076923106,58.51923076923077,13.038461538461538,159.4576923076923
