player_name,goals,assists,shots,passes,successful_passes,tackles,interceptions,clearances,yellow_cards,red_cards,fouls,pass_accuracy
Provat Lakra,0,0,8,561,366,0,49,29,0,0,16,0.6524064171122995
Rochharzela Rochharzela,1,0,9,89,57,0,12,2,0,0,7,0.6404494382022472
Imran Khan,0,2,13,446,327,0,13,2,0,0,13,0.7331838565022422
Lalkhawpuimawia Lalkhawpuimawia,0,0,16,112,70,0,6,4,0,0,12,0.625
Mathias Coureur,1,3,21,275,202,0,10,4,0,0,9,0.7345454545454545
Laldanmawia Ralte,4,1,10,113,68,0,6,5,0,0,9,0.6017699115044248
Pragyan Sundar Gogoi,0,1,7,304,228,0,16,12,0,0,18,0.75
Ngasepam Tondonba Singh,0,0,0,168,112,0,14,19,1,0,1,0.6666666666666666
Mohammad Yasir,1,3,13,294,170,0,8,5,0,0,11,0.5782312925170068
Souvik Chakrabarti,0,2,18,400,294,0,23,17,0,0,32,0.735
Ariel Borysiuk,1,0,22,553,464,0,20,33,1,0,16,0.8390596745027125
Vishal Kaith,0,0,0,245,161,0,0,0,0,0,1,0.6571428571428571
Salam Ranjan Singh,0,0,0,94,75,0,2,13,0,0,1,0.7978723404255319
Khumanthem Ninthoinganba Meetei,1,0,8,221,149,0,13,7,0,0,7,0.6742081447963801
Rahim Ali,2,2,20,361,263,0,16,11,0,0,18,0.7285318559556787
Soraisham Sandeep Singh,0,0,5,407,254,0,9,25,0,0,18,0.6240786240786241
Sebastian Thangmuansang,0,0,0,109,76,0,5,5,1,0,5,0.6972477064220184
Deven Sawhney,0,0,0,16,13,0,1,1,0,0,1,0.8125
Isak Vanlalruatfela,1,0,4,52,34,0,3,2,0,0,1,0.6538461538461539
Syed Suhail Pasha,0,0,5,56,37,0,6,3,0,0,12,0.6607142857142857
Daniel Gomes,0,0,0,19,14,0,2,1,0,0,0,0.7368421052631579
Jobby Justin,0,0,5,48,32,0,0,5,0,0,3,0.6666666666666666
Michael Soosairaj,0,0,2,19,16,0,1,1,0,0,0,0.8421052631578947
Hmingthanmawia Ralte,0,0,0,24,19,0,2,0,0,0,0,0.7916666666666666
Nishu Kumar Tashni,1,0,11,219,157,0,13,12,0,0,7,0.7168949771689498
Ajith Kumar,0,0,0,163,109,0,11,4,0,0,8,0.6687116564417178
Parag Satish Shrivas,0,0,6,458,317,0,28,31,0,0,14,0.6921397379912664
Udanta Kumam Singh,3,2,11,418,292,0,14,9,0,0,16,0.6985645933014354
Rohit Kumar,0,0,2,90,76,0,7,3,0,0,8,0.8444444444444444
Anas Edathodika,0,0,1,8,4,0,0,4,0,0,3,0.5
Yroundu Musavu-King,0,0,2,194,168,0,12,18,0,0,3,0.865979381443299
Iman Basafa,1,0,6,122,99,0,1,3,1,0,6,0.8114754098360656
Mohammed Irshad,2,0,12,296,205,0,10,16,0,0,17,0.6925675675675675
Subhasish Roy Chowdhury,0,0,0,268,146,0,0,1,2,0,0,0.5447761194029851
Joe Zoherliana,0,1,3,279,182,0,13,19,0,0,10,0.6523297491039427
Mashoor Shereef Thangalakath,1,1,5,386,258,0,23,52,0,0,16,0.6683937823834197
Albino Gomes,0,0,0,96,49,0,0,2,0,0,1,0.5104166666666666
Federico Gallego Revetria,0,0,1,16,10,0,0,0,0,0,1,0.625
Sehnaj Singh,0,0,0,243,170,0,16,11,0,0,16,0.6995884773662552
Nim Dorjee Tamang,0,0,2,324,232,0,17,27,0,0,7,0.7160493827160493
Mark Zothanpuia,0,0,1,43,34,0,1,0,0,0,0,0.7906976744186046
Deshorn Brown,7,1,26,171,135,0,5,7,0,0,4,0.7894736842105263
Leon Augustine Asokan,0,0,1,32,19,0,3,1,0,0,4,0.59375
William Lalnunfela,0,0,0,2,1,0,1,0,0,0,0,0.5
Gani Ahmed Nigam,0,0,1,28,19,0,1,4,0,0,2,0.6785714285714286
Pawan Kumar,0,0,0,52,32,0,0,0,0,0,0,0.6153846153846154
Mohammad Mobashir Rahman,0,3,12,206,145,0,5,9,0,0,10,0.7038834951456311
Abdul Rabeeh,0,0,0,19,10,0,1,2,0,0,1,0.5263157894736842
Halicharan Narzary,1,0,5,40,24,0,1,2,0,0,3,0.6
Sankar Roy,0,0,0,168,90,0,0,0,0,0,0,0.5357142857142857
Abdul Hakku Nediyodath,0,0,0,30,26,0,1,2,0,0,0,0.8666666666666667
Abhishek Dhananjay Suryavanshi,0,0,0,22,17,0,1,0,0,0,2,0.7727272727272727
Ravi Bahadur Rana,0,0,0,2,1,0,0,0,0,0,0,0.5
Arshdeep Singh Saini,0,0,0,277,181,0,0,0,0,0,0,0.6534296028880866
Nikhil Prabhu,0,0,0,25,21,0,0,3,0,0,0,0.84
Rahul Kannoly Praveen,1,2,4,76,57,0,6,1,0,0,10,0.75
Bidyananda Singh Ningthoujam,0,0,0,20,15,0,2,0,0,0,3,0.75
Kiyan Nassiri Giri,3,0,8,90,66,0,1,1,0,0,6,0.7333333333333333
Brandon Fernandes,0,1,12,314,227,0,2,3,0,0,5,0.7229299363057324
Sandesh Jhingan,0,0,2,368,318,0,18,40,0,0,6,0.8641304347826086
Moirangthem Givson Singh,0,0,1,39,24,0,4,1,0,0,5,0.6153846153846154
Diego Maurício Machado de Brito,3,0,6,40,31,0,1,2,0,0,5,0.775
Redeem Tlang,1,1,8,118,88,0,11,0,0,0,12,0.7457627118644068
Ajay Chhetri,0,0,1,137,116,0,3,1,0,0,5,0.8467153284671532
Lara Sharma,0,0,0,136,86,0,0,0,0,0,0,0.6323529411764706
Namgyal Bhutia,0,0,2,190,152,0,12,4,0,0,3,0.8
Banana Yaya,0,1,0,197,162,0,6,10,0,0,2,0.8223350253807107
Gursimrat Singh Gill,0,0,0,1,1,0,0,2,0,0,1,1.0
PC Laldinpuia,0,0,0,144,102,0,16,20,0,0,8,0.7083333333333334
Sandip Mandi,0,0,0,24,11,0,1,1,0,0,2,0.4583333333333333
Gurmeet Singh,0,0,0,36,16,0,0,0,0,0,0,0.4444444444444444
Soraisam Pritam Kumar Singh,0,0,0,31,27,0,2,3,0,0,0,0.8709677419354839
Amritpal Singh,0,0,0,8,8,0,0,1,0,0,0,1.0
Deepak Devrani,0,0,0,141,109,0,6,17,0,0,4,0.7730496453900709
Sanjeev Stalin,0,0,4,253,187,0,6,19,0,0,7,0.7391304347826086
Marco Sahanek,1,0,15,196,147,0,3,4,1,0,6,0.75
Zakaria Diallo,0,0,1,287,246,0,17,33,0,0,8,0.8571428571428571
Marcelo Leite Pereira,1,1,15,159,103,0,2,1,1,0,4,0.6477987421383647
Wungngayam Muirang,0,0,1,115,79,0,5,6,0,0,1,0.6869565217391305
Yendrembam Denechandra Meitei,0,0,1,38,20,0,4,3,0,0,1,0.5263157894736842
Akshunna Tyagi,0,0,1,2,2,0,0,0,0,0,0,1.0
Pranjal Prakash Bhumij,0,0,1,2,2,0,1,0,0,0,0,1.0
Damaitphang Lyngdoh,0,0,2,39,29,0,2,0,0,0,1,0.7435897435897436
Hrithik Tiwari,0,0,0,24,15,0,0,0,0,0,1,0.625
Brison Deuben Fernandes,0,0,2,13,8,0,0,0,0,0,0,0.6153846153846154
Danstan Randall Fernandes,0,0,0,3,3,0,0,0,0,0,0,1.0
Marcelo Ribeiro dos Santos,0,0,18,103,65,0,4,3,0,0,6,0.6310679611650486
Naocha Huidrom Singh,0,0,1,197,146,0,23,13,0,0,8,0.7411167512690355
Francisco José Sota Bernard,0,0,13,116,87,0,4,0,0,0,4,0.75
Songpu Singsit,0,0,3,13,8,0,0,0,0,0,0,0.6153846153846154
Samik Mitra,0,0,0,25,16,0,0,0,0,0,0,0.64
Subha Ghosh,0,0,1,7,3,0,0,0,0,0,2,0.42857142857142855
Ananta Tamang,0,0,0,30,22,0,4,4,0,0,0,0.7333333333333333
Siddhant Shirodkar,0,0,0,4,3,0,0,0,0,0,0,0.75
Karan Amin,0,0,0,2,0,0,0,0,0,0,0,0.0
Rahul Kumar Paswan,0,0,0,8,5,0,0,0,0,0,1,0.625
Raúl Lizoáin Cruz,0,0,0,295,173,0,0,0,0,0,0,0.5864406779661017
Ian González Nieto,0,0,1,11,9,0,0,0,0,0,0,0.8181818181818182
Mathew Ryan,0,0,0,553,386,0,0,1,0,0,0,0.6980108499095841
Patrick Ebert,0,0,10,272,189,0,3,6,0,1,12,0.6948529411764706
Nicolás Ladislao Fedor Flores,9,3,49,498,368,0,10,14,1,0,49,0.7389558232931727
Luis Carlos Fariña Olivera,0,0,0,19,17,0,3,1,0,0,0,0.8947368421052632
Carlos Carmona Bonet,2,3,15,576,394,0,29,8,1,0,36,0.6840277777777778
Juan Muñiz Gallego,0,0,0,28,19,0,1,1,0,0,4,0.6785714285714286
Alphonse Areola,0,0,0,861,481,0,0,1,1,0,1,0.5586527293844367
Vincenzo Renato Rennella,1,0,5,59,35,0,0,2,0,0,8,0.5932203389830508
Néstor Díaz García,0,0,0,2,2,0,0,0,0,0,0,1.0
Sergio Gontán Gallardo,3,3,38,961,628,0,28,8,1,0,54,0.6534859521331946
Salvador Ruiz Rodríguez,0,0,0,41,35,0,2,2,0,0,2,0.8536585365853658
Mikel Arruabarrena Aranbide,1,0,1,34,32,0,0,1,0,0,1,0.9411764705882353
Ager Aketxe Barrutia,0,0,4,95,70,0,1,1,0,0,0,0.7368421052631579
Marco Andreolli,0,0,3,206,173,0,7,18,0,0,5,0.8398058252427184
Mickaël Ciani,0,0,0,96,72,0,3,6,0,0,1,0.75
Adnane Tighadouini,1,0,15,146,88,0,0,0,0,0,5,0.6027397260273972
Pablo Hernández Domínguez,6,3,48,1261,929,0,34,23,0,0,29,0.7367168913560667
Nicolás Federico López Alonso,0,0,7,60,35,0,1,1,0,0,4,0.5833333333333334
Simone Verdi,3,0,20,191,133,0,4,0,0,0,22,0.6963350785340314
Enrique Sola Clemente,0,0,5,61,36,0,1,2,0,0,5,0.5901639344262295
Alberto García Cabrera,0,0,0,236,117,0,0,0,0,0,0,0.4957627118644068
Răzvan Dincă Raț,0,0,8,572,403,0,21,27,0,0,11,0.7045454545454546
Bojan Jokić,0,0,0,102,73,0,6,11,0,0,3,0.7156862745098039
José Antonio Dorado Ramírez,0,0,2,369,302,0,8,28,0,0,11,0.8184281842818428
Francisco Miguel Varela Martín,0,0,6,542,395,0,17,19,1,0,6,0.7287822878228782
Mamadou Sylla Diallo,0,0,8,68,46,0,0,3,1,0,16,0.6764705882352942
Francisco Javier García Noblejas Hernanz,0,0,0,68,49,0,0,3,0,0,3,0.7205882352941176
Alfonso Pedraza Sag,0,0,2,50,32,0,3,3,0,0,5,0.64
Nauzet Alemán Viera,0,0,3,163,119,0,5,0,0,0,10,0.7300613496932515
Fábio Ricardo Gomes Fonseca,0,0,2,55,45,0,1,0,0,0,0,0.8181818181818182
Daniele Bonera,0,0,2,504,432,0,15,34,0,0,16,0.8571428571428571
Sergio Mendigutxia Iglesias,0,0,1,8,5,0,0,0,0,0,1,0.625
Hugo Fraile Martín,0,0,0,33,21,0,0,3,0,0,3,0.6363636363636364
Iñigo Barrenetxea García,0,0,0,7,6,0,0,0,0,0,0,0.8571428571428571
Hachim Mastour,0,0,0,2,1,0,0,0,0,0,1,0.5
Borja Viguera Manzanares,0,0,7,97,69,0,2,5,0,0,3,0.711340206185567
Daniel Giménez Hernández,0,0,0,86,47,0,0,0,0,0,0,0.5465116279069767
Daniel Arnaud N''Di	,1,0,12,227,153,0,6,2,0,0,17,0.6740088105726872
Diego Alende López,0,0,0,6,6,0,0,4,0,0,0,1.0
Egor Filipenko,0,0,8,179,132,0,22,36,0,0,3,0.7374301675977654
Alberto Guitián Ceballos,0,0,0,28,17,0,3,5,0,0,1,0.6071428571428571
Nikolaos Karabelas,0,0,0,79,45,0,2,6,0,0,6,0.569620253164557
Chengdong Zhang,0,0,0,3,2,0,0,1,0,0,1,0.6666666666666666
Francisco José Villalba Rodrigo,0,0,0,4,3,0,0,0,0,0,2,0.75
Foued Kadir,0,0,10,287,215,0,9,6,0,0,7,0.7491289198606271
Ivan Kelava,0,0,0,0,0,0,0,0,1,0,0,0.0
David Goldar Gómez,0,0,1,30,12,0,1,4,0,0,3,0.4
Wilfried Aimeric Zahibo,0,0,0,62,45,0,1,2,0,0,6,0.7258064516129032
Christian Atsu Twasam,2,0,9,143,112,0,3,1,0,0,3,0.7832167832167832
Leandro Damião da Silva dos Santos,0,0,6,28,18,0,0,4,0,0,5,0.6428571428571429
Eneko Capilla González,0,0,1,5,3,0,0,0,0,0,0,0.6
Stipe Pletikosa,0,0,0,61,31,0,0,1,0,0,0,0.5081967213114754
Manuel Pablo García Díaz,0,0,3,318,251,0,11,27,1,0,1,0.789308176100629
Ángel Domingo López Ruano,0,0,0,292,222,0,13,30,1,0,17,0.7602739726027398
Aras Özbiliz,0,1,1,35,20,0,1,0,0,0,3,0.5714285714285714
Henok Goitom,0,0,8,116,78,0,2,2,0,0,7,0.6724137931034483
Miguel Ángel Muñoz Alonso,0,0,0,91,75,0,8,9,0,0,1,0.8241758241758241
Antonio Jesús Cotán Pérez,0,0,0,50,42,0,0,0,0,0,5,0.84
Francisco José Sánchez Rodríguez,0,1,3,128,83,0,2,2,1,0,9,0.6484375
José Joaquín Matos García,0,0,0,53,39,0,0,3,0,0,0,0.7358490566037735
Andrés Pascual Santoja,0,0,0,6,5,0,1,0,0,0,0,0.8333333333333334
Mariano Damián Barbosa,0,0,0,43,33,0,0,0,0,0,0,0.7674418604651163
Diego González Polanco,1,0,2,48,43,0,2,4,0,0,1,0.8958333333333334
Ander Gayoso Reina,0,0,0,6,4,0,0,1,0,0,0,0.6666666666666666
David Carmona Sierra,0,0,1,36,20,0,2,3,0,0,2,0.5555555555555556
Ignacio Monsalve Vicente,0,0,0,32,26,0,1,3,0,0,1,0.8125
Edinson Roberto Cavani Gómez,22,5,105,928,773,0,16,9,2,0,35,0.8329741379310345
David Luiz Moreira Marinho,1,1,14,1885,1723,0,35,78,0,0,23,0.9140583554376658
Thiago Emiliano da Silva,2,1,24,3091,2906,0,63,170,0,0,28,0.9401488191523779
Blaise Matuidi,4,6,21,1754,1567,0,29,18,2,0,53,0.8933865450399088
Serge Aurier,3,1,25,1588,1327,0,39,56,2,0,42,0.8356423173803527
Javier Matías Pastore,2,6,20,913,730,0,2,0,0,0,10,0.7995618838992333
Florent Balmont,0,1,30,1344,1119,0,18,11,1,0,42,0.8325892857142857
Éric Bauthéac,2,1,54,996,660,0,21,24,3,0,40,0.6626506024096386
Sofiane Boufal,11,4,64,1318,960,0,11,9,1,0,85,0.7283763277693475
Maxwell Scherrer Cabelino Andrade,3,7,22,4752,4154,0,55,164,0,0,58,0.8741582491582491
Vincent Enyeama,0,0,0,1094,650,0,0,2,3,0,1,0.5941499085923218
Renato Civelli,0,0,17,1269,905,0,36,149,3,1,30,0.7131599684791174
Kevin Trapp,0,0,0,954,800,0,0,1,0,0,1,0.8385744234800838
Rio Antonio Zoba Mavuba,0,0,11,1445,1196,0,32,25,2,0,26,0.827681660899654
Ryan Isaac Mendes da Graça,2,1,7,188,136,0,3,9,0,0,13,0.723404255319149
Thiago Motta,2,2,24,3394,3107,0,24,58,1,0,55,0.9154390100176782
Gadji Celi Carmen Junior Tallo,0,3,36,321,252,0,2,10,2,0,39,0.7850467289719626
Mounir Obbadi,1,4,31,1708,1441,0,34,23,0,0,51,0.8436768149882904
Benjamin Stambouli,0,0,3,1318,1206,0,30,21,0,0,20,0.9150227617602428
Jean-Kévin Augustin,1,0,9,108,93,0,4,5,0,0,7,0.8611111111111112
Abdelaziz Barrada,1,6,27,1128,833,0,19,18,0,0,28,0.7384751773049646
Brice Dja Djédjé,0,0,10,1151,928,0,24,35,1,0,23,0.8062554300608167
Romain Alessandrini,5,4,58,559,373,0,11,4,0,1,15,0.667262969588551
Stéphane Sparagna,0,0,3,184,157,0,1,17,0,0,6,0.8532608695652174
Jacques-Alaixys Romao,1,1,9,836,705,0,30,32,0,0,36,0.8433014354066986
Benjamin Mendy,1,1,8,1392,1080,0,34,53,0,0,28,0.7758620689655172
Rémy Vercoutre,0,0,0,1042,579,0,0,0,2,0,0,0.555662188099808
Emmanuel Imorou,1,1,2,645,437,0,27,42,0,0,12,0.6775193798449612
Julien Féret,4,8,33,1774,1228,0,46,52,1,0,18,0.6922209695603156
Steve Mandanda,0,0,0,1527,1046,0,0,0,2,0,3,0.685003274394237
Lenny Nangis,0,2,10,157,98,0,8,4,0,0,18,0.6242038216560509
Jonathan Delaplace,0,1,18,611,429,0,23,15,0,0,28,0.7021276595744681
Jordan Adéoti,0,0,8,611,463,0,28,52,0,0,29,0.7577741407528642
Alaeddine Yahia,1,0,16,727,528,0,16,178,1,0,34,0.7262723521320495
Vincent Bessat,1,1,40,1220,826,0,36,52,0,0,23,0.6770491803278689
Damien Da Silva,2,0,18,969,796,0,47,223,0,0,23,0.8214654282765738
Hervé Bazile,0,3,33,409,235,0,22,11,0,0,14,0.5745721271393643
Bouna Sarr,2,0,16,527,383,0,7,5,0,0,24,0.7267552182163188
Georges-Kévin Nkoudou Mbida,5,4,55,917,642,0,9,6,0,0,33,0.7001090512540894
Michaël Jordan Nkololo,0,0,10,220,161,0,11,4,0,0,15,0.7318181818181818
Nicolas Seube,0,1,15,815,635,0,28,54,0,0,51,0.7791411042944786
Abdoulaye Sadio Diallo,2,2,16,380,290,0,6,10,0,0,19,0.7631578947368421
Evaeverson Lemos da Silva Brandão,2,2,26,448,239,0,2,11,0,0,52,0.5334821428571429
Floyd Ayité,7,2,69,843,616,0,11,8,0,0,55,0.730723606168446
François Modesto,0,0,8,1004,750,0,41,150,0,0,31,0.7470119521912351
Pedro Filipe Teodósio Mendes,0,0,9,942,776,0,32,100,0,0,29,0.8237791932059448
Steven Moreira,0,0,3,995,770,0,30,28,0,0,19,0.7738693467336684
Julian Palmieri,2,2,17,1578,1149,0,65,73,1,0,48,0.7281368821292775
Yacouba Sylla,0,1,11,887,732,0,21,42,0,0,39,0.8252536640360767
Benoît Guy Robert Costil,0,0,0,942,568,0,0,2,0,0,0,0.6029723991507431
Gélson da Conceição Tavares Fernandes,1,1,9,1564,1377,0,35,39,0,0,70,0.8804347826086957
Edson André Sitoe,0,0,6,758,645,0,30,92,1,0,11,0.8509234828496042
Sylvain Armand,1,1,14,1742,1435,0,56,163,1,0,24,0.8237657864523537
Ludovic Baal,0,3,1,976,784,0,21,27,0,0,19,0.8032786885245902
François Kamano,3,0,42,418,285,0,6,4,0,1,32,0.6818181818181818
Giovanni-Guy Yann Sio,7,5,71,749,545,0,8,13,3,0,63,0.7276368491321762
Pedro Henrique Konzen Medina da Silva,3,1,37,425,291,0,16,10,3,0,41,0.6847058823529412
Ermir Lenjani,1,1,21,668,428,0,9,32,0,0,24,0.6407185628742516
Kamil Grosicki,9,4,58,734,464,0,8,14,1,0,19,0.6321525885558583
Gaël Danic,5,3,41,1233,752,0,22,10,0,0,39,0.6098945660989457
Christopher Maboulou,0,0,3,62,40,0,2,3,0,0,5,0.6451612903225806
Alassane Pléa,6,4,48,572,415,0,4,3,0,0,33,0.7255244755244755
Mathieu Bodmer,1,1,4,931,785,0,16,61,0,0,27,0.8431793770139635
Jean Michaël Seri,3,6,53,3021,2602,0,38,32,0,0,40,0.8613042039059914
Olivier Boscagli,1,0,2,527,437,0,11,53,0,0,10,0.8292220113851992
Nampalys Mendy,1,2,11,3209,2954,0,49,40,0,1,49,0.9205359925210346
Vincent Koziello,3,6,14,1758,1585,0,25,18,2,0,62,0.9015927189988624
Layvin Kurzawa,4,5,20,1119,954,0,36,42,0,0,23,0.8525469168900804
Andrea Raggi,2,1,8,1185,882,0,41,110,4,0,16,0.7443037974683544
Nabil Dirar,2,8,23,843,577,0,22,16,1,1,42,0.6844602609727165
Simon Pouplin,0,0,0,15,7,0,0,0,0,0,0,0.4666666666666667
Paul Baysse,0,0,15,1744,1512,0,47,170,0,0,25,0.8669724770642202
Danijel Subašić,0,0,0,1141,691,0,1,1,3,0,0,0.6056091148115688
Kévin Gomis,0,0,0,126,110,0,0,3,0,0,2,0.873015873015873
Mouez Hassen,0,0,0,342,193,0,0,0,0,0,1,0.564327485380117
Stephan El Shaarawy,8,2,74,836,673,0,11,20,0,0,17,0.8050239234449761
Mohamed Saïd Benrahma,3,0,11,159,116,0,9,1,0,0,13,0.7295597484276729
Benjamin Nivet,2,4,30,1468,1156,0,28,42,0,0,46,0.7874659400544959
Lossémy Karaboué,0,2,24,1448,1150,0,31,47,0,0,28,0.7941988950276243
Thomas Ayasse,1,0,11,553,421,0,17,47,0,0,29,0.7613019891500904
Yoann Court,0,0,23,388,275,0,12,6,1,0,21,0.7087628865979382
Jonathan Martins-Pereira,0,5,7,1569,1215,0,46,64,1,0,41,0.7743785850860421
Fabien Camus,5,1,65,1174,828,0,23,6,1,0,28,0.7052810902896082
Jules Goda,0,0,0,92,58,0,0,0,0,0,0,0.6304347826086957
David Ducourtioux,0,2,30,1530,1117,0,29,43,0,0,62,0.7300653594771241
Damjan Đoković,2,4,41,1263,865,0,20,52,4,0,64,0.6848772763262074
Pablo Jean Antoine Martínez,0,1,9,1090,825,0,45,109,1,0,28,0.7568807339449541
Mory Koné,0,1,0,119,101,0,1,6,0,0,1,0.8487394957983193
Jessy Pi,3,0,54,1660,1317,0,59,57,1,0,36,0.7933734939759036
Issiaga Sylla,0,4,25,1809,1290,0,84,105,1,0,70,0.7131011608623549
Jérôme Le Moigne,0,1,13,1216,976,0,42,72,0,0,53,0.8026315789473685
Mohamed Larbi,8,3,42,1123,845,0,12,13,0,0,23,0.7524487978628673
John Tshibumbu,3,0,32,308,203,0,6,2,0,0,25,0.6590909090909091
Amos Youga,0,1,13,560,391,0,13,20,0,0,41,0.6982142857142857
Grégory Pujol,5,0,28,328,231,0,4,13,1,0,32,0.7042682926829268
Chaouki Ben Saada,1,1,24,527,388,0,3,5,0,0,10,0.7362428842504743
Henri Bienvenu Ntsama,0,0,5,38,29,0,0,0,0,0,2,0.7631578947368421
Kévin Mayi,3,1,30,277,183,0,7,6,0,0,14,0.6606498194945848
Jimmy Cabot,4,3,31,754,533,0,15,1,0,0,22,0.7068965517241379
Khalid Boutaïb,6,1,56,706,493,0,15,20,1,0,52,0.6983002832861189
Younousse Sankharé,6,2,30,1368,1040,0,47,43,3,2,54,0.7602339181286549
Dorian Lévêque,1,0,8,613,423,0,13,35,1,0,19,0.6900489396411092
Jérémy Sorbon,2,0,8,1248,1064,0,49,155,0,0,22,0.8525641025641025
Christophe Kerbrat,0,0,4,1107,872,0,56,177,0,0,26,0.7877145438121048
Lars Christian Jacobsen,0,2,3,1187,862,0,20,78,0,0,19,0.7262005054759899
Lionel Mathis,0,1,11,777,623,0,15,40,1,0,35,0.8018018018018018
Léo Dubois,0,0,11,1166,848,0,35,55,0,0,24,0.7272727272727273
Rémy Riou,0,0,0,1054,662,0,0,2,2,0,1,0.6280834914611005
Emiliano Sala,6,3,60,606,395,0,10,24,1,0,59,0.6518151815181518
Jonas Lössl,0,0,0,1115,612,0,1,0,0,0,0,0.5488789237668161
Olivier Veigneau,0,0,0,109,76,0,3,3,0,0,0,0.6972477064220184
Adryan Oliveira Tavares,3,2,31,626,426,0,6,5,0,0,15,0.6805111821086262
Lucas Deaux,0,0,4,621,504,0,12,32,0,0,26,0.8115942028985508
Lévy Koffi Djidji,0,0,6,755,638,0,31,107,0,0,20,0.8450331125827815
Birama Touré,0,2,16,1083,860,0,37,36,2,0,32,0.7940904893813481
Yacine Bammou,4,1,43,696,503,0,13,18,2,1,48,0.7227011494252874
Thibault Giresse,4,4,23,764,501,0,7,17,0,0,17,0.6557591623036649
Nill De Pauw,0,0,10,151,93,0,5,7,0,0,8,0.6158940397350994
Nicolas Benezet,4,4,23,545,343,0,18,8,0,0,19,0.6293577981651376
Moustapha Elhadji Diallo,1,2,16,750,565,0,29,67,1,0,53,0.7533333333333333
Kolbeinn Sigþórsson,3,0,34,564,400,0,5,37,0,0,41,0.7092198581560284
Johan Audel,2,3,32,528,355,0,4,13,2,0,27,0.6723484848484849
Alejandro Bedoya,3,3,46,903,722,0,15,24,1,0,51,0.7995570321151716
Sloan Privat,7,1,35,307,187,0,2,6,0,0,30,0.6091205211726385
Mana Dembélé,0,0,14,104,60,0,0,2,0,0,15,0.5769230769230769
Gilles Sunu,2,1,46,764,553,0,9,3,0,0,33,0.7238219895287958
Thomas Mangani,5,4,34,1776,1318,0,21,41,1,1,34,0.7421171171171171
Romain Saïss,4,1,29,2146,1726,0,59,188,0,0,69,0.804287045666356
Billy Ketkeophomphone,5,7,59,1015,716,0,28,11,0,0,46,0.7054187192118226
Ramy Bensebaini,2,0,11,923,711,0,36,67,0,0,42,0.7703141928494042
Mathieu Deplagne,0,0,6,995,805,0,29,63,1,0,28,0.8090452261306532
Bryan Dabo,5,1,35,1707,1335,0,40,43,2,0,64,0.7820738137082601
Yoann Andreu,0,1,5,1583,1201,0,54,81,0,0,40,0.7586860391661402
Cheikh N''Doye,9,2,72,1152,767,0,25,91,2,0,88,0.6657986111111112
Ismaël Traoré,1,0,13,1119,930,0,38,168,0,0,25,0.8310991957104558
Romain Thomas,2,0,13,1309,1112,0,43,190,0,0,51,0.8495034377387318
Geoffrey Jourdren,0,0,0,229,121,0,0,0,1,0,1,0.5283842794759825
Joris Marveaux,1,0,4,273,219,0,2,10,0,0,7,0.8021978021978022
Paul Lasne,0,0,3,272,228,0,9,2,0,0,11,0.8382352941176471
Daniel Congré,2,0,10,1440,1218,0,64,150,0,0,33,0.8458333333333333
Vincent Manceau,0,1,6,1204,905,0,36,72,0,0,15,0.7516611295681063
Anthony Mounier,4,2,23,845,568,0,18,11,0,0,42,0.672189349112426
Abdoul Razzagui Camara,2,0,29,467,330,0,16,15,2,0,23,0.7066381156316917
Souleymane Camara,7,6,47,595,415,0,11,18,0,0,27,0.6974789915966386
Ludovic Butelle,0,0,0,560,348,0,0,1,1,0,0,0.6214285714285714
Kévin Bérigaud,3,1,22,353,259,0,7,1,0,0,10,0.7337110481586402
Steve Michel Mounié,0,0,1,39,31,0,0,3,0,0,2,0.7948717948717948
Slimane Sissoko,0,1,14,95,61,0,2,2,0,0,13,0.6421052631578947
Mamadou N''Diaye,0,1,2,85,68,0,2,7,0,0,2,0.8
Thomas Touré,2,1,29,402,296,0,9,7,0,0,15,0.736318407960199
Cheick Tidiane Diabaté,9,1,36,373,236,0,3,25,0,1,19,0.6327077747989276
Clément Chantôme,1,0,14,1529,1347,0,31,53,0,0,39,0.880967952910399
Grégory Sertic,0,0,0,16,13,0,0,1,0,0,1,0.8125
Maxime Poundjé,0,1,4,672,494,0,13,39,0,0,11,0.7351190476190477
Kossi Agassa,0,0,0,336,218,0,0,1,0,0,0,0.6488095238095238
Franck Signorino,0,2,1,1427,1057,0,34,118,1,0,29,0.7407147862648914
Anthony Weber,1,0,5,782,660,0,27,97,1,0,12,0.8439897698209718
Alexi Peuget,0,0,6,401,308,0,12,18,0,0,18,0.7680798004987531
Cédric Carrasso,0,0,0,581,350,0,0,0,0,0,0,0.6024096385542169
André Biyogo Poko,0,1,23,899,623,0,46,55,2,0,47,0.692992213570634
Prince Oniangué,4,1,32,889,740,0,23,41,0,0,21,0.8323959505061868
David N'Gog,0,0,2,16,8,0,0,0,0,0,1,0.5
Antoine Devaux,1,1,23,1398,1130,0,33,38,0,0,54,0.8082975679542204
Frédéric Bulot,1,0,20,525,392,0,4,4,0,0,8,0.7466666666666667
Nicolas de Roussel de Préville,6,8,91,1113,681,0,20,9,0,0,67,0.6118598382749326
Cédric Yambéré,3,0,21,1074,894,0,39,153,1,0,39,0.8324022346368715
Theoson Jordan Siebatcheu,3,1,29,242,165,0,3,3,0,0,33,0.6818181818181818
Diego Alejandro Rolan Silva,5,4,46,881,706,0,16,8,1,0,33,0.8013620885357549
