player_name,goals,assists,shots,passes,successful_passes,tackles,interceptions,clearances,yellow_cards,red_cards,fouls,pass_accuracy
Memphis Depay,6,2,96,1221,878,0,12,12,2,0,37,0.719082719082719
Juan Manuel Mata García,6,6,63,2100,1779,0,23,18,1,0,31,0.8471428571428572
Matteo Darmian,1,0,8,1262,1005,0,38,79,0,0,35,0.7963549920760697
David de Gea Quintana,0,0,0,1106,690,0,0,1,0,0,0,0.6238698010849909
Ashley Young,1,3,9,1020,767,0,16,28,0,0,22,0.7519607843137255
Anthony Martial,11,4,58,997,756,0,14,24,0,0,40,0.7582748244734202
Morgan Schneiderlin,1,0,11,1536,1368,0,69,52,0,0,62,0.890625
Vadis Odjidja-Ofoe,0,2,3,159,120,0,2,5,1,0,5,0.7547169811320755
Declan Rudd,0,0,0,334,149,0,0,0,1,0,2,0.44610778443113774
Yann Kermorgant,0,0,2,62,40,0,1,1,0,0,0,0.6451612903225806
Yoan Gouffran,0,0,3,94,71,0,8,10,0,0,5,0.7553191489361702
Emmanuel Rivière,0,0,3,20,18,0,0,0,0,0,3,0.9
Seydou Doumbia,0,0,1,8,6,0,1,0,0,0,0,0.75
Chris Brunt,0,3,17,851,563,0,15,81,1,0,23,0.6615746180963572
Claudio Ariel Yacob,0,1,9,1118,870,0,60,92,1,0,69,0.778175313059034
Jonathan Grant Evans,1,1,9,1101,796,0,53,155,1,0,33,0.7229791099000908
Saido Berahino,4,0,36,473,356,0,8,7,0,0,20,0.7526427061310782
Glyn Oliver Myhill,0,0,0,661,310,0,0,0,2,0,0,0.4689863842662632
José Salomón Rondón Giménez,15,3,96,771,497,0,15,50,0,1,39,0.6446173800259404
Gareth McAuley,1,0,8,847,588,0,39,262,0,0,33,0.6942148760330579
Craig Dawson,4,0,38,1658,1049,0,44,189,0,0,37,0.6326899879372738
James McClean,2,2,31,822,493,0,19,63,1,0,42,0.5997566909975669
Stéphane Sessègnon,2,2,28,638,463,0,18,15,1,0,22,0.725705329153605
James Morrison,3,2,24,615,496,0,16,16,0,0,10,0.8065040650406504
Rickie Lambert,1,1,14,277,190,0,1,5,0,0,7,0.6859205776173285
Callum McManaman,0,1,8,99,72,0,1,1,2,0,3,0.7272727272727273
Jonas Olsson,1,1,6,575,399,0,18,165,1,0,23,0.6939130434782609
Craig Gardner,3,3,50,745,420,0,20,32,2,0,48,0.5637583892617449
Cristian Gamboa Luna,0,0,4,147,106,0,9,4,0,0,6,0.7210884353741497
Marc Wilson,0,0,0,113,86,0,4,18,0,0,3,0.7610619469026548
Luis Antonio Valencia Mosquera,0,3,5,709,605,0,12,20,0,0,19,0.8533145275035261
Phil Jones,0,0,1,466,406,0,11,33,0,0,6,0.871244635193133
Papiss Demba Cissé,3,0,24,407,297,0,3,9,0,0,12,0.7297297297297297
Massadio Haïdara,0,0,5,338,265,0,13,20,0,0,12,0.7840236686390533
Rolando Aarons,1,1,2,170,140,0,8,7,1,0,9,0.8235294117647058
Faustino Marcos Alberto Rojo,1,1,10,1064,791,0,27,62,0,0,25,0.743421052631579
Paddy McNair,0,0,3,217,168,0,3,18,0,0,4,0.7741935483870968
Abdul Rahman Baba,0,1,6,754,594,0,26,41,0,0,26,0.7877984084880637
Bacary Sagna,0,3,4,1984,1624,0,24,118,1,0,20,0.8185483870967742
Kevin De Bruyne,10,13,87,2321,1709,0,25,23,2,0,41,0.7363205514864283
Jesse Lingard,5,2,47,999,843,0,21,15,0,0,34,0.8438438438438438
Karl Darlow,0,0,0,246,119,0,0,0,0,0,0,0.483739837398374
Jack Grealish,2,2,19,475,382,0,7,4,0,0,10,0.8042105263157895
Rudy Gestede,5,1,63,594,348,0,3,24,1,0,25,0.5858585858585859
Alan Hutton,0,1,11,1232,876,0,25,69,1,0,30,0.711038961038961
Bradley Guzan,0,0,0,840,486,0,0,0,2,0,0,0.5785714285714286
Adama Traoré Diarra,0,1,2,69,41,0,0,0,0,0,4,0.5942028985507246
Danny Ward,0,0,0,222,135,0,0,0,0,0,0,0.6081081081081081
Pedro Chirivella Burgos,0,0,1,255,225,0,3,4,0,0,4,0.8823529411764706
Bradley Shaun Smith,0,0,1,170,132,0,8,11,0,0,7,0.7764705882352941
Cameron Brannagan,0,0,1,126,115,0,2,1,0,0,0,0.9126984126984127
Cameron Borthwick-Jackson,0,1,1,484,378,0,15,14,0,0,9,0.78099173553719
Tommy Elphick,1,0,5,462,377,0,16,53,0,0,10,0.816017316017316
Callum Wilson,5,1,18,155,113,0,2,1,0,0,12,0.7290322580645161
Lee Tomlin,0,0,4,122,84,0,0,0,0,0,2,0.6885245901639344
Juan Manuel Iturbe Arévalo,1,0,10,126,87,0,8,2,0,0,8,0.6904761904761905
Timm Klose,2,0,10,768,622,0,37,114,0,0,13,0.8098958333333334
Steven Naismith,4,1,26,506,371,0,14,9,1,0,31,0.733201581027668
Tyrone Mings,0,0,0,128,117,0,7,15,0,0,2,0.9140625
Joe Dodoo,0,0,0,6,3,0,0,0,0,0,2,0.5
Yohan Benalouane,0,0,0,34,19,0,5,6,0,0,6,0.5588235294117647
Cheik Ismaël Tioté,0,0,2,850,731,0,39,46,0,0,39,0.86
Jordan Pickford,0,0,0,1028,703,0,0,1,0,0,0,0.683852140077821
Josh Onomah,0,0,3,49,32,0,0,0,0,0,1,0.6530612244897959
Fabian Delph,2,0,16,623,535,0,25,19,0,0,11,0.8587479935794543
Ciaran Clark,1,0,10,584,445,0,32,123,0,0,17,0.761986301369863
José Holebas,0,0,13,531,386,0,18,42,1,0,11,0.7269303201506592
Dame N''Doye,1,0,11,194,130,0,6,8,0,0,22,0.6701030927835051
Donald Love,0,0,0,35,24,0,3,0,0,0,1,0.6857142857142857
El-Hadji Baye Oumar Niasse,0,0,2,46,36,0,3,0,0,0,2,0.782608695652174
Bryan Oviedo,0,1,8,724,556,0,40,39,0,0,27,0.7679558011049724
Marcin Ryszard Wasilewski,0,0,1,79,58,0,3,20,0,0,5,0.7341772151898734
Darron Gibson,0,0,2,177,154,0,11,18,0,0,5,0.8700564971751412
Arouna Koné,5,3,41,666,546,0,11,10,1,0,26,0.8198198198198198
Brendan Joel Zibusiso Galloway,0,1,9,527,424,0,11,29,0,0,12,0.8045540796963947
Guangtai Jiang,0,0,2,131,105,0,0,10,0,0,4,0.8015267175572519
Ben Foster,0,0,0,408,202,0,0,3,1,0,0,0.4950980392156863
Sandro Ranieri Guimarães Cordeiro,0,0,3,145,97,0,12,16,0,0,7,0.6689655172413793
James Grant Chester,0,0,0,404,299,0,15,65,0,0,12,0.7400990099009901
Jonathan Leko,0,1,0,55,40,0,4,1,0,0,7,0.7272727272727273
Kieran O''Neill Dowell,0,0,0,35,25,0,2,0,0,0,1,0.7142857142857143
Mathieu Flamini,0,0,7,628,548,0,13,26,1,0,19,0.8726114649681529
Fraizer Campbell,0,0,4,83,57,0,4,3,0,0,8,0.6867469879518072
Mamadou Sakho,1,0,6,1250,1098,0,32,150,1,0,10,0.8784
Jordan Lyden,0,0,1,72,59,0,4,6,0,0,1,0.8194444444444444
Kevin Toner,0,1,2,125,92,0,4,17,0,0,2,0.736
Ádám Bogdán,0,0,0,49,25,0,0,0,0,0,0,0.5102040816326531
Tyler Roberts,0,0,1,13,9,0,0,0,0,0,1,0.6923076923076923
Sergi Canós Tenes,0,0,0,4,3,0,0,0,0,0,1,0.75
Sam Field,0,0,0,2,1,0,0,0,0,0,0,0.5
Kevin Wimmer,0,0,1,543,487,0,18,43,0,0,11,0.8968692449355433
Ivo Daniel Ferreira Mendonca Pinto,0,0,0,486,353,0,17,26,0,0,10,0.7263374485596708
Daniel Amartey,0,0,1,217,192,0,5,17,0,0,6,0.8847926267281107
Alex Pritchard,0,0,2,32,24,0,2,0,0,0,2,0.75
Andre Green,0,0,1,32,19,0,2,0,0,0,0,0.59375
Tammy Bakumo-Abraham,0,0,2,14,7,0,0,1,0,0,2,0.5
Serge Gnabry,1,1,22,230,177,0,10,4,0,0,8,0.7695652173913043
Juan Guillermo Cuadrado Bello,6,5,44,1256,1031,0,21,17,0,0,39,0.820859872611465
Brede Hangeland,0,0,5,265,217,0,4,46,0,0,13,0.8188679245283019
Jordan Amavi,0,2,4,529,398,0,14,39,0,0,18,0.7523629489603024
Matt Miazga,0,0,2,112,90,0,5,14,0,0,3,0.8035714285714286
Jake-Liam Clarke-Salter,0,0,0,6,6,0,0,1,0,0,0,1.0
Marcus Rashford,9,3,34,403,304,0,5,10,0,0,12,0.7543424317617866
Sébastien Pocognoli,0,1,0,30,19,0,0,4,0,0,0,0.6333333333333333
Timothy Evans Fosu-Mensah,0,1,2,144,102,0,12,24,0,0,3,0.7083333333333334
Alex McCarthy,0,0,0,220,98,0,0,2,0,0,0,0.44545454545454544
Victor Chinedu Anichebe,0,0,14,116,68,0,2,9,0,0,4,0.5862068965517241
Ivan Toney,1,1,2,17,10,0,2,1,0,0,2,0.5882352941176471
Nabil Bentaleb,0,0,4,296,253,0,3,1,0,0,7,0.8547297297297297
Michel Vorm,0,0,0,49,47,0,0,0,0,0,0,0.9591836734693877
Sergio Germán Romero,0,0,0,140,91,0,0,0,0,0,0,0.65
Harrison Reed,0,0,0,7,4,0,0,0,0,0,0,0.5714285714285714
Samuel Mark Byram,0,0,0,140,96,0,12,12,0,0,7,0.6857142857142857
Jonathan Williams,0,0,0,5,5,0,0,0,0,0,0,1.0
Tom Davies,0,0,1,49,37,0,3,2,0,0,3,0.7551020408163265
Jonjoe Kenny,0,0,1,32,23,0,2,2,0,0,0,0.71875
Steven Pienaar,0,0,2,80,64,0,4,2,0,0,2,0.8
Jordan Rossiter,0,0,0,6,4,0,1,1,0,0,0,0.6666666666666666
Modibo Maïga,1,0,2,12,5,0,0,0,0,0,3,0.4166666666666667
Callum Connolly,0,0,0,13,9,0,1,3,0,0,0,0.6923076923076923
Gary Hooper,0,0,1,4,3,0,0,0,0,0,0,0.75
Mathieu Debuchy,0,0,5,497,356,0,30,23,0,0,18,0.716297786720322
Kristoffer Nordfeldt,0,0,0,29,23,0,0,0,0,0,0,0.7931034482758621
Connor Steven Randall,0,0,2,104,78,0,4,2,0,0,1,0.75
Alessandro Diamanti,1,1,25,658,426,0,3,6,1,0,23,0.6474164133738601
Ryan Allsop,0,0,0,10,9,0,0,0,0,0,0,0.9
Mamadou Obbi Oularé,0,0,0,3,2,0,0,0,0,0,1,0.6666666666666666
Guillermo Varela Olivera,0,0,1,422,336,0,13,23,0,0,11,0.7962085308056872
Nick Powell,0,0,0,2,1,0,0,0,0,0,0,0.5
James Wilson,0,0,0,6,6,0,0,0,0,0,0,1.0
Andrej Kramarić,10,4,75,852,682,0,5,8,0,0,18,0.8004694835680751
Giedrius Arlauskis,0,0,0,77,34,0,0,1,0,0,0,0.44155844155844154
Paulo Dino Gazzaniga,0,0,0,64,41,0,0,0,0,0,0,0.640625
Patrick Roberts,0,0,0,4,4,0,0,0,0,0,0,1.0
Tokelo Anthony Rantie,0,0,1,11,9,0,0,0,0,0,3,0.8181818181818182
Fikayo Tomori,0,0,0,14,12,0,1,2,0,0,0,0.8571428571428571
Adam Matthews,0,0,0,19,16,0,0,1,0,0,0,0.8421052631578947
Miguel Arturo Layún Prado,1,0,15,203,151,0,6,10,0,0,3,0.7438423645320197
Manuel García Alonso,0,0,0,19,19,0,1,0,0,0,0,1.0
Henri Saivet,2,0,29,1092,864,0,25,30,0,0,23,0.7912087912087912
"Charles N""Zogbia",0,0,0,12,9,0,0,0,0,0,1,0.75
Dionatan do Nascimento Teixeira,0,0,0,7,2,0,1,2,0,0,0,0.2857142857142857
João Carlos Vilaça Teixeira,0,0,0,3,3,0,0,0,0,0,0,1.0
Bersant Celina,0,1,0,15,13,0,0,0,0,0,0,0.8666666666666667
Kelvin Davis,0,0,0,29,14,0,0,0,0,0,0,0.4827586206896552
Hiram Boateng,0,0,1,5,3,0,0,0,0,0,2,0.6
Thomas Robson,0,0,0,56,44,0,3,5,0,0,0,0.7857142857142857
Rees Greenwood,0,0,0,20,16,0,2,0,0,0,1,0.8
George Honeyman,0,0,0,6,5,0,0,0,0,0,0,0.8333333333333334
Matt Grimes,0,0,1,46,34,0,0,0,0,0,3,0.7391304347826086
Kyle Lafferty,0,0,0,7,4,0,1,1,0,0,0,0.5714285714285714
Angela Addison,2,0,18,304,193,0,8,13,0,0,9,0.6348684210526315
Kerys Harrop,1,0,5,715,541,0,13,48,0,0,24,0.7566433566433567
Mayumi Pacheco,0,0,6,512,357,0,20,35,0,0,12,0.697265625
Siri Worm,2,2,7,627,412,0,6,46,0,0,20,0.6570972886762361
Grace Fisk,0,0,3,844,666,0,34,170,0,0,9,0.7890995260663507
Katerina Svitková,3,0,13,423,255,0,30,27,0,0,18,0.6028368794326241
Mackenzie Arnold,0,0,1,1030,687,0,0,1,1,0,1,0.6669902912621359
Gemma Suzanne Davison,1,1,8,286,189,0,5,7,0,0,11,0.6608391608391608
Rachel Williams,0,0,12,157,121,0,5,5,0,0,13,0.7707006369426752
Lucia Leon,1,0,4,51,30,0,0,1,0,0,2,0.5882352941176471
Ruby Grant,0,0,2,84,57,0,1,2,0,0,4,0.6785714285714286
Nor Mustafa,0,0,2,28,17,0,0,0,0,0,3,0.6071428571428571
Claudia Walker,5,0,30,334,199,0,6,12,0,0,33,0.5958083832335329
Lucy Whipp,0,0,4,395,270,0,23,32,0,0,7,0.6835443037974683
Harriet Scott,0,0,7,666,438,0,28,92,1,0,30,0.6576576576576577
Hannah Hampton,0,0,0,1147,659,0,0,1,0,0,0,0.5745422842197035
Georgia Brougham,0,0,3,648,499,0,25,90,0,0,5,0.7700617283950617
Rebecca Holloway,0,0,1,790,467,0,32,91,0,0,23,0.5911392405063292
Connie Scofield,0,2,0,193,140,0,11,16,0,0,8,0.7253886010362695
Chloe Mccarron,0,0,3,141,104,0,9,6,0,0,5,0.7375886524822695
Sarah Emma Mayling,0,4,5,651,382,0,22,32,0,0,13,0.5867895545314901
Jamie-Lee Napier,1,0,13,249,146,0,16,20,0,0,26,0.5863453815261044
Emma Rose Kelly,0,0,6,181,113,0,21,16,1,0,9,0.6243093922651933
Rianna Jarrett,2,0,13,191,139,0,2,7,0,0,4,0.7277486910994765
Destiney Toussaint,0,0,0,14,6,0,0,0,0,0,4,0.42857142857142855
Ona Batlle Pascual,0,2,20,2608,2159,0,51,72,1,0,33,0.8278374233128835
Pernille Mosegaard Harder,11,4,86,746,527,0,21,8,0,0,26,0.7064343163538874
Deanna Cooper,0,0,6,923,748,0,26,160,1,0,14,0.8104008667388949
Emma Mukandi,0,4,10,790,543,0,29,51,0,0,16,0.6873417721518987
Lia Wälti,0,1,4,1788,1517,0,40,68,0,0,21,0.848434004474273
Noelle Maritz,0,3,7,1271,1057,0,19,53,0,0,17,0.8316286388670339
Danielle Carter,3,0,38,355,246,0,5,11,0,0,18,0.6929577464788732
Viktoria Schnaderbeck,0,0,0,446,392,0,7,42,0,0,2,0.8789237668161435
Jessica Fishlock,3,4,49,1037,746,0,42,42,0,0,23,0.7193828351012537
Lauren Bruton,3,0,11,193,123,0,6,4,0,0,16,0.6373056994818653
Malin Gut,0,0,4,409,354,0,5,10,0,0,3,0.8655256723716381
Sian Rogers,0,0,0,51,33,0,0,0,0,0,0,0.6470588235294118
Demi Stokes,0,1,4,789,653,0,8,22,0,0,9,0.8276299112801014
Gemma Bonner,1,0,4,431,377,0,2,15,0,0,3,0.8747099767981439
Ramona Petzelberger,3,0,9,303,241,0,18,3,0,0,12,0.7953795379537953
Stine Larsen,1,0,33,310,192,0,15,27,1,0,32,0.6193548387096774
Diana Micaela Abreu de Sousa e Silva,2,0,19,336,227,0,11,6,0,0,14,0.6755952380952381
Elisha N''Dow,0,1,1,524,375,0,32,118,0,0,21,0.7156488549618321
Ella Franklin-Fraiture,0,0,3,432,303,0,20,26,0,0,6,0.7013888888888888
Emma Follis,0,3,8,253,174,0,4,2,0,0,6,0.6877470355731226
Natalie Haigh,1,1,2,499,360,0,32,113,0,0,6,0.7214428857715431
Ellie Roebuck,0,0,0,849,786,0,0,0,0,0,1,0.9257950530035336
Caroline Siems,0,0,9,528,379,0,23,12,0,0,5,0.7178030303030303
Marisa Ewers,0,0,9,464,335,0,39,46,0,0,17,0.7219827586206896
Asmita Ale,0,1,1,760,508,0,79,68,0,0,16,0.6684210526315789
Emily Syme,0,0,3,87,59,0,5,4,0,0,0,0.6781609195402298
Ella Jade Mastrantonio,1,2,7,372,295,0,15,24,0,0,19,0.793010752688172
Jemma Elizabeth Purfield,1,1,10,957,526,0,41,89,0,0,27,0.5496342737722049
Florence Allen,0,0,1,361,219,0,12,34,0,0,9,0.6066481994459834
Hannah Jayne Blundell,0,0,2,477,414,0,14,11,0,0,2,0.8679245283018868
Aimee Palmer,0,0,7,303,191,0,32,20,0,0,10,0.6303630363036303
Carla Humphrey,0,0,14,421,307,0,18,22,0,0,7,0.7292161520190024
Abigail Harrison,2,2,12,235,150,0,13,11,0,0,6,0.6382978723404256
Niamh Charles,2,1,10,498,396,0,25,25,0,0,7,0.7951807228915663
Emma Bissell,1,0,4,130,81,0,8,9,0,0,8,0.6230769230769231
Faye Bryson,1,0,6,333,199,0,30,46,0,0,20,0.5975975975975976
Laura Rafferty,0,1,2,161,106,0,7,39,0,0,5,0.6583850931677019
Lisa Weiß,0,1,0,724,415,0,0,2,0,0,2,0.5732044198895028
Sophie Haywood,0,0,2,128,83,0,12,7,0,0,2,0.6484375
Shania Hayles,2,1,19,179,131,0,11,2,0,0,13,0.7318435754189944
Amy West,0,0,0,57,32,0,6,9,0,0,1,0.5614035087719298
Mollie Green,1,1,11,244,184,0,13,16,0,0,7,0.7540983606557377
Alessia Russo,13,6,64,362,258,0,5,3,0,0,25,0.712707182320442
Isobel Mary Christiansen,6,6,27,1296,970,0,22,32,0,0,19,0.7484567901234568
Rikke Læntver Sevecke,0,1,9,1583,1292,0,38,131,0,0,24,0.8161718256475048
Nicoline Sørensen,2,3,17,576,366,0,9,11,0,0,13,0.6354166666666666
Laura Coombs,2,1,11,489,432,0,12,6,0,0,4,0.8834355828220859
Denise O'Sullivan,0,2,28,790,617,0,33,9,1,0,27,0.7810126582278482
Nora Heroum,0,0,7,188,121,0,5,9,0,0,6,0.6436170212765957
Pere Milla Peña,0,0,1,21,18,0,2,0,0,0,1,0.8571428571428571
José Raúl Gutiérrez Parejo,0,0,1,43,39,0,1,0,0,0,2,0.9069767441860465
Gonzalo Cacicedo Verdú,0,0,0,51,51,0,1,5,0,0,1,1.0
José Manuel Sánchez Guillén,0,0,0,43,34,0,1,4,0,0,0,0.7906976744186046
Miralem Pjanić,10,11,82,3070,2531,0,44,26,4,0,66,0.8244299674267102
Francisco António Machado Mota de Castro Trincão,3,2,20,347,288,0,4,2,0,0,10,0.829971181556196
Edgar Badía Guardiola,0,0,0,38,30,0,0,0,0,0,0,0.7894736842105263
Óscar Mingueza García,2,2,9,1482,1370,0,23,39,1,0,23,0.9244264507422402
Miguel Ángel Garrido Cifuentes,0,0,0,16,11,0,2,1,0,0,0,0.6875
Emiliano Ariel Rigoni,0,0,0,23,16,0,0,0,0,0,1,0.6956521739130435
Lucas Ariel Boyé,0,0,3,30,19,0,1,2,0,0,1,0.6333333333333333
Pedro González López,3,4,28,2624,2340,0,50,6,0,0,30,0.8917682926829268
Omenuke Mfulu,1,0,5,292,238,0,9,11,0,0,11,0.815068493150685
José Antonio Morente Oliva,0,0,0,10,8,0,1,0,0,0,1,0.8
Juan Francisco Martínez Modesto,0,1,8,100,76,0,0,2,0,0,5,0.76
Sergino Dest,2,2,20,1412,1263,0,16,29,0,0,21,0.8944759206798867
Luis Miguel Sánchez Benítez,0,0,0,6,6,0,0,0,0,0,0,1.0
Unai Vencedor Paris,0,0,1,77,68,0,2,1,0,0,6,0.8831168831168831
Jon Morcillo Conesa,0,0,0,9,6,0,0,0,0,0,0,0.6666666666666666
David Ferreiro Quiroga,0,0,1,40,34,0,0,1,0,0,3,0.85
Pablo Maffeo Becerra,0,0,1,92,67,0,4,3,0,0,3,0.7282608695652174
Rafael Mir Vicente,1,0,6,31,24,0,0,2,0,0,6,0.7741935483870968
Daniel Escriche Romero,0,0,0,23,17,0,1,0,0,0,1,0.7391304347826086
Jorge Pulido Mayoral,0,0,1,85,66,0,2,14,0,0,2,0.7764705882352941
Idrissa Doumbia,0,0,0,45,41,0,2,0,0,0,1,0.9111111111111111
Álvaro Fernández Llorente,0,0,0,57,43,0,0,0,0,0,0,0.7543859649122807
Javier Galán Gil,0,0,0,109,86,0,1,2,0,0,1,0.7889908256880734
Sergio Gómez Martín,0,0,0,42,31,0,5,1,0,0,0,0.7380952380952381
Jaime Seoane Valenciano,0,0,0,35,24,0,0,2,0,0,5,0.6857142857142857
Moriba Kourouma Kourouma,1,2,16,443,395,0,12,6,0,0,20,0.891647855530474
Denis Vavro,0,0,3,269,217,0,2,15,0,0,2,0.8066914498141264
Mouctar Diakhaby,1,0,3,207,177,0,3,28,0,0,8,0.855072463768116
Gonçalo Manuel Ganchinho Guedes,0,0,14,193,149,0,5,1,0,0,7,0.772020725388601
Yunus Dimoara Musah,0,0,4,237,200,0,5,2,0,0,13,0.8438818565400844
Uroš Račić,0,0,3,52,41,0,1,6,0,0,7,0.7884615384615384
Alejandro Blanco Sánchez,0,0,0,11,6,0,1,1,0,0,1,0.5454545454545454
Manuel Javier Vallejo Galván,0,0,0,2,1,0,0,0,0,0,0,0.5
Rodrigo Andrés Battaglia,0,0,1,57,49,0,2,0,0,0,2,0.8596491228070176
José Ignacio Peleteiro Ramallo,0,0,14,280,194,0,6,1,1,0,25,0.6928571428571428
Tomas Franco Tavares,0,0,0,3,2,0,0,1,0,0,0,0.6666666666666666
Roberto Suárez Pier,0,0,2,96,81,0,6,2,0,0,6,0.84375
Óscar Esau Duarte Gaitán,1,1,11,682,508,0,37,109,0,0,31,0.7448680351906158
Jorge De Frutos Sebastián,0,0,2,53,34,0,2,2,1,0,2,0.6415094339622641
Mickaël Malsa,0,0,1,65,57,0,7,4,0,0,3,0.8769230769230769
Daniel Gómez Alcón,0,0,3,34,25,0,0,1,0,0,4,0.7352941176470589
Giorgi Kochorashvili,0,1,5,178,162,0,6,5,1,0,10,0.9101123595505618
Salvador Sánchez Ponce,0,0,0,15,6,0,2,2,0,0,0,0.4
Isaac Carcelén Valencia,0,0,0,31,20,0,4,13,0,0,1,0.6451612903225806
Rafael Jiménez Jarque,0,0,0,18,10,0,2,14,0,0,1,0.5555555555555556
Alberto Perea Correoso,0,0,4,49,38,0,8,4,0,0,4,0.7755102040816326
Jon Ander Garrido Moracia,0,0,0,6,4,0,0,2,0,0,1,0.6666666666666666
Luis Alfonso Espino García,0,0,0,64,37,0,7,5,0,0,3,0.578125
Jairo Izquierdo González,0,0,1,33,17,0,4,3,0,0,2,0.5151515151515151
Marcos Mauro López Gutiérrez,0,0,0,15,11,0,2,4,0,0,1,0.7333333333333333
Jeremías Ledesma,0,0,0,59,21,0,0,0,0,0,0,0.3559322033898305
Anthony Rubén Lozano Colón,0,0,3,28,20,0,0,0,0,0,6,0.7142857142857143
Alejandro Fernández Iglesias,1,0,2,52,33,0,3,5,0,0,1,0.6346153846153846
Iván Alejo Peralta,0,0,1,8,3,0,0,1,1,0,0,0.375
Jens Jønsson,0,0,0,12,9,0,6,0,0,0,4,0.75
Yann Bodiger,1,0,10,707,532,0,30,29,1,0,25,0.7524752475247525
Pedro Alcalá Guirado,0,0,0,4,2,0,0,6,0,0,1,0.5
Omobolaji Habeeb Adekanye,0,0,1,0,0,0,0,0,0,0,0,0.0
Iván Villar Martínez,0,0,0,66,49,0,0,0,0,0,0,0.7424242424242424
Carlos Domínguez Cáceres,0,0,0,35,26,0,4,6,0,0,3,0.7428571428571429
Augusto Jorge Mateo Solari,0,0,1,13,7,0,0,0,0,0,1,0.5384615384615384
Miguel Baeza Pérez,0,0,2,16,14,0,0,0,0,0,3,0.875
Emre Mor,0,0,1,26,20,0,0,0,0,0,2,0.7692307692307693
Gabriel Veiga Novas,0,0,0,13,11,0,0,0,0,0,2,0.8461538461538461
Renato Fabrizio Tapia Cortijo,0,0,1,76,63,0,3,6,0,0,7,0.8289473684210527
José Manuel Fontán Mondragón,0,0,1,18,13,0,0,2,0,0,0,0.7222222222222222
Saidy Janko,0,0,0,103,84,0,5,7,1,0,2,0.8155339805825242
Marcos André de Sousa Mendonça,0,0,2,6,4,0,0,0,0,0,0,0.6666666666666666
Rodrigo Sánchez Rodriguez,0,0,0,20,19,0,0,0,0,0,0,0.95
Éder Gabriel Militão,0,0,8,511,458,0,15,27,0,0,14,0.8962818003913894
Álvaro Odriozola Arzallus,0,0,0,90,72,0,1,2,0,0,0,0.8
Martín Zubimendi Ibáñez,0,0,1,203,180,0,5,5,0,0,5,0.8866995073891626
Robert Navarro Muñoz,0,0,0,22,17,0,0,0,0,0,1,0.7727272727272727
Modibo Sagnan,0,0,0,13,13,0,0,0,0,0,0,1.0
Borja Sainz Eguskiza,0,0,0,3,2,0,0,0,0,0,0,0.6666666666666666
Unai García Lugea,0,0,0,26,21,0,0,5,0,0,1,0.8076923076923077
Álvaro Juan Cruz Armada,0,0,0,24,19,0,0,2,0,0,0,0.7916666666666666
Juan Carlos Real Ruiz,0,0,1,5,4,0,0,0,0,0,1,0.8
Luis Milla Manzanares,0,0,0,21,19,0,0,0,0,0,1,0.9047619047619048
Jesús Vallejo Lázaro,0,0,0,14,10,0,0,0,0,0,3,0.7142857142857143
Luis Javier Suárez Charris,0,0,2,15,11,0,0,2,1,0,3,0.7333333333333333
Alberto Soro Álvarez,0,0,0,9,7,0,0,0,0,0,1,0.7777777777777778
Shon Zalman Weissman,0,0,0,11,10,0,0,0,0,0,0,0.9090909090909091
João Pedro Neves Filipe,0,0,1,22,18,0,0,0,0,0,0,0.8181818181818182
Laureano Antonio Villa Suárez,0,0,0,36,27,0,0,0,0,0,1,0.75
Aarón Escandell Banacloche,0,0,0,28,10,0,0,0,0,0,0,0.35714285714285715
Nehuén Pérez,0,0,0,12,9,0,2,6,0,0,2,0.75
David Timor Copoví,0,0,2,21,9,0,2,0,0,0,3,0.42857142857142855
Martín Merquelanz Castellanos,0,0,1,32,26,0,2,2,0,0,0,0.8125
Alejandro Darío Gómez,7,7,89,1486,1023,0,39,9,0,0,35,0.6884253028263796
Yassine Bounou,0,0,0,424,319,0,0,0,0,0,0,0.7523584905660378
Karim Rekik,1,1,5,1368,1241,0,27,95,0,0,23,0.9071637426900585
Paul Edgar Akouokou,0,0,0,26,22,0,2,0,0,0,1,0.8461538461538461
José Andrés Guardado Hernández,0,1,17,522,421,0,10,17,2,0,18,0.8065134099616859
Francisco Javier Hidalgo Gómez,0,0,1,12,7,0,1,0,0,0,1,0.5833333333333334
Juan Antonio Iglesias Sánchez,0,0,0,17,10,0,1,2,0,0,2,0.5882352941176471
Sofian Chakla,0,0,1,19,11,0,3,6,0,0,1,0.5789473684210527
José Manuel Rodríguez Benito,0,0,0,8,3,0,2,3,0,0,1,0.375
Amankwaa Akurugu,0,0,0,12,8,0,0,1,0,0,0,0.6666666666666666
Sabit Abdulai,0,0,0,10,7,0,1,0,0,0,0,0.7
José Antonio Miranda Boacho,1,0,4,36,21,0,1,1,1,0,5,0.5833333333333334
Manuel Sánchez De La Peña,0,0,0,43,39,0,2,1,0,0,1,0.9069767441860465
Lucas Torró Marset,0,0,0,36,33,0,0,0,0,0,0,0.9166666666666666
Marcos Javier Acuña,0,0,4,380,295,0,3,9,0,0,14,0.7763157894736842
Juan Marcos Foyth,0,0,0,64,53,0,3,0,0,0,2,0.828125
Yeremi Jesús Pino Santos,0,0,0,4,4,0,0,0,0,0,0,1.0
Thierry Rendall Correia,0,0,1,37,24,0,3,1,0,0,2,0.6486486486486487
