player_name,goals,assists,shots,passes,successful_passes,tackles,interceptions,clearances,yellow_cards,red_cards,fouls,pass_accuracy,matches_played,total_minutes,sub_on,sub_off,minutes_per_match,early_sub_rate,goal_contribution,goal_contribution_per_match,shot_conversion_rate,attack_volume,defensive_actions,defensive_actions_per_match,discipline_score,discipline_per_match,availability_score,substitution_impact,actions_total,actions_per_match,injury_proxy_score,attack_index,defense_index,impact_score,availability_ratio,minutes_variability,absence_rate,fatigue_index,injury_risk_score,sentiment_compound,positive_ratio,negative_ratio,neutral_ratio,hype_score
Martin Hongla Yma II,0.0,0.0,1.0,64.0,52.0,0.0,3.0,5.0,0.0,0.0,1.0,0.8125,2,121,0,2,60.5,1.0,0.0,0.0,0.0,65.0,8.0,4.0,0.5,0.25,60.5,0.0,73.0,36.5,0.3277777777777777,36.5,7.75,104.42222222222222,0.6722222222222223,0.0,0.9964726631393298,2.0121,0.3495136797834146,-0.020059999999999998,0.2,0.4,0.4,-0.020059999999999998
Martin Kelly,0.0,0.0,1.0,540.0,393.0,0.0,12.0,50.0,0.0,0.0,11.0,0.7277777777777777,13,1194,2,0,91.84615384615384,0.0,0.0,0.0,0.0,541.0,62.0,4.769230769230769,5.5,0.4230769230769231,91.84615384615384,0.1538461538461538,603.0,46.38461538461539,0.0,46.38461538461539,9.115384615384617,147.34615384615384,1.0205128205128204,0.0,0.9770723104056438,2.5040153846153848,0.2077785187544662,-0.09065,0.2,0.4,0.4,-0.09065
Martin Keown,0.0,0.0,1.0,132.0,97.0,0.0,2.0,29.0,0.0,0.0,2.0,0.7348484848484849,10,919,7,0,91.9,0.0,0.0,0.0,0.0,133.0,31.0,3.1,1.0,0.1,91.9,0.7,164.0,16.4,0.0,16.4,6.1000000000000005,114.4,1.021111111111111,0.0,0.982363315696649,1.6419,0.1233886242050915,-0.015460000000000002,0.1,0.2,0.7,-0.015460000000000002
Martin Koscelník,0.0,0.0,1.0,41.0,33.0,0.0,0.0,4.0,0.0,0.0,3.0,0.8048780487804879,2,187,1,0,93.5,0.0,0.0,0.0,0.0,42.0,4.0,2.0,1.5,0.75,93.5,0.5,46.0,23.0,0.0,23.0,3.25,119.75,1.038888888888889,0.0,0.9964726631393298,1.0187,0.1252968792277105,-0.21253000000000002,0.2,0.6,0.2,-0.41252999999999995
Martin Olsson,1.0,2.0,7.0,736.0,455.0,0.0,28.0,78.0,0.0,0.0,29.0,0.6182065217391305,26,2305,6,2,88.65384615384616,0.0769230769230769,3.0,0.1153846153846153,0.1428571428571428,743.0,106.0,4.076923076923077,14.5,0.5576923076923077,88.65384615384616,0.2307692307692307,849.0,32.65384615384615,0.0149572649572649,33.31318681318681,7.596153846153846,129.54822954822953,0.9850427350427352,0.0,0.9541446208112876,2.2689615384615385,0.2137113564056353,-0.14720000000000003,0.1,0.4,0.5,-0.34720000000000006
Martin Petrov,0.0,1.0,4.0,45.0,28.0,0.0,1.0,0.0,0.0,0.0,4.0,0.6222222222222222,2,146,0,2,73.0,1.0,1.0,0.5,0.0,49.0,1.0,0.5,2.0,1.0,73.0,0.0,50.0,25.0,0.1888888888888888,26.0,0.0,98.81111111111112,0.8111111111111111,0.0,0.9964726631393298,0.2646,0.2587093803551,0.001090000000000002,0.3,0.3,0.4,0.30108999999999997
Martin Stanford Peters,0.0,0.0,4.0,43.0,33.0,0.0,0.0,0.0,0.0,0.0,5.0,0.7674418604651163,1,90,0,0,90.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,2.5,2.5,90.0,0.0,47.0,47.0,0.0,47.0,-2.5,134.5,1.0,0.0,0.998236331569665,0.009,0.1780088640502792,-0.06389999999999998,0.2,0.4,0.4,-0.06389999999999998
Martin Stranzl,0.0,0.0,0.0,119.0,104.0,0.0,1.0,7.0,0.0,0.0,4.0,0.8739495798319328,3,241,2,1,80.33333333333333,0.3333333333333333,0.0,0.0,0.0,119.0,8.0,2.6666666666666665,2.0,0.6666666666666666,80.33333333333333,0.6666666666666666,127.0,42.333333333333336,0.1074074074074074,42.333333333333336,4.666666666666666,127.22592592592592,0.8925925925925926,0.0,0.9947089947089948,1.3574333333333333,0.2062468716590373,-0.15984,0.1,0.4,0.5,-0.35984000000000005
Martin Terrier,0.0,0.0,4.0,57.0,47.0,0.0,3.0,0.0,0.0,0.0,3.0,0.8245614035087719,2,163,0,2,81.5,1.0,0.0,0.0,0.0,61.0,3.0,1.5,1.5,0.75,81.5,0.0,64.0,32.0,0.0944444444444444,32.0,2.25,115.65555555555557,0.9055555555555556,0.0,0.9964726631393298,0.7663,0.2631817541705498,-0.08964000000000001,0.1,0.3,0.6,-0.18963999999999998
Martin Valjent,0.0,0.0,0.0,62.0,55.0,0.0,1.0,12.0,0.0,0.0,2.0,0.8870967741935484,2,186,0,0,93.0,0.0,0.0,0.0,0.0,62.0,13.0,6.5,1.0,0.5,93.0,0.0,75.0,37.5,0.0,37.5,12.5,143.0,1.0333333333333334,0.0,0.9964726631393298,3.2686,0.2676968501133718,-0.17795,0.1,0.5,0.4,-0.47795
Martin Ádám,0.0,0.0,0.0,18.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6111111111111112,3,287,3,0,95.66666666666669,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.5,0.1666666666666666,95.66666666666669,1.0,18.0,6.0,0.0,6.0,-0.1666666666666666,101.5,1.0629629629629629,1.4210854715202004e-14,0.9947089947089948,0.0287,0.0132699674520696,-0.18068,0.0,0.5,0.5,-0.68068
Martin Ødegaard,0.0,0.0,6.0,119.0,99.0,0.0,0.0,1.0,0.0,0.0,2.0,0.8319327731092437,2,184,0,0,92.0,0.0,0.0,0.0,0.0,125.0,1.0,0.5,1.0,0.5,92.0,0.0,126.0,63.0,0.0,63.0,0.5,155.5,1.022222222222222,0.0,0.9964726631393298,0.2683999999999999,0.0540719725439128,-0.21556999999999998,0.1,0.6,0.3,-0.61557
Martin Škrtel,1.0,0.0,10.0,1146.0,1005.0,0.0,24.0,193.0,0.0,0.0,21.0,0.8769633507853403,22,1963,1,1,89.22727272727273,0.0454545454545454,1.0,0.0454545454545454,0.1,1156.0,217.0,9.863636363636363,10.5,0.4772727272727273,89.22727272727273,0.0454545454545454,1373.0,62.40909090909091,0.0085858585858585,62.8,19.25,171.26868686868687,0.9914141414141414,0.0,0.961199294532628,5.128118181818182,0.4061786121522731,-0.18280000000000002,0.0,0.5,0.5,-0.6828000000000001
Martina Lenzini,0.0,0.0,0.0,141.0,105.0,0.0,2.0,11.0,0.0,0.0,1.0,0.7446808510638298,5,437,2,2,87.4,0.4,0.0,0.0,0.0,141.0,13.0,2.6,0.5,0.1,87.4,0.4,154.0,30.8,0.0288888888888888,30.8,5.1000000000000005,123.27111111111113,0.9711111111111111,0.0,0.9911816578483246,1.3437,0.1632325460330922,0.0010899999999999966,0.3,0.3,0.4,0.30108999999999997
Martina Piemonte,1.0,0.0,9.0,65.0,42.0,0.0,0.0,6.0,0.0,0.0,4.0,0.6461538461538462,5,415,3,2,83.0,0.4,1.0,0.2,0.1111111111111111,74.0,6.0,1.2,2.0,0.4,83.0,0.6,80.0,16.0,0.0777777777777777,16.733333333333334,2.0,101.65555555555557,0.9222222222222224,0.0,0.9911816578483246,0.6415,0.1415566044453164,-0.17013000000000003,0.1,0.6,0.3,-0.57013
Martina Rosucci,0.0,0.0,1.0,115.0,96.0,0.0,6.0,4.0,0.0,0.0,1.0,0.8347826086956521,4,337,2,1,84.25,0.25,0.0,0.0,0.0,116.0,10.0,2.5,0.5,0.125,84.25,0.5,126.0,31.5,0.0638888888888888,31.5,4.875,120.56111111111112,0.9361111111111112,0.0,0.9929453262786596,1.2837,0.1443636064437626,-0.1358,0.1,0.4,0.5,-0.3358
Martyna Wiankowska,1.0,0.0,2.0,75.0,49.0,0.0,4.0,7.0,0.0,0.0,2.0,0.6533333333333333,3,250,1,1,83.33333333333333,0.3333333333333333,1.0,0.3333333333333333,0.5,77.0,11.0,3.6666666666666665,1.0,0.3333333333333333,83.33333333333333,0.3333333333333333,88.0,29.33333333333333,0.074074074074074,31.5,7.0,121.75925925925924,0.925925925925926,0.0,0.9947089947089948,1.8583333333333327,0.2134313094121065,0.03863,0.3,0.1,0.6,0.5386299999999999
Martí Crespí Pascual,0.0,0.0,1.0,34.0,27.0,0.0,0.0,15.0,0.0,0.0,2.0,0.7941176470588235,2,181,1,0,90.5,0.0,0.0,0.0,0.0,35.0,15.0,7.5,1.0,0.5,90.5,0.5,50.0,25.0,0.0,25.0,14.5,130.0,1.0055555555555555,0.0,0.9964726631393298,3.7681,0.3032630211506176,-0.18373,0.1,0.5,0.4,-0.48373
Martín Aguirregabiria Padilla,0.0,0.0,0.0,110.0,79.0,0.0,7.0,4.0,0.0,0.0,4.0,0.7181818181818181,4,324,1,1,81.0,0.25,0.0,0.0,0.0,110.0,11.0,2.75,2.0,0.5,81.0,0.25,121.0,30.25,0.0999999999999999,30.25,5.0,116.15,0.9,0.0,0.9929453262786596,1.4074,0.1850152929392981,-0.008720000000000002,0.2,0.2,0.6,0.19128
Martín Alejandro Cardetti,0.0,0.0,1.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1,91,1,0,91.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,91.0,1.0,10.0,10.0,0.0,10.0,0.0,101.0,1.011111111111111,0.0,0.998236331569665,0.0091,7.120354562011125e-06,-0.20990999999999999,0.1,0.5,0.4,-0.50991
Martín Gastón Demichelis,0.0,0.0,6.0,689.0,592.0,0.0,37.0,92.0,0.0,0.0,17.0,0.8592162554426706,24,2157,10,1,89.875,0.0416666666666666,0.0,0.0,0.0,695.0,129.0,5.375,8.5,0.3541666666666667,89.875,0.4166666666666667,824.0,34.333333333333336,0.0013888888888888,34.333333333333336,10.395833333333334,134.6027777777778,0.9986111111111112,0.0,0.9576719576719576,2.9032,0.2374266405692486,-0.1183,0.0,0.3,0.7,-0.4183
Martín Mauricio Astudillo,0.0,0.0,2.0,14.0,11.0,0.0,0.0,2.0,0.0,0.0,3.0,0.7857142857142857,1,93,1,0,93.0,0.0,0.0,0.0,0.0,16.0,2.0,2.0,1.5,1.5,93.0,1.0,18.0,18.0,0.0,18.0,2.5,113.5,1.0333333333333334,0.0,0.998236331569665,1.0093,0.1780302251139652,-0.038439999999999995,0.2,0.3,0.5,0.06156000000000004
Martín Maximiliano Mantovani,0.0,0.0,1.0,16.0,15.0,0.0,0.0,6.0,0.0,0.0,6.0,0.9375,1,94,0,0,94.0,0.0,0.0,0.0,0.0,17.0,6.0,6.0,3.0,3.0,94.0,0.0,23.0,23.0,0.0,23.0,9.0,126.0,1.0444444444444445,0.0,0.998236331569665,3.0094,0.427249755138918,-0.06898,0.2,0.4,0.4,-0.06898
Martín Merquelanz Castellanos,0.0,0.0,1.0,32.0,26.0,0.0,2.0,2.0,0.0,0.0,0.0,0.8125,1,92,0,0,92.0,0.0,0.0,0.0,0.0,33.0,4.0,4.0,0.0,0.0,92.0,0.0,37.0,37.0,0.0,37.0,8.0,137.0,1.022222222222222,0.0,0.998236331569665,2.0092,0.1424213319493473,0.05535000000000001,0.4,0.2,0.4,0.6553500000000001
Martín Montoya Torralbo,0.0,5.0,8.0,2938.0,2483.0,0.0,59.0,117.0,1.0,0.0,55.0,0.8451327433628318,55,4848,12,5,88.14545454545454,0.0909090909090909,5.0,0.0909090909090909,0.0,2946.0,176.0,3.2,28.5,0.5181818181818182,88.14545454545454,0.2181818181818181,3122.0,56.763636363636365,0.0206060606060606,56.94545454545455,5.881818181818182,150.9521212121212,0.9793939393939394,0.0,0.9029982363315696,2.0848,0.2005812510851348,-0.1325,0.0,0.4,0.6,-0.5325
Martín Palermo,1.0,0.0,2.0,30.0,20.0,0.0,1.0,2.0,1.0,0.0,5.0,0.6666666666666666,1,92,0,0,92.0,0.0,1.0,1.0,0.5,32.0,3.0,3.0,3.5,3.5,92.0,0.0,35.0,35.0,0.0,38.5,2.5,133.0,1.022222222222222,0.0,0.998236331569665,1.5092,0.3560319688096823,0.06364,0.2,0.1,0.7,0.3636400000000001
Martín Zubimendi Ibáñez,0.0,0.0,1.0,203.0,180.0,0.0,5.0,5.0,0.0,0.0,5.0,0.8866995073891626,6,531,3,1,88.5,0.1666666666666666,0.0,0.0,0.0,204.0,10.0,1.6666666666666667,2.5,0.4166666666666667,88.5,0.5,214.0,35.666666666666664,0.0166666666666667,35.666666666666664,2.916666666666667,127.06666666666666,0.9833333333333332,0.0,0.9894179894179894,0.8864333333333334,0.1182524751143608,-0.03417999999999999,0.2,0.3,0.5,0.06582000000000005
Marvin Ducksch,0.0,0.0,0.0,55.0,33.0,0.0,0.0,4.0,0.0,0.0,1.0,0.6,2,181,0,0,90.5,0.0,0.0,0.0,0.0,55.0,4.0,2.0,0.5,0.25,90.5,0.0,59.0,29.5,0.0,29.5,3.75,123.75,1.0055555555555555,0.0,0.9964726631393298,1.0181,0.0896523842902826,-0.05867,0.2,0.4,0.4,-0.05867
Marvin Emnes,0.0,0.0,1.0,15.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,2,147,1,1,73.5,0.5,0.0,0.0,0.0,16.0,1.0,0.5,0.0,0.0,73.5,0.5,17.0,8.5,0.1833333333333333,8.5,1.0,82.81666666666666,0.8166666666666667,0.0,0.9964726631393298,0.2647,0.1155182589625485,-0.02449,0.2,0.3,0.5,0.07551000000000004
Marvin Friedrich,0.0,0.0,4.0,81.0,72.0,0.0,2.0,22.0,0.0,0.0,0.0,0.8888888888888888,4,367,2,0,91.75,0.0,0.0,0.0,0.0,85.0,24.0,6.0,0.0,0.0,91.75,0.5,109.0,27.25,0.0,27.25,12.0,131.0,1.0194444444444444,0.0,0.9929453262786596,3.0367,0.2155829750740121,-0.19455,0.0,0.5,0.5,-0.69455
Marvin Gakpa,0.0,0.0,1.0,38.0,31.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8157894736842105,3,278,3,0,92.66666666666669,0.0,0.0,0.0,0.0,39.0,1.0,0.3333333333333333,0.0,0.0,92.66666666666669,1.0,40.0,13.333333333333334,0.0,13.333333333333334,0.6666666666666666,106.66666666666669,1.0296296296296297,1.4210854715202004e-14,0.9947089947089948,0.1944666666666666,0.0132058842610115,-0.14654,0.3,0.6,0.1,-0.14654
Marvin José Anieboh Pallaruelo,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,97,1,0,97.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,97.0,1.0,6.0,6.0,0.0,6.0,0.0,103.0,1.0777777777777775,0.0,0.998236331569665,0.0097,4.984248193407812e-05,-0.10056999999999998,0.2,0.5,0.3,-0.20056999999999997
Marvin Martin,0.0,1.0,5.0,234.0,181.0,0.0,5.0,3.0,0.0,0.0,6.0,0.7735042735042735,12,1037,8,4,86.41666666666667,0.3333333333333333,1.0,0.0833333333333333,0.0,239.0,8.0,0.6666666666666666,3.0,0.25,86.41666666666667,0.6666666666666666,247.0,20.58333333333333,0.0398148148148148,20.75,1.0833333333333333,108.21018518518518,0.9601851851851853,0.0,0.9788359788359788,0.4370333333333333,0.1014173197614101,0.031920000000000004,0.4,0.1,0.5,0.7319200000000001
Marvin Matip,2.0,1.0,25.0,1056.0,811.0,0.0,38.0,216.0,0.0,0.0,29.0,0.7679924242424242,33,2980,1,0,90.3030303030303,0.0,3.0,0.0909090909090909,0.08,1081.0,254.0,7.696969696969697,14.5,0.4393939393939394,90.3030303030303,0.0303030303030303,1335.0,40.45454545454545,0.0,40.87636363636364,14.954545454545457,146.1339393939394,1.0033670033670037,0.0,0.941798941798942,4.146484848484849,0.3258899975704487,-0.011549999999999994,0.3,0.3,0.4,0.28845
Marvin Mehlem,0.0,0.0,0.0,43.0,36.0,0.0,9.0,0.0,0.0,0.0,4.0,0.8372093023255814,2,161,1,1,80.5,0.5,0.0,0.0,0.0,43.0,9.0,4.5,2.0,1.0,80.5,0.5,52.0,26.0,0.1055555555555555,26.0,8.0,114.39444444444445,0.8944444444444445,0.0,0.9964726631393298,2.2661,0.3181524736902898,0.04564999999999999,0.5,0.2,0.3,0.84565
Marvin Pieringer,0.0,0.0,0.0,10.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,189,2,0,94.5,0.0,0.0,0.0,0.0,10.0,1.0,0.5,0.0,0.0,94.5,1.0,11.0,5.5,0.0,5.5,1.0,101.0,1.05,0.0,0.9964726631393298,0.2689,0.018505801506667,-0.05432999999999999,0.2,0.3,0.5,0.045670000000000044
Marvin Plattenhardt,2.0,4.0,15.0,1798.0,1379.0,0.0,32.0,76.0,2.0,0.0,40.0,0.7669632925472748,34,3055,0,1,89.8529411764706,0.0294117647058823,6.0,0.1764705882352941,0.1333333333333333,1813.0,108.0,3.176470588235294,22.0,0.6470588235294118,89.8529411764706,0.0,1921.0,56.5,0.0016339869281045,57.252941176470586,5.705882352941176,152.81013071895424,0.9983660130718954,0.0,0.9400352733686068,1.893735294117647,0.1846938531421752,-0.17487,0.2,0.5,0.3,-0.27486999999999995
Marvin Schulz,0.0,1.0,1.0,267.0,239.0,0.0,0.0,17.0,0.0,0.0,5.0,0.8951310861423221,8,721,4,0,90.125,0.0,1.0,0.125,0.0,268.0,17.0,2.125,2.5,0.3125,90.125,0.5,285.0,35.625,0.0,35.875,3.9375,129.9375,1.0013888888888889,0.0,0.9858906525573192,1.1346,0.1023978189562826,-0.16430999999999996,0.2,0.5,0.3,-0.26430999999999993
Marvin Schwäbe,0.0,0.0,0.0,79.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6962025316455697,2,184,0,0,92.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,92.0,0.0,79.0,39.5,0.0,39.5,0.0,131.5,1.022222222222222,0.0,0.9964726631393298,0.0184,0.000669313328829,0.07739,0.4,0.3,0.3,0.57739
Marvin Wanitzek,0.0,0.0,0.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,1,89,1,0,89.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,89.0,1.0,6.0,6.0,0.011111111111111,6.0,2.0,96.9888888888889,0.9888888888888888,0.0,0.998236331569665,0.5089,0.037176953469274,-0.14513000000000004,0.2,0.6,0.2,-0.34513
Marwan Attia Fahim Ghallab,0.0,0.0,2.0,110.0,104.0,0.0,2.0,2.0,0.0,0.0,5.0,0.9454545454545454,3,275,1,1,91.66666666666669,0.3333333333333333,0.0,0.0,0.0,112.0,4.0,1.3333333333333333,2.5,0.8333333333333334,91.66666666666669,0.3333333333333333,116.0,38.66666666666666,0.0,38.66666666666666,1.833333333333333,132.16666666666669,1.0185185185185186,1.4210854715202004e-14,0.9947089947089948,0.6941666666666666,0.1555916144375489,0.14511000000000002,0.3,0.0,0.7,0.7451099999999999
Marwan Mohsen,0.0,0.0,6.0,54.0,28.0,0.0,1.0,5.0,0.0,0.0,4.0,0.5185185185185185,3,206,0,3,68.66666666666667,1.0,0.0,0.0,0.0,60.0,6.0,2.0,2.0,0.6666666666666666,68.66666666666667,0.0,66.0,22.0,0.237037037037037,22.0,3.333333333333333,93.76296296296296,0.762962962962963,0.0,0.9947089947089948,1.0206,0.2956613833635816,-0.03205999999999999,0.2,0.3,0.5,0.06794000000000004
Marwin Hitz,0.0,0.0,0.0,1229.0,795.0,0.0,0.0,1.0,2.0,0.0,0.0,0.6468673718470301,33,3014,0,1,91.33333333333331,0.0303030303030303,0.0,0.0,0.0,1229.0,1.0,0.0303030303030303,2.0,0.0606060606060606,91.33333333333331,0.0,1230.0,37.27272727272727,0.0,37.27272727272727,0.0,128.6060606060606,1.0148148148148148,1.4210854715202004e-14,0.941798941798942,0.3165515151515151,0.0305294911420646,-0.046809999999999984,0.4,0.3,0.3,0.45319000000000004
Mary Alexandra Earps,0.0,0.0,0.0,1547.0,1184.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7653522947640594,46,4334,0,0,94.21739130434784,0.0,0.0,0.0,0.0,1547.0,1.0,0.0217391304347826,0.0,0.0,94.21739130434784,0.0,1548.0,33.65217391304348,0.0,33.65217391304348,0.0434782608695652,127.91304347826087,1.0468599033816426,1.4210854715202004e-14,0.9188712522045857,0.4442695652173913,0.0309927363440042,-0.12647000000000003,0.0,0.4,0.6,-0.52647
Mary Boio Fowler,2.0,1.0,15.0,137.0,94.0,0.0,2.0,4.0,0.0,0.0,5.0,0.6861313868613139,6,579,0,2,96.5,0.3333333333333333,3.0,0.5,0.1333333333333333,152.0,6.0,1.0,2.5,0.4166666666666667,96.5,0.0,158.0,26.33333333333333,0.0,27.73333333333333,1.5833333333333333,125.81666666666666,1.0722222222222222,0.0,0.9894179894179894,0.5579,0.1162208006126669,0.02763,0.4,0.3,0.3,0.52763
Mary Wilombe,0.0,0.0,0.0,18.0,15.0,0.0,2.0,3.0,0.0,0.0,0.0,0.8333333333333334,2,197,2,0,98.5,0.0,0.0,0.0,0.0,18.0,5.0,2.5,0.0,0.0,98.5,1.0,23.0,11.5,0.0,11.5,5.0,115.0,1.0944444444444446,0.0,0.9964726631393298,1.2697,0.0897663099632748,-0.06464,0.2,0.3,0.5,0.03536000000000003
Maryan Wisnieski,0.0,0.0,1.0,48.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7708333333333334,1,89,0,0,89.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,89.0,0.0,49.0,49.0,0.011111111111111,49.0,0.0,137.98888888888888,0.9888888888888888,0.0,0.998236331569665,0.0089,0.0015751806592182,-0.062150000000000004,0.2,0.4,0.4,-0.062150000000000004
María Catalina Usme Pineda,2.0,0.0,8.0,215.0,148.0,0.0,6.0,3.0,0.0,0.0,0.0,0.6883720930232559,5,476,0,1,95.2,0.2,2.0,0.4,0.25,223.0,9.0,1.8,0.0,0.0,95.2,0.0,232.0,46.4,0.0,47.95,3.6,146.75,1.0577777777777777,0.0,0.9911816578483246,0.9476,0.0953130661670814,-0.06827000000000001,0.3,0.4,0.3,0.13172999999999996
María Florencia Bonsegundo,1.0,0.0,10.0,183.0,117.0,0.0,6.0,2.0,0.0,0.0,11.0,0.639344262295082,6,493,0,2,82.16666666666667,0.3333333333333333,1.0,0.1666666666666666,0.1,193.0,8.0,1.3333333333333333,5.5,0.9166666666666666,82.16666666666667,0.0,201.0,33.5,0.087037037037037,34.13333333333333,1.75,117.96296296296298,0.912962962962963,0.0,0.9894179894179894,0.7159666666666666,0.1754721718083537,-0.026029999999999998,0.2,0.3,0.5,0.07397000000000004
María Francesca Caldentey Oliver,4.0,4.0,39.0,1207.0,984.0,0.0,14.0,8.0,0.0,0.0,12.0,0.8152444076222038,20,1692,2,14,84.6,0.7,8.0,0.4,0.1025641025641025,1246.0,22.0,1.1,6.0,0.3,84.6,0.1,1268.0,63.4,0.06,64.50769230769231,1.9,150.9476923076923,0.94,0.0,0.964726631393298,0.7192000000000001,0.1801592111280066,-0.02025,0.2,0.3,0.5,0.07975000000000003
María Isabel Rodríguez Rivero,0.0,0.0,0.0,56.0,52.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9285714285714286,4,363,0,0,90.75,0.0,0.0,0.0,0.0,56.0,0.0,0.0,1.0,0.25,90.75,0.0,56.0,14.0,0.0,14.0,-0.25,104.5,1.0083333333333333,0.0,0.9929453262786596,0.0363,0.0197447432004569,-0.029899999999999982,0.2,0.3,0.5,0.07010000000000005
María José Urrutia,1.0,0.0,8.0,53.0,41.0,0.0,1.0,1.0,0.0,0.0,4.0,0.7735849056603774,3,221,0,2,73.66666666666667,0.6666666666666666,1.0,0.3333333333333333,0.125,61.0,2.0,0.6666666666666666,2.0,0.6666666666666666,73.66666666666667,0.0,63.0,21.0,0.1814814814814814,22.041666666666668,0.6666666666666666,96.19351851851852,0.8185185185185185,0.0,0.9947089947089948,0.3554333333333333,0.1929186227862949,-0.19749999999999998,0.1,0.5,0.4,-0.49749999999999994
María Méndez Fernández,0.0,0.0,2.0,267.0,253.0,0.0,0.0,3.0,0.0,0.0,2.0,0.947565543071161,3,300,0,0,100.0,0.0,0.0,0.0,0.0,269.0,3.0,1.0,1.0,0.3333333333333333,100.0,0.0,272.0,90.66666666666669,0.0,90.66666666666669,1.6666666666666667,192.3333333333333,1.1111111111111112,0.0,0.9947089947089948,0.53,0.060831562474782,-0.10605,0.2,0.5,0.3,-0.20604999999999998
María Paula Coto González,0.0,0.0,3.0,118.0,87.0,0.0,2.0,26.0,0.0,0.0,2.0,0.7372881355932204,3,284,0,0,94.66666666666669,0.0,0.0,0.0,0.0,121.0,28.0,9.333333333333334,1.0,0.3333333333333333,94.66666666666669,0.0,149.0,49.66666666666666,0.0,49.66666666666666,18.333333333333336,162.66666666666669,1.0518518518518518,1.4210854715202004e-14,0.9947089947089948,4.695066666666667,0.3573990768855901,-0.13484,0.2,0.4,0.4,-0.13484
María Paula Elizondo,0.0,0.0,0.0,58.0,36.0,0.0,3.0,2.0,0.0,0.0,1.0,0.6206896551724138,2,151,0,1,75.5,0.5,0.0,0.0,0.0,58.0,5.0,2.5,0.5,0.25,75.5,0.0,63.0,31.5,0.1611111111111111,31.5,4.75,111.58888888888887,0.8388888888888889,0.0,0.9964726631393298,1.2651,0.2013865703783756,0.14397000000000001,0.4,0.2,0.4,0.7439700000000001
María Paula Salas,0.0,0.0,1.0,32.0,21.0,0.0,1.0,5.0,0.0,0.0,2.0,0.65625,3,244,1,2,81.33333333333333,0.6666666666666666,0.0,0.0,0.0,33.0,6.0,2.0,1.0,0.3333333333333333,81.33333333333333,0.3333333333333333,39.0,13.0,0.0962962962962963,13.0,3.6666666666666665,97.9037037037037,0.9037037037037036,0.0,0.9947089947089948,1.0244,0.2046859317089431,-0.018079999999999995,0.2,0.1,0.7,0.28192000000000006
María Pilar León Cebrián,0.0,2.0,4.0,643.0,552.0,0.0,10.0,35.0,0.0,0.0,9.0,0.8584758942457231,8,772,0,0,96.5,0.0,2.0,0.25,0.0,647.0,45.0,5.625,4.5,0.5625,96.5,0.0,692.0,86.5,0.0,87.0,10.6875,194.1875,1.0722222222222222,0.0,0.9858906525573192,2.8897,0.2451680482791685,-0.06589999999999999,0.3,0.2,0.5,0.33409999999999995
María Pérez,0.0,0.0,0.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8888888888888888,1,93,1,0,93.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.5,0.5,93.0,1.0,9.0,9.0,0.0,9.0,-0.5,101.5,1.0333333333333334,0.0,0.998236331569665,0.0093,0.0356231338737418,-0.24639000000000003,0.0,0.4,0.6,-0.64639
María Victoria Losada Gómez,0.0,0.0,1.0,42.0,35.0,0.0,0.0,2.0,0.0,0.0,2.0,0.8333333333333334,2,77,0,2,38.5,1.0,0.0,0.0,0.0,43.0,2.0,1.0,1.0,0.5,38.5,0.0,45.0,22.5,0.5722222222222222,22.5,1.5,61.92777777777778,0.4277777777777777,0.0,0.9964726631393298,0.5077,0.2950065744607122,-0.10533999999999999,0.1,0.4,0.5,-0.30534
Mashoor Shereef Thangalakath,1.0,1.0,5.0,386.0,258.0,0.0,23.0,52.0,0.0,0.0,16.0,0.6683937823834197,15,1323,4,4,88.2,0.2666666666666666,2.0,0.1333333333333333,0.2,391.0,75.0,5.0,8.0,0.5333333333333333,88.2,0.2666666666666666,466.0,31.066666666666663,0.02,31.933333333333334,9.466666666666669,129.57999999999998,0.98,0.0,0.9735449735449736,2.6323,0.2655868517114959,0.07503,0.4,0.1,0.5,0.7750300000000001
