player_name,goals,assists,shots,passes,successful_passes,tackles,interceptions,clearances,yellow_cards,red_cards,fouls,pass_accuracy,matches_played,total_minutes,sub_on,sub_off,minutes_per_match,early_sub_rate
Armando Izzo,0.0,1.0,15.0,1449.0,1157.0,0.0,74.0,147.0,0.0,0.0,49.0,0.7984817115251898,33,2890,3,3,87.57575757575758,0.0909090909090909
Armando Miguel Correia de Sa,0.0,0.0,0.0,34.0,18.0,0.0,1.0,2.0,0.0,0.0,4.0,0.5294117647058824,1,92,0,0,92.0,0.0
Armando Riveiro de Aguilar Malda,0.0,0.0,0.0,32.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3125,1,90,0,0,90.0,0.0
Armin Eck,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1,89,1,0,89.0,0.0
Armindo Tué Na Bangna,2.0,1.0,48.0,679.0,513.0,0.0,22.0,2.0,0.0,0.0,19.0,0.7555228276877761,32,2695,18,11,84.21875,0.34375
Arnaldo Antonio Sanabria Ayala,12.0,1.0,54.0,665.0,483.0,0.0,11.0,9.0,1.0,0.0,44.0,0.7263157894736842,31,2571,2,15,82.93548387096774,0.4838709677419355
Arnaud Kalimuendo Muinga,1.0,0.0,7.0,67.0,61.0,0.0,0.0,1.0,0.0,0.0,2.0,0.9104477611940298,4,291,0,4,72.75,1.0
Arnaud Nordin,1.0,0.0,3.0,17.0,13.0,0.0,4.0,0.0,0.0,0.0,0.0,0.7647058823529411,2,156,1,1,78.0,0.5
Arnaud Souquet,0.0,0.0,1.0,31.0,25.0,0.0,3.0,0.0,0.0,0.0,3.0,0.8064516129032258,2,165,1,1,82.5,0.5
Arne Engels,0.0,0.0,1.0,23.0,20.0,0.0,0.0,2.0,0.0,0.0,1.0,0.8695652173913043,2,186,2,0,93.0,0.0
Arne Maier,0.0,1.0,0.0,54.0,39.0,0.0,1.0,2.0,0.0,0.0,0.0,0.7222222222222222,2,185,1,1,92.5,0.5
Arnold Bouka Moutou,2.0,0.0,8.0,571.0,394.0,0.0,22.0,33.0,0.0,0.0,10.0,0.6900175131348512,23,2008,11,4,87.30434782608695,0.1739130434782608
Arnold Mvuemba,0.0,0.0,4.0,284.0,262.0,0.0,1.0,1.0,0.0,0.0,7.0,0.9225352112676056,6,499,3,1,83.16666666666667,0.1666666666666666
Arnór Ingvi Traustason,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,92,1,0,92.0,0.0
Aron Einar Gunnarsson,0.0,0.0,2.0,89.0,61.0,0.0,3.0,5.0,0.0,0.0,2.0,0.6853932584269663,3,254,0,2,84.66666666666667,0.6666666666666666
Aron Jóhannsson,2.0,0.0,13.0,100.0,67.0,0.0,1.0,1.0,0.0,0.0,14.0,0.67,6,461,1,5,76.83333333333333,0.8333333333333334
Arouna Koné,5.0,3.0,41.0,666.0,546.0,0.0,11.0,10.0,1.0,0.0,26.0,0.8198198198198198,28,2364,9,10,84.42857142857143,0.3571428571428571
Arshdeep Singh Saini,0.0,0.0,0.0,277.0,181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6534296028880866,8,743,0,0,92.875,0.0
Artem Besedin,0.0,0.0,0.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,3,283,3,1,94.33333333333331,0.3333333333333333
Artem Dovbyk,1.0,0.0,8.0,40.0,31.0,0.0,0.0,1.0,1.0,0.0,4.0,0.775,4,373,1,1,93.25,0.25
Artem Dzyuba,4.0,3.0,13.0,191.0,122.0,0.0,1.0,8.0,0.0,0.0,22.0,0.6387434554973822,8,666,1,4,83.25,0.5
Artem Kravets,1.0,1.0,16.0,195.0,134.0,0.0,1.0,7.0,0.0,0.0,16.0,0.6871794871794872,16,1344,10,4,84.0,0.25
Arthur Augusto de Matos Soares,0.0,2.0,2.0,108.0,94.0,0.0,1.0,7.0,0.0,0.0,2.0,0.8703703703703703,4,338,2,1,84.5,0.25
Arthur Desmas,0.0,0.0,0.0,30.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7333333333333333,1,89,0,0,89.0,0.0
Arthur Etienne Boka,0.0,0.0,8.0,667.0,506.0,0.0,23.0,18.0,0.0,0.0,17.0,0.7586206896551724,15,1294,3,4,86.26666666666667,0.2666666666666666
Arthur Henrique Ramos de Oliveira Melo,2.0,1.0,5.0,912.0,825.0,0.0,5.0,8.0,0.0,0.0,14.0,0.9046052631578948,18,1442,6,9,80.11111111111111,0.5
Arthur Masuaku,1.0,0.0,7.0,395.0,290.0,0.0,4.0,17.0,0.0,0.0,5.0,0.7341772151898734,6,596,0,0,99.33333333333331,0.0
Arthur Theate,0.0,0.0,3.0,298.0,261.0,0.0,8.0,15.0,0.0,0.0,3.0,0.8758389261744967,5,444,0,1,88.8,0.2
Artoms Rudņevs,2.0,1.0,15.0,163.0,100.0,0.0,1.0,9.0,0.0,0.0,13.0,0.6134969325153374,11,934,5,4,84.9090909090909,0.3636363636363636
Artur Boruc,0.0,0.0,0.0,913.0,576.0,0.0,1.0,2.0,2.0,0.0,1.0,0.6308871851040526,32,2948,0,0,92.125,0.0
Artur Ioniţă,4.0,2.0,40.0,863.0,685.0,0.0,31.0,32.0,1.0,0.0,68.0,0.7937427578215527,31,2708,4,6,87.35483870967742,0.1935483870967742
Artur Jędrzejczyk,0.0,0.0,1.0,58.0,45.0,0.0,0.0,2.0,0.0,0.0,2.0,0.7758620689655172,2,182,1,0,91.0,0.0
Artur Sobiech,7.0,0.0,30.0,415.0,297.0,0.0,0.0,8.0,0.0,0.0,43.0,0.7156626506024096,25,2099,6,8,83.96,0.32
Arturo Erasmo Vidal Pardo,11.0,7.0,75.0,3239.0,2905.0,0.0,29.0,47.0,0.0,0.0,116.0,0.8968817536276629,60,5041,20,18,84.01666666666667,0.3
Arturo García Muñoz,0.0,0.0,2.0,74.0,60.0,0.0,1.0,9.0,0.0,0.0,3.0,0.8108108108108109,3,270,1,0,90.0,0.0
Ashleigh Neville,2.0,1.0,8.0,609.0,445.0,0.0,24.0,61.0,1.0,0.0,17.0,0.7307060755336617,13,1134,0,4,87.23076923076923,0.3076923076923077
Ashleigh Plumptre,0.0,0.0,5.0,211.0,160.0,0.0,13.0,14.0,0.0,0.0,3.0,0.7582938388625592,4,393,0,1,98.25,0.25
Ashley Cole,0.0,3.0,10.0,1850.0,1576.0,0.0,34.0,136.0,1.0,0.0,31.0,0.8518918918918919,32,2863,0,2,89.46875,0.0625
Ashley Elizabeth Marie Lawrence,0.0,1.0,8.0,419.0,325.0,0.0,1.0,12.0,0.0,0.0,13.0,0.7756563245823389,7,659,0,0,94.14285714285714,0.0
Ashley Hatch,1.0,0.0,32.0,182.0,121.0,0.0,1.0,5.0,0.0,0.0,13.0,0.6648351648351648,8,712,0,1,89.0,0.125
Ashley Westwood,2.0,2.0,38.0,1678.0,1344.0,0.0,38.0,47.0,0.0,0.0,41.0,0.8009535160905841,33,2954,1,3,89.51515151515152,0.0909090909090909
Ashley Williams,2.0,1.0,16.0,1884.0,1600.0,0.0,69.0,324.0,2.0,0.0,34.0,0.8492569002123143,36,3304,0,0,91.77777777777776,0.0
Ashley Young,1.0,3.0,9.0,1020.0,767.0,0.0,16.0,28.0,0.0,0.0,22.0,0.7519607843137255,23,2024,7,5,88.0,0.217391304347826
Ashlyn Harris,0.0,0.0,0.0,171.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6023391812865497,7,649,0,0,92.71428571428572,0.0
Ashot Khachatryan,0.0,0.0,0.0,19.0,14.0,0.0,0.0,10.0,0.0,0.0,3.0,0.7368421052631579,1,78,0,0,78.0,0.0
Ashutosh Mehta,0.0,0.0,7.0,447.0,343.0,0.0,24.0,38.0,0.0,0.0,17.0,0.767337807606264,17,1581,7,2,93.0,0.1176470588235294
Asier Goiria Etxebarria,0.0,0.0,0.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6428571428571429,1,62,0,1,62.0,1.0
Asier Illarramendi Andonegi,1.0,3.0,27.0,2250.0,1791.0,0.0,123.0,68.0,3.0,0.0,80.0,0.796,42,3761,3,4,89.54761904761905,0.0952380952380952
Asier Riesgo Unamuno,0.0,0.0,0.0,1143.0,544.0,0.0,0.0,6.0,0.0,0.0,1.0,0.4759405074365704,36,3301,0,0,91.69444444444444,0.0
Asier Villalibre Molina,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,188,2,0,94.0,0.0
Asier del Horno Cosgaya,0.0,0.0,2.0,49.0,36.0,0.0,2.0,4.0,0.0,0.0,5.0,0.7346938775510204,2,165,0,1,82.5,0.5
Asisat Lamina Oshoala,2.0,0.0,15.0,92.0,60.0,0.0,1.0,2.0,1.0,0.0,11.0,0.6521739130434783,7,639,2,4,91.28571428571428,0.5714285714285714
Asish Rai,0.0,2.0,10.0,738.0,476.0,0.0,45.0,38.0,0.0,0.0,27.0,0.6449864498644986,16,1487,1,2,92.9375,0.125
Asmir Begović,0.0,0.0,0.0,410.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.551219512195122,17,1544,2,0,90.82352941176472,0.0
Asmita Ale,0.0,1.0,1.0,760.0,508.0,0.0,79.0,68.0,0.0,0.0,16.0,0.6684210526315789,18,1644,2,1,91.33333333333331,0.0555555555555555
Assan Ceesay,0.0,1.0,1.0,10.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,0.8,2,192,2,0,96.0,0.0
Assane Demoya Gnoukouri,0.0,0.0,2.0,50.0,42.0,0.0,1.0,1.0,0.0,0.0,1.0,0.84,2,138,1,1,69.0,0.5
Assane Dioussé El Hadji,0.0,0.0,5.0,716.0,603.0,0.0,6.0,15.0,0.0,0.0,25.0,0.8421787709497207,15,1195,6,6,79.66666666666667,0.4
Assani Lukimya-Mulongoti,0.0,0.0,5.0,380.0,266.0,0.0,9.0,67.0,0.0,0.0,23.0,0.7,12,1098,2,0,91.5,0.0
Assim Omer Al Haj Madibo,0.0,0.0,0.0,71.0,62.0,0.0,3.0,3.0,0.0,0.0,2.0,0.8732394366197183,2,157,0,1,78.5,0.5
Aster Vranckx,0.0,0.0,0.0,7.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8571428571428571,1,88,1,0,88.0,0.0
Atakan Karazor,0.0,0.0,1.0,129.0,115.0,0.0,5.0,5.0,0.0,0.0,4.0,0.8914728682170543,2,187,0,0,93.5,0.0
Athenea del Castillo Belvide,2.0,2.0,15.0,187.0,137.0,0.0,6.0,2.0,0.0,0.0,17.0,0.732620320855615,13,1178,9,4,90.6153846153846,0.3076923076923077
Atiba Hutchinson,0.0,0.0,2.0,112.0,103.0,0.0,4.0,4.0,0.0,0.0,2.0,0.9196428571428572,3,219,1,2,73.0,0.6666666666666666
Atila Turan,2.0,0.0,13.0,341.0,230.0,0.0,11.0,19.0,0.0,0.0,8.0,0.6744868035190615,11,998,3,1,90.72727272727272,0.0909090909090909
Atilio Genaro Ancheta Weigel,0.0,0.0,0.0,19.0,16.0,0.0,3.0,3.0,0.0,0.0,1.0,0.8421052631578947,1,85,0,0,85.0,0.0
Atlanta Reigan Primus,0.0,0.0,6.0,91.0,62.0,0.0,3.0,4.0,0.0,0.0,5.0,0.6813186813186813,4,344,1,2,86.0,0.5
Attila Fiola,1.0,0.0,2.0,160.0,116.0,0.0,1.0,16.0,0.0,0.0,16.0,0.725,5,450,0,2,90.0,0.4
Attila Szalai,0.0,0.0,1.0,190.0,149.0,0.0,5.0,16.0,0.0,0.0,5.0,0.7842105263157895,5,454,1,1,90.8,0.2
Aubrey Maphosa Modiba,1.0,0.0,6.0,408.0,334.0,0.0,4.0,19.0,0.0,0.0,7.0,0.8186274509803921,7,748,0,0,106.85714285714286,0.0
Aubrey Renee Kingsbury,0.0,0.0,1.0,194.0,105.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5412371134020618,6,548,0,0,91.33333333333331,0.0
Augustin Alberto Balbuena,0.0,0.0,0.0,24.0,14.0,0.0,4.0,1.0,0.0,0.0,1.0,0.5833333333333334,1,92,0,0,92.0,0.0
"Augustine Azuka ""Jay-Jay"" Okocha",0.0,0.0,5.0,100.0,64.0,0.0,0.0,0.0,0.0,0.0,1.0,0.64,2,182,0,0,91.0,0.0
Augustine Sylvia Ejangue Siliki,0.0,0.0,1.0,70.0,39.0,0.0,1.0,5.0,0.0,0.0,4.0,0.5571428571428572,2,153,0,1,76.5,0.5
Augusto Jorge Mateo Solari,0.0,0.0,1.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5384615384615384,1,90,1,0,90.0,0.0
Augusto Matías Fernández,1.0,1.0,19.0,1632.0,1421.0,0.0,88.0,40.0,3.0,0.0,66.0,0.8707107843137255,34,2855,3,11,83.97058823529412,0.3235294117647059
Augusto de Jesus Corte Real Carneiro,0.0,0.0,0.0,155.0,123.0,0.0,3.0,22.0,0.0,0.0,2.0,0.7935483870967742,3,286,0,0,95.33333333333331,0.0
Aurora Galli,3.0,0.0,5.0,107.0,78.0,0.0,4.0,2.0,0.0,0.0,9.0,0.7289719626168224,6,460,2,2,76.66666666666667,0.3333333333333333
Aurora Watten Mikalsen,0.0,0.0,0.0,294.0,215.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7312925170068028,9,834,0,0,92.66666666666669,0.0
Aurélien Djani Tchouaméni,1.0,0.0,23.0,925.0,850.0,0.0,24.0,16.0,1.0,0.0,19.0,0.918918918918919,13,1219,0,3,93.76923076923076,0.2307692307692307
Aurélio Gabriel Ulineia Buta,0.0,0.0,1.0,65.0,56.0,0.0,0.0,1.0,0.0,0.0,3.0,0.8615384615384616,2,189,1,0,94.5,0.0
Avell Chitundu,0.0,1.0,3.0,40.0,26.0,0.0,4.0,1.0,0.0,0.0,0.0,0.65,3,275,2,2,91.66666666666669,0.6666666666666666
Awer Mabil,0.0,0.0,0.0,14.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7142857142857143,2,191,2,0,95.5,0.0
Axel Disasi,0.0,0.0,2.0,158.0,129.0,0.0,12.0,7.0,0.0,0.0,6.0,0.8164556962025317,4,383,2,0,95.75,0.0
Axel Ngando,2.0,1.0,14.0,533.0,427.0,0.0,11.0,6.0,0.0,0.0,29.0,0.801125703564728,21,1695,7,10,80.71428571428571,0.4761904761904761
Axel Witsel,0.0,0.0,9.0,709.0,674.0,0.0,7.0,12.0,1.0,0.0,20.0,0.9506346967559944,13,1210,1,1,93.07692307692308,0.0769230769230769
Aya Sameshima,0.0,0.0,1.0,268.0,205.0,0.0,1.0,11.0,0.0,0.0,4.0,0.7649253731343284,4,367,0,0,91.75,0.0
Ayaka Yamashita,0.0,0.0,0.0,218.0,183.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8394495412844036,9,820,0,0,91.11111111111111,0.0
Ayase Ueda,0.0,0.0,0.0,11.0,7.0,0.0,0.0,2.0,0.0,0.0,1.0,0.6363636363636364,1,45,0,1,45.0,1.0
Ayman Kari,0.0,0.0,2.0,28.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9285714285714286,1,94,1,0,94.0,0.0
Aymen Abdennour,0.0,0.0,7.0,919.0,755.0,0.0,55.0,101.0,0.0,0.0,26.0,0.8215451577801959,24,2056,2,2,85.66666666666667,0.0833333333333333
Aymen Barkok,0.0,0.0,1.0,18.0,15.0,0.0,0.0,0.0,0.0,0.0,2.0,0.8333333333333334,1,93,1,0,93.0,0.0
Aymen Dahmen,0.0,0.0,0.0,77.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6233766233766234,3,292,0,0,97.33333333333331,0.0
Aymen Mathlouthi,0.0,0.0,0.0,29.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7586206896551724,1,97,0,0,97.0,0.0
Aymeric Laporte,4.0,1.0,29.0,3127.0,2756.0,0.0,71.0,189.0,0.0,0.0,58.0,0.8813559322033898,47,4326,1,2,92.04255319148936,0.0425531914893617
Ayoub El Kaabi,0.0,0.0,7.0,26.0,20.0,0.0,0.0,1.0,0.0,0.0,5.0,0.7692307692307693,6,528,4,2,88.0,0.3333333333333333
Ayoze Díaz Díaz,0.0,0.0,2.0,161.0,107.0,0.0,6.0,23.0,0.0,0.0,16.0,0.6645962732919255,6,513,1,1,85.5,0.1666666666666666
Ayoze García Pérez,0.0,0.0,1.0,17.0,14.0,0.0,1.0,0.0,0.0,0.0,3.0,0.8235294117647058,2,155,1,1,77.5,0.5
Ayoze Pérez Gutiérrez,6.0,2.0,54.0,661.0,466.0,0.0,34.0,17.0,0.0,0.0,41.0,0.7049924357034796,35,2994,13,12,85.54285714285714,0.3428571428571428
Aytac Sulu,7.0,0.0,21.0,568.0,324.0,0.0,43.0,219.0,0.0,0.0,37.0,0.5704225352112676,33,2967,0,0,89.9090909090909,0.0
Aythami Artiles Oliva,0.0,1.0,10.0,1696.0,1404.0,0.0,52.0,218.0,1.0,0.0,39.0,0.8278301886792453,35,3063,2,2,87.51428571428572,0.0571428571428571
Ayush Adhikari,1.0,0.0,10.0,318.0,244.0,0.0,13.0,6.0,0.0,0.0,26.0,0.7672955974842768,17,1431,9,7,84.17647058823529,0.4117647058823529
Aziz Bouhaddouz,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6666666666666666,2,189,2,0,94.5,0.0
Aziz Eraltay Behich,0.0,0.0,4.0,384.0,298.0,0.0,8.0,9.0,0.0,0.0,8.0,0.7760416666666666,7,662,0,0,94.57142857142856,0.0
Azor Matusiwa,0.0,0.0,0.0,113.0,104.0,0.0,3.0,0.0,0.0,0.0,3.0,0.9203539823008848,2,140,0,1,70.0,0.5
Azzedine Ounahi,1.0,0.0,13.0,495.0,427.0,0.0,11.0,2.0,1.0,0.0,5.0,0.8626262626262626,12,1070,2,7,89.16666666666667,0.5833333333333334
Aïssa Bilal Laïdouni,0.0,1.0,4.0,340.0,284.0,0.0,15.0,21.0,0.0,0.0,10.0,0.8352941176470589,9,808,2,2,89.77777777777777,0.2222222222222222
Aïssa Mandi,5.0,1.0,24.0,1849.0,1583.0,0.0,55.0,224.0,0.0,0.0,38.0,0.8561384532179557,42,3804,0,1,90.57142857142856,0.0238095238095238
Aïssatou Tounkara,0.0,0.0,1.0,100.0,88.0,0.0,4.0,6.0,0.0,0.0,1.0,0.88,3,280,1,0,93.33333333333331,0.0
Babacar Gueye,1.0,2.0,14.0,181.0,135.0,0.0,0.0,7.0,0.0,0.0,9.0,0.7458563535911602,11,980,5,2,89.0909090909091,0.1818181818181818
Babacar Niasse,0.0,0.0,0.0,110.0,50.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4545454545454545,4,385,0,0,96.25,0.0
Baboucarr Gaye,0.0,0.0,0.0,75.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,3,281,0,0,93.66666666666669,0.0
Bacary Sagna,0.0,3.0,4.0,1984.0,1624.0,0.0,24.0,118.0,1.0,0.0,20.0,0.8185483870967742,28,2577,1,1,92.03571428571428,0.0357142857142857
Badr Banoun,0.0,0.0,1.0,21.0,21.0,0.0,1.0,5.0,0.0,0.0,2.0,1.0,3,309,3,0,103.0,0.0
Badredine Bouanani,0.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1,91,1,0,91.0,0.0
Bafodé Diakité,1.0,0.0,2.0,108.0,102.0,0.0,3.0,2.0,0.0,0.0,4.0,0.9444444444444444,2,153,0,1,76.5,0.5
Bafétimbi Gomis,6.0,0.0,59.0,499.0,398.0,0.0,4.0,17.0,0.0,0.0,23.0,0.7975951903807615,33,2914,15,8,88.3030303030303,0.2424242424242424
Baghdad Bounedjah,3.0,0.0,9.0,32.0,20.0,0.0,0.0,3.0,1.0,0.0,4.0,0.625,3,265,0,1,88.33333333333333,0.3333333333333333
Bailey Wright,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,1,92,1,0,92.0,0.0
Bakari Camara,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1,101,1,0,101.0,0.0
Bakari Nondo Mwamnyeto,0.0,0.0,0.0,187.0,157.0,0.0,2.0,17.0,0.0,0.0,1.0,0.839572192513369,3,276,0,0,92.0,0.0
Bakary Adama Soumaoro,1.0,0.0,13.0,980.0,837.0,0.0,32.0,131.0,0.0,0.0,30.0,0.8540816326530613,28,2516,3,1,89.85714285714286,0.0357142857142857
Bakary Koné,0.0,0.0,3.0,238.0,210.0,0.0,8.0,18.0,1.0,0.0,3.0,0.8823529411764706,6,547,2,0,91.16666666666669,0.0
Bakary Sako,2.0,1.0,35.0,423.0,293.0,0.0,9.0,13.0,0.0,0.0,16.0,0.6926713947990544,19,1567,9,8,82.47368421052632,0.4210526315789473
Balwant Singh,0.0,0.0,2.0,36.0,17.0,0.0,0.0,2.0,1.0,0.0,3.0,0.4722222222222222,5,475,5,0,95.0,0.0
Bambanani Nolufefe Mbane,0.0,0.0,1.0,114.0,77.0,0.0,5.0,30.0,0.0,0.0,4.0,0.6754385964912281,5,422,0,1,84.4,0.2
Bambasé Conté,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,94,1,0,94.0,0.0
Bamidele Alli,11.0,8.0,82.0,1288.0,958.0,0.0,35.0,39.0,2.0,0.0,59.0,0.7437888198757764,39,3345,6,21,85.76923076923077,0.5384615384615384
Banana Yaya,0.0,1.0,0.0,197.0,162.0,0.0,6.0,10.0,0.0,0.0,2.0,0.8223350253807107,5,455,3,1,91.0,0.2
Baptiste Guillaume,0.0,0.0,10.0,128.0,74.0,0.0,7.0,12.0,0.0,0.0,8.0,0.578125,10,901,5,2,90.1,0.2
Baptiste Santamaría,0.0,0.0,3.0,41.0,33.0,0.0,2.0,0.0,0.0,0.0,3.0,0.8048780487804879,3,285,2,0,95.0,0.0
Barbara Bonansea,3.0,1.0,29.0,289.0,164.0,0.0,7.0,13.0,0.0,0.0,15.0,0.5674740484429066,15,1215,2,8,81.0,0.5333333333333333
Barbara Dunst,0.0,0.0,12.0,106.0,54.0,0.0,6.0,4.0,0.0,0.0,2.0,0.5094339622641509,4,359,0,0,89.75,0.0
Barbra Banda,1.0,1.0,9.0,66.0,35.0,0.0,0.0,1.0,0.0,0.0,6.0,0.5303030303030303,3,295,0,0,98.33333333333331,0.0
Barnabás Varga,1.0,0.0,4.0,51.0,26.0,0.0,1.0,4.0,1.0,0.0,2.0,0.5098039215686274,3,255,0,2,85.0,0.6666666666666666
Barry Ferguson,0.0,0.0,3.0,53.0,45.0,0.0,0.0,2.0,1.0,0.0,2.0,0.8490566037735849,1,92,0,0,92.0,0.0
Barry Hayles,0.0,0.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.8571428571428571,1,92,1,0,92.0,0.0
Barry Hulshoff,0.0,0.0,3.0,86.0,66.0,0.0,5.0,25.0,0.0,0.0,7.0,0.7674418604651163,3,271,0,0,90.33333333333331,0.0
Bart Verbruggen,0.0,0.0,0.0,211.0,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8436018957345972,6,563,0,0,93.83333333333331,0.0
Bartholomew Owogbalor Ogbeche,18.0,1.0,68.0,463.0,318.0,0.0,19.0,19.0,2.0,0.0,43.0,0.6868250539956804,22,1958,2,8,89.0,0.3636363636363636
Bartlomiej Pawłowski,0.0,0.0,1.0,14.0,8.0,0.0,1.0,0.0,0.0,0.0,2.0,0.5714285714285714,1,91,1,0,91.0,0.0
Bartol Franjić,0.0,0.0,0.0,57.0,52.0,0.0,8.0,9.0,0.0,0.0,1.0,0.912280701754386,2,173,0,1,86.5,0.5
Bartosz Bereszyński,0.0,0.0,3.0,436.0,354.0,0.0,13.0,29.0,0.0,0.0,12.0,0.8119266055045872,11,971,2,2,88.27272727272727,0.1818181818181818
Bartosz Salamon,0.0,0.0,1.0,31.0,26.0,0.0,2.0,6.0,0.0,0.0,1.0,0.8387096774193549,1,85,0,1,85.0,1.0
Bartosz Slisz,0.0,0.0,0.0,43.0,37.0,0.0,1.0,4.0,0.0,0.0,3.0,0.8604651162790697,2,167,1,1,83.5,0.5
Barış Alper Yılmaz,0.0,0.0,4.0,106.0,81.0,0.0,1.0,5.0,0.0,0.0,6.0,0.7641509433962265,5,471,0,0,94.2,0.0
Bas Dost,8.0,2.0,41.0,398.0,311.0,0.0,2.0,13.0,0.0,0.0,17.0,0.7814070351758794,22,1890,8,8,85.9090909090909,0.3636363636363636
Basilio Ndong Owono Nchamaaa,0.0,1.0,1.0,135.0,104.0,0.0,1.0,8.0,0.0,0.0,8.0,0.7703703703703704,4,383,0,0,95.75,0.0
Bassam Hisham Al Rawi,0.0,0.0,0.0,57.0,48.0,0.0,2.0,8.0,0.0,0.0,2.0,0.8421052631578947,1,94,0,0,94.0,0.0
Bassem Srarfi,0.0,0.0,0.0,9.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6666666666666666,3,282,3,0,94.0,0.0
Bastian Oczipka,0.0,0.0,10.0,1656.0,1259.0,0.0,47.0,69.0,1.0,0.0,29.0,0.7602657004830918,30,2705,0,0,90.16666666666669,0.0
Bastian Schweinsteiger,1.0,0.0,12.0,1086.0,924.0,0.0,10.0,23.0,0.0,0.0,25.0,0.850828729281768,18,1546,5,5,85.88888888888889,0.2777777777777778
Batcheba Louis,0.0,0.0,2.0,52.0,30.0,0.0,2.0,2.0,0.0,0.0,3.0,0.5769230769230769,3,256,0,2,85.33333333333333,0.6666666666666666
Batista Mendy,0.0,0.0,3.0,117.0,106.0,0.0,1.0,1.0,0.0,0.0,4.0,0.905982905982906,2,170,0,1,85.0,0.5
Beatriz Pina Fonseca,0.0,0.0,1.0,9.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,0.8888888888888888,1,45,0,1,45.0,1.0
Beatriz Zaneratto João,1.0,0.0,13.0,97.0,62.0,0.0,1.0,1.0,0.0,0.0,5.0,0.6391752577319587,7,616,5,2,88.0,0.2857142857142857
Bechir Ben Said,0.0,0.0,0.0,82.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8048780487804879,3,286,0,0,95.33333333333331,0.0
Ben Brereton Díaz,0.0,0.0,2.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,3,283,3,0,94.33333333333331,0.0
Ben Davies,0.0,2.0,15.0,1170.0,877.0,0.0,15.0,95.0,1.0,0.0,23.0,0.7495726495726496,23,2095,4,1,91.08695652173913,0.0434782608695652
Ben Foster,0.0,0.0,0.0,408.0,202.0,0.0,0.0,3.0,1.0,0.0,0.0,0.4950980392156863,15,1375,0,0,91.66666666666669,0.0
Ben Sahar,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1,92,1,0,92.0,0.0
Ben Thatcher,0.0,0.0,0.0,33.0,14.0,0.0,0.0,4.0,0.0,0.0,4.0,0.4242424242424242,1,92,0,0,92.0,0.0
Ben Watson,1.0,0.0,16.0,1599.0,1186.0,0.0,42.0,90.0,0.0,0.0,47.0,0.7417135709818636,35,3214,4,3,91.82857142857142,0.0857142857142857
Bendegúz Bolla,0.0,0.0,3.0,69.0,51.0,0.0,2.0,5.0,0.0,0.0,6.0,0.7391304347826086,3,250,1,2,83.33333333333333,0.6666666666666666
Benedetta Glionna,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,103,1,0,103.0,0.0
Benedetta Orsi,0.0,0.0,0.0,52.0,45.0,0.0,2.0,2.0,0.0,0.0,2.0,0.8653846153846154,1,99,0,1,99.0,1.0
