player.name,profile_url
Danilho Doekhi,https://www.transfermarkt.com/danilho-doekhi/profil/spieler/387047
Diogo Leite,https://www.transfermarkt.com/diogo-leite/profil/spieler/357156
Robin Knoche,https://www.transfermarkt.com/robin-knoche/profil/spieler/94201
Paul Jaeckel,https://www.transfermarkt.com/paul-jaeckel/profil/spieler/284248
Leonardo Bonucci,https://www.transfermarkt.com/leonardo-bonucci/profil/spieler/39983
Oluwaseun Ogbemudia,https://www.transfermarkt.com/oluwaseun-ogbemudia/profil/spieler/995520
Robin Gosens,https://www.transfermarkt.com/robin-gosens/profil/spieler/273132
Jérôme Roussillon,https://www.transfermarkt.com/jerome-roussillon/profil/spieler/127076
Laurenz Dehl,https://www.transfermarkt.com/laurenz-dehl/profil/spieler/451403
Josip Juranovic,https://www.transfermarkt.com/josip-juranovic/profil/spieler/362977
