player_name,season,season_encoded,team,position,position_encoded,current_age,market_value_eur,log_market_value,market_value_tier_encoded,market_value_source,age_squared,age_decay_factor,career_stage,pos_Defender,pos_Forward,pos_Goalkeeper,pos_Midfielder,matches,minutes_played,minutes_per_match,minutes_played_tier_encoded,goals,assists,shots,passes_total,passes_complete,pass_accuracy_pct,pass_accuracy_tier_encoded,tackles_total,tackles_won,tackle_success_rate,dribbles,interceptions,fouls_committed,goals_per90,assists_per90,shots_per90,goal_contributions_per90,shot_conversion_rate,assist_to_goal_ratio,defensive_actions_per90,dribbles_per90,attacking_output_index,total_injuries,total_days_injured,total_matches_missed,most_common_injury,injury_burden_index,availability_rate,injury_frequency,total_injuries_tier_encoded,total_tweets,total_likes,positive_tweets,negative_tweets,tweet_engagement_rate,social_buzz_score,transfer_attractiveness_score,vader_positive_score,vader_negative_score,vader_compound_score,tb_polarity,tb_subjectivity,positive_count,negative_count,neutral_count,sentiment_label
Alejandro Nilsen,2019/20,1,Manchester City,Defender,2,25,44582636.0,17.6129,3,original,625,1.0,Prime,1,0,0,0,9,468,52.0,1,6,2,41,772,530,68.7,1,87,37,0.4253,141,76,38,1.1538,0.3846,7.8846,1.5385,0.1463,0.3333,31.3462,27.1154,16.3077,0,0,0,,0,1.0,0.0,0,1,2785,1,0,2785.0,2785.0,234.5472,0.1257,0.1067,-0.0069,0.3,0.475,1,1,1,Neutral
Luka Cisse,2019/20,1,Fenerbahce,Defender,2,25,245677090.0,19.3195,4,original,625,1.0,Prime,1,0,0,0,19,1691,89.0,2,0,4,8,2685,2088,77.8,2,100,55,0.55,165,6,50,0.0,0.2129,0.4258,0.2129,0.0,4.0,5.6416,8.7818,3.2732,2,107,10,Muscle strain,214,0.6552,2.0,1,2,3606,2,0,1803.0,3606.0,240.4647,0.1895,0.0695,0.1809,0.2979,0.3512,2,1,1,Positive
Alejandro Maksimovic,2019/20,1,Bayer Leverkusen,Defender,2,25,11969332.0,16.2979,2,original,625,1.0,Prime,1,0,0,0,32,2208,69.0,2,3,7,28,2632,1645,62.5,1,118,93,0.7881,92,40,8,0.1223,0.2853,1.1413,0.4076,0.1071,2.3333,6.4402,3.75,2.6332,0,0,0,,0,1.0,0.0,0,1,617,0,0,617.0,617.0,101.1454,0.0,0.183,-0.3416,0.0228,0.772,0,2,1,Negative
Raheem Perez,2019/20,1,AC Milan,Forward,4,25,46332691.0,17.6514,3,original,625,1.0,Prime,0,1,0,0,37,2627,71.0,3,11,17,90,2129,1988,93.4,3,103,44,0.4272,150,8,0,0.3769,0.5824,3.0834,0.9593,0.1222,1.5455,3.8028,5.1389,5.3788,1,30,2,Virus,30,0.9487,1.0,1,5,15692,4,0,3138.4,15692.0,860.7344,0.155,0.0895,0.1583,0.1681,0.3563,3,2,1,Positive
Sergio Nilsen,2019/20,1,Wolfsburg,Defender,2,25,5408884.0,15.5036,1,original,625,1.0,Prime,1,0,0,0,14,658,47.0,1,0,6,4,2774,2355,84.9,2,103,58,0.5631,179,51,5,0.0,0.8207,0.5471,0.8207,0.0,6.0,21.0638,24.4833,9.2599,1,45,3,Cartilage damage,45,0.8235,1.0,1,3,7371,2,0,2457.0,7371.0,443.0346,0.057,0.1588,-0.1688,0.125,0.375,1,2,1,Negative
Sadio Keita,2019/20,1,Celtic,Forward,4,25,77020433.0,18.1596,4,original,625,1.0,Prime,0,1,0,0,35,2765,79.0,3,19,4,96,1469,922,62.8,1,31,24,0.7742,39,68,20,0.6184,0.1302,3.1248,0.7486,0.1979,0.2105,3.2224,1.2694,4.059,0,0,0,,0,1.0,0.0,0,3,6365,1,0,2121.6667,6365.0,394.4976,0.15,0.083,0.2559,0.0726,0.2671,2,0,1,Positive
Youssef Muller,2019/20,1,Inter Milan,Forward,4,25,23184023.0,16.959,2,original,625,1.0,Prime,0,1,0,0,38,3230,85.0,3,24,2,126,1177,729,62.0,1,16,12,0.75,29,58,39,0.6687,0.0557,3.5108,0.7245,0.1905,0.0833,2.0619,0.808,4.1155,3,138,7,Meniscus injury,414,0.8444,3.0,1,4,9653,2,0,2413.25,9653.0,525.5634,0.382,0.064,0.4909,0.075,0.3815,3,0,1,Positive
Alejandro Camara,2019/20,1,Fenerbahce,Midfielder,3,25,85667466.0,18.266,4,original,625,1.0,Prime,0,0,0,1,4,256,64.0,1,1,0,5,246,161,65.7,1,49,29,0.5918,200,33,10,0.3516,0.0,1.7578,0.3516,0.2,0.0,28.8281,70.3125,23.0273,2,85,7,Ankle sprain,170,0.3636,2.0,1,3,9512,3,0,3170.6667,9512.0,558.2012,0.1028,0.154,-0.0447,0.2802,0.3136,1,2,2,Neutral
Luca Fischer,2019/20,1,Juventus,Midfielder,3,25,36912619.0,17.4241,3,original,625,1.0,Prime,0,0,0,1,9,558,62.0,1,1,0,11,1314,1028,78.3,2,38,26,0.6842,147,80,4,0.1613,0.0,1.7742,0.1613,0.0909,0.0,19.0323,23.7097,8.4839,3,116,9,Groin injury,348,0.5,3.0,1,3,7346,2,0,2448.6667,7346.0,420.8639,0.138,0.1705,-0.141,0.1525,0.5888,2,2,0,Negative
Ivan Larsen,2019/20,1,Benfica,Forward,4,25,39466995.0,17.491,3,original,625,1.0,Prime,0,1,0,0,30,2310,77.0,2,11,1,75,883,643,72.9,2,37,26,0.7027,146,14,14,0.4286,0.039,2.9221,0.4675,0.1467,0.0909,1.987,5.6883,4.5312,1,58,7,Thigh muscle strain,58,0.8108,1.0,1,4,11372,2,1,2843.0,11372.0,636.3028,0.175,0.0355,0.3148,0.1628,0.389,2,0,2,Positive
Ivan Szymanski,2019/20,1,Sporting CP,Midfielder,3,25,73855110.0,18.1176,4,original,625,1.0,Prime,0,0,0,1,1,47,47.0,1,0,0,7,1690,1240,73.4,2,24,11,0.4583,9,70,51,0.0,0.0,13.4043,0.0,0.0,0.0,180.0,17.234,11.8723,3,116,6,Abdominal problems,348,0.1429,3.0,1,5,13479,2,1,2695.8,13479.0,730.728,0.1852,0.1116,0.1199,0.1052,0.2136,2,1,2,Positive
Antoine Oliveira,2019/20,1,Rangers,Defender,2,25,13891628.0,16.4468,2,original,625,1.0,Prime,1,0,0,0,27,1593,59.0,2,10,3,65,1311,1165,88.9,3,78,42,0.5385,128,6,11,0.565,0.1695,3.6723,0.7345,0.1538,0.3,4.7458,7.2316,6.0395,3,94,10,Foot injury,282,0.7297,3.0,1,1,4333,1,0,4333.0,4333.0,268.9216,0.0,0.146,-0.224,0.05,0.1,0,2,1,Negative
Nicolo Pedersen,2019/20,1,RB Leipzig,Forward,4,25,89491813.0,18.3097,4,original,625,1.0,Prime,0,1,0,0,34,1598,47.0,2,12,2,76,1472,1052,71.5,2,75,43,0.5733,94,25,18,0.6758,0.1126,4.2804,0.7885,0.1579,0.1667,5.632,5.2941,5.9812,0,0,0,,0,1.0,0.0,0,3,5120,3,0,1706.6667,5120.0,338.0412,0.0824,0.159,-0.1711,0.1667,0.3533,1,3,1,Negative
Kylian Nilsen,2019/20,1,Feyenoord,Defender,2,25,20036053.0,16.813,2,original,625,1.0,Prime,1,0,0,0,20,1680,84.0,2,7,7,44,2220,2106,94.9,3,104,49,0.4712,139,31,9,0.375,0.375,2.3571,0.75,0.1591,1.0,7.2321,7.4464,5.2875,2,91,6,Fracture,182,0.7692,2.0,1,4,18062,3,1,4515.5,18062.0,966.9735,0.1872,0.0,0.2787,0.31,0.515,4,0,1,Positive
Ole Fernandez,2019/20,1,Real Madrid,Midfielder,3,25,9858439.0,16.1038,1,original,625,1.0,Prime,0,0,0,1,27,1242,46.0,2,7,8,45,239,222,93.3,3,5,3,0.6,96,39,6,0.5072,0.5797,3.2609,1.087,0.1556,1.1429,3.1884,6.9565,6.3986,1,16,0,Groin injury,16,1.0,1.0,1,5,10394,4,1,2078.8,10394.0,594.4955,0.1753,0.1002,0.1682,0.1653,0.3599,3,2,1,Positive
Elias Rossi,2019/20,1,Borussia Dortmund,Forward,4,25,59567443.0,17.9026,3,original,625,1.0,Prime,0,1,0,0,34,2040,60.0,2,13,15,41,1346,852,63.3,1,34,25,0.7353,133,52,44,0.5735,0.6618,1.8088,1.2353,0.3171,1.1538,3.7941,5.8676,5.7088,2,55,1,Calf muscle strain,110,0.9714,2.0,1,1,3820,1,0,3820.0,3820.0,249.2156,0.108,0.1367,-0.1301,-0.1667,0.1833,1,2,0,Negative
Raphinha Lewandowski,2019/20,1,Juventus,Forward,4,25,36041310.0,17.4002,3,original,625,1.0,Prime,0,1,0,0,30,1500,50.0,2,18,3,128,2810,2492,88.7,3,14,8,0.5714,15,55,42,1.08,0.18,7.68,1.26,0.1406,0.1667,4.14,0.9,7.71,0,0,0,,0,1.0,0.0,0,2,3077,0,0,1538.5,3077.0,241.8254,0.084,0.0533,0.0435,0.0167,0.3583,1,1,1,Neutral
Sander Pedersen,2019/20,1,Liverpool,Midfielder,3,25,145925844.0,18.7986,4,original,625,1.0,Prime,0,0,0,1,16,1008,63.0,2,4,5,29,1502,1138,75.8,2,34,14,0.4118,51,17,49,0.3571,0.4464,2.5893,0.8036,0.1379,1.25,4.5536,4.5536,4.625,2,58,6,Hamstring injury,116,0.7273,2.0,1,3,10590,2,1,3530.0,10590.0,590.4111,0.1262,0.1285,-0.0636,0.0125,0.1375,1,3,0,Negative
Sofyan Smith,2019/20,1,Galatasaray,Defender,2,25,66777665.0,18.0169,4,original,625,1.0,Prime,1,0,0,0,7,378,54.0,1,0,1,7,1486,1102,74.2,2,73,39,0.5342,197,26,28,0.0,0.2381,1.6667,0.2381,0.0,1.0,23.5714,46.9048,15.381,1,49,3,unknown injury,49,0.7,1.0,1,3,2601,2,0,867.0,2601.0,214.9152,0.0312,0.1693,-0.2736,-0.0458,0.0958,0,3,1,Negative
Benjamin Wagner,2019/20,1,Marseille,Defender,2,25,35372712.0,17.3815,3,original,625,1.0,Prime,1,0,0,0,30,1830,61.0,2,3,2,22,1446,1285,88.9,3,94,60,0.6383,55,41,9,0.1475,0.0984,1.082,0.2459,0.1364,0.6667,6.6393,2.7049,1.9918,0,0,0,,0,1.0,0.0,0,4,6787,2,1,1696.75,6787.0,418.7706,0.0665,0.1848,-0.1775,0.157,0.4932,1,2,1,Negative
Bartosz Mitrovic,2019/20,1,Real Sociedad,Midfielder,3,25,71168890.0,18.0806,4,original,625,1.0,Prime,0,0,0,1,16,1072,67.0,2,6,8,28,1424,983,69.1,1,27,11,0.4074,103,57,35,0.5037,0.6716,2.3507,1.1754,0.2143,1.3333,7.0522,8.6474,6.6241,0,0,0,,0,1.0,0.0,0,4,9721,1,1,2430.25,9721.0,567.8772,0.103,0.1492,-0.1909,-0.0038,0.4138,1,2,1,Negative
Raheem Martin,2019/20,1,PSV Eindhoven,Defender,2,25,74894737.0,18.1316,4,original,625,1.0,Prime,1,0,0,0,16,816,51.0,1,7,1,29,248,154,62.2,1,104,82,0.7885,33,25,52,0.7721,0.1103,3.1985,0.8824,0.2414,0.1429,14.2279,3.6397,5.2279,1,34,5,Foot injury,34,0.7619,1.0,1,4,4811,2,1,1202.75,4811.0,307.1246,0.0665,0.151,-0.0731,0.2253,0.4947,1,2,1,Negative
Benjamin Silva,2019/20,1,Inter Milan,Midfielder,3,25,104413974.0,18.4639,4,original,625,1.0,Prime,0,0,0,1,24,2112,88.0,2,2,9,18,507,308,60.8,1,13,6,0.4615,165,56,51,0.0852,0.3835,0.767,0.4688,0.1111,4.5,2.9403,7.0312,3.5156,1,50,1,unknown injury,50,0.96,1.0,1,2,6615,1,0,3307.5,6615.0,395.9912,0.0827,0.0853,-0.0086,0.2389,0.4056,0,0,3,Neutral
Davide Zielinski,2019/20,1,Liverpool,Defender,2,25,36889153.0,17.4234,3,original,625,1.0,Prime,1,0,0,0,6,396,66.0,1,0,0,0,888,819,92.3,3,60,43,0.7167,101,63,1,0.0,0.0,0.0,0.0,0.0,0.0,27.9545,22.9545,6.8864,3,40,5,Ankle sprain,120,0.5455,3.0,1,1,2543,1,0,2543.0,2543.0,182.7437,0.0417,0.2603,-0.3715,0.3139,0.6593,0,3,0,Negative
Piotr Leroy,2019/20,1,AC Milan,Forward,4,25,88992930.0,18.3041,4,original,625,1.0,Prime,0,1,0,0,28,1568,56.0,2,11,3,48,1346,1017,75.6,2,24,9,0.375,158,78,15,0.6314,0.1722,2.7551,0.8036,0.2292,0.2727,5.8546,9.0689,6.3367,1,40,4,Achilles tendon injury,40,0.875,1.0,1,4,11885,4,0,2971.25,11885.0,667.4182,0.217,0.0825,0.1566,0.0847,0.2897,4,2,0,Positive
Eder Smith,2019/20,1,Rangers,Forward,4,25,16209781.0,16.6011,2,original,625,1.0,Prime,0,1,0,0,19,1444,76.0,2,13,8,78,559,390,69.8,1,22,12,0.5455,164,67,15,0.8102,0.4986,4.8615,1.3089,0.1667,0.6154,5.5471,10.2216,8.9252,3,91,5,Ankle sprain,273,0.7917,3.0,1,1,735,0,0,735.0,735.0,88.2384,0.226,0.0473,0.2989,0.1476,0.406,2,0,1,Positive
Mateo Torres,2019/20,1,Celtic,Forward,4,25,21162434.0,16.8677,2,original,625,1.0,Prime,0,1,0,0,35,1610,46.0,2,12,11,80,2185,1573,72.0,2,77,46,0.5974,99,34,11,0.6708,0.6149,4.472,1.2857,0.15,0.9167,6.205,5.5342,7.1385,0,0,0,,0,1.0,0.0,0,2,945,1,0,472.5,945.0,128.2932,0.16,0.0927,0.1107,0.3,0.3917,2,1,0,Positive
Luis Sousa,2019/20,1,Barcelona,Defender,2,25,78962314.0,18.1845,4,original,625,1.0,Prime,1,0,0,0,21,1743,83.0,2,7,0,35,2132,1673,78.5,2,103,65,0.6311,59,20,6,0.3614,0.0,1.8072,0.3614,0.2,0.0,6.3511,3.0465,2.9019,1,55,6,Muscle strain,55,0.7778,1.0,1,5,14101,5,0,2820.2,14101.0,773.2107,0.0714,0.1823,-0.1992,0.269,0.3036,1,5,1,Negative
Elias Pedersen,2019/20,1,Bayer Leverkusen,Defender,2,25,22091443.0,16.9107,2,original,625,1.0,Prime,1,0,0,0,16,992,62.0,1,8,0,41,1790,1295,72.4,2,112,89,0.7946,44,22,15,0.7258,0.0,3.7198,0.7258,0.1951,0.0,12.1573,3.9919,5.2349,3,60,7,Achilles tendon injury,180,0.6957,3.0,1,3,6987,2,0,2329.0,6987.0,396.222,0.0,0.2162,-0.3494,0.125,0.4611,0,4,0,Negative
Matteo Torres,2019/20,1,Galatasaray,Forward,4,25,33860981.0,17.3378,3,original,625,1.0,Prime,0,1,0,0,21,1869,89.0,2,11,9,38,2525,2012,79.7,2,77,60,0.7792,126,69,19,0.5297,0.4334,1.8299,0.9631,0.2895,0.8182,7.0305,6.0674,5.191,0,0,0,,0,1.0,0.0,0,5,14477,2,1,2895.4,14477.0,805.2221,0.2196,0.0394,0.2414,0.0517,0.3226,3,1,1,Positive
Hamza Becker,2019/20,1,Tottenham,Defender,2,25,160359013.0,18.8929,4,original,625,1.0,Prime,1,0,0,0,32,1504,47.0,2,2,1,17,1096,665,60.7,1,66,26,0.3939,157,25,51,0.1197,0.0598,1.0173,0.1795,0.1176,0.5,5.4455,9.3949,3.8059,3,45,0,Hamstring injury,135,1.0,3.0,1,2,5995,1,1,2997.5,5995.0,346.4546,0.0613,0.1153,-0.0012,-0.1417,0.1278,1,1,1,Neutral
Achraf Thomas,2019/20,1,Liverpool,Midfielder,3,25,55967501.0,17.8403,3,original,625,1.0,Prime,0,0,0,1,22,1980,90.0,2,5,5,15,805,648,80.5,2,23,16,0.6957,134,46,4,0.2273,0.2273,0.6818,0.4545,0.3333,1.0,3.1364,6.0909,3.3045,0,0,0,,0,1.0,0.0,0,1,3956,0,0,3956.0,3956.0,277.5874,0.0,0.0927,-0.1335,0.3278,0.3222,0,1,2,Negative
Davide Brown,2019/20,1,Juventus,Defender,2,25,54085662.0,17.8061,3,original,625,1.0,Prime,1,0,0,0,26,2132,82.0,2,3,5,20,758,714,94.2,3,98,76,0.7755,163,62,41,0.1266,0.2111,0.8443,0.3377,0.15,1.6667,6.7542,6.8809,3.2885,2,40,4,Back injury,80,0.8667,2.0,1,5,12974,4,0,2594.8,12974.0,711.8382,0.0447,0.1755,-0.1309,0.3583,0.3667,1,4,1,Negative
Ivan Bernard,2019/20,1,Monaco,Defender,2,25,51467375.0,17.7565,3,original,625,1.0,Prime,1,0,0,0,12,1080,90.0,2,8,5,61,1114,927,83.3,2,109,51,0.4679,78,37,8,0.6667,0.4167,5.0833,1.0833,0.1311,0.625,12.1667,6.5,7.325,0,0,0,,0,1.0,0.0,0,1,2418,1,0,2418.0,2418.0,207.3904,0.0,0.1343,-0.179,-0.025,0.4648,0,2,1,Negative
Phil Petit,2019/20,1,Tottenham,Defender,2,25,96934843.0,18.3895,4,original,625,1.0,Prime,1,0,0,0,1,89,89.0,1,0,0,9,1503,1385,92.2,3,83,40,0.4819,144,13,59,0.0,0.0,9.1011,0.0,0.0,0.0,97.0787,145.618,48.236,2,71,5,Meniscus injury,142,0.1667,2.0,1,2,6134,2,0,3067.0,6134.0,434.3264,0.12,0.1155,-0.032,0.2812,0.5063,2,2,0,Neutral
Kevin Martins,2019/20,1,Benfica,Midfielder,3,25,96474874.0,18.3848,4,original,625,1.0,Prime,0,0,0,1,10,660,66.0,1,1,1,10,887,730,82.3,2,16,11,0.6875,171,42,28,0.1364,0.1364,1.3636,0.2727,0.1,1.0,7.9091,23.3182,8.3591,2,82,4,Concussion,164,0.7143,2.0,1,4,12391,2,0,3097.75,12391.0,687.1197,0.1335,0.1755,0.0457,0.442,0.7781,2,2,0,Neutral
Nayef Jovic,2019/20,1,Real Madrid,Midfielder,3,25,62023897.0,17.943,4,original,625,1.0,Prime,0,0,0,1,17,986,58.0,1,3,1,19,642,546,85.2,3,11,6,0.5455,187,53,10,0.2738,0.0913,1.7343,0.3651,0.1579,0.3333,5.8418,17.069,6.9919,0,0,0,,0,1.0,0.0,0,4,13496,4,0,3374.0,13496.0,761.7339,0.1222,0.1525,-0.1058,0.55,0.525,2,4,0,Negative
Hugo Rasmussen,2019/20,1,Napoli,Forward,4,25,20153437.0,16.8189,2,original,625,1.0,Prime,0,1,0,0,32,2208,69.0,2,11,12,40,2567,2125,82.8,2,92,45,0.4891,115,9,51,0.4484,0.4891,1.6304,0.9375,0.275,1.0909,4.1168,4.6875,4.5448,1,22,1,Groin injury,22,0.9697,1.0,1,3,8764,2,0,2921.3333,8764.0,508.3435,0.067,0.0695,0.0644,0.4958,0.4917,1,1,2,Positive
Przemyslaw Kone,2019/20,1,Atletico Madrid,Defender,2,25,70926619.0,18.0772,4,original,625,1.0,Prime,1,0,0,0,19,874,46.0,1,10,4,31,1600,1056,66.0,1,53,24,0.4528,19,70,60,1.0297,0.4119,3.1922,1.4416,0.3226,0.4,12.6659,1.9565,6.0961,1,25,1,Shoulder injury,25,0.95,1.0,1,1,1350,1,0,1350.0,1350.0,137.3485,0.239,0.1067,0.1918,0.2722,0.4611,2,1,0,Positive
Luis Zielinski,2019/20,1,Real Sociedad,Forward,4,25,58419531.0,17.8832,3,original,625,1.0,Prime,0,1,0,0,22,1826,83.0,2,15,11,51,2877,1893,65.8,1,118,67,0.5678,13,12,21,0.7393,0.5422,2.5137,1.2815,0.2941,0.7333,6.4074,0.6407,4.7514,3,90,10,Shoulder injury,270,0.6875,3.0,1,2,8022,2,0,4011.0,8022.0,447.1709,0.1235,0.11,0.0698,0.1107,0.2795,2,1,1,Positive
Erling Leroy,2019/20,1,Borussia Dortmund,Midfielder,3,25,29423799.0,17.1973,2,original,625,1.0,Prime,0,0,0,1,13,923,71.0,1,8,5,72,1286,1068,83.1,2,43,21,0.4884,12,50,36,0.7801,0.4875,7.0206,1.2676,0.1111,0.625,9.0683,1.1701,7.1766,3,125,7,Concussion,375,0.65,3.0,1,5,18884,4,0,3776.8,18884.0,997.5395,0.1263,0.1497,-0.0721,0.0972,0.2647,2,4,0,Negative
Jakub Bianchi,2019/20,1,PSV Eindhoven,Defender,2,25,47268108.0,17.6713,3,original,625,1.0,Prime,1,0,0,0,32,1728,54.0,2,1,11,9,558,392,70.3,2,89,57,0.6404,122,25,6,0.0521,0.5729,0.4688,0.625,0.1111,11.0,5.9375,6.3542,3.4427,1,55,5,Calf muscle strain,55,0.8649,1.0,1,3,10459,3,0,3486.3333,10459.0,588.8711,0.168,0.1256,0.0599,0.3517,0.43,2,2,1,Positive
Simone Thomas,2019/20,1,Barcelona,Defender,2,25,65128252.0,17.9919,4,original,625,1.0,Prime,1,0,0,0,14,770,55.0,1,10,4,37,673,476,70.8,2,55,32,0.5818,169,33,5,1.1688,0.4675,4.3247,1.6364,0.2703,0.4,10.2857,19.7532,12.5299,3,62,0,Ankle sprain,186,1.0,3.0,1,4,10125,3,0,2531.25,10125.0,567.2685,0.1064,0.1338,0.0334,0.2458,0.4915,2,1,2,Neutral
Alessandro Bianchi,2019/20,1,Rangers,Midfielder,3,25,51772852.0,17.7624,3,original,625,1.0,Prime,0,0,0,1,35,2415,69.0,2,5,11,35,964,728,75.6,2,38,21,0.5526,67,28,53,0.1863,0.4099,1.3043,0.5963,0.1429,2.2,2.4596,2.4969,2.7801,2,20,2,Abdominal problems,40,0.9459,2.0,1,3,6359,2,0,2119.6667,6359.0,375.0547,0.1475,0.1472,-0.0109,0.0357,0.242,2,2,0,Neutral
Ivan Hansen,2019/20,1,PSG,Defender,2,25,67892211.0,18.0334,4,original,625,1.0,Prime,1,0,0,0,37,1776,48.0,2,4,3,22,1608,1419,88.3,3,57,44,0.7719,150,29,35,0.2027,0.152,1.1149,0.3547,0.1818,0.75,4.3581,7.6014,3.75,0,0,0,,0,1.0,0.0,0,4,12392,3,0,3098.0,12392.0,702.7819,0.0,0.2184,-0.3456,0.2,0.38,0,4,1,Negative
Andrea Robert,2019/20,1,Sevilla,Forward,4,25,151920617.0,18.8389,4,original,625,1.0,Prime,0,1,0,0,25,1950,78.0,2,13,8,111,2545,2313,90.9,3,65,33,0.5077,101,4,32,0.6,0.3692,5.1231,0.9692,0.1171,0.6154,3.1846,4.6615,6.4985,0,0,0,,0,1.0,0.0,0,5,15327,2,1,3065.4,15327.0,856.0454,0.0868,0.0478,0.0976,0.0017,0.2276,1,1,3,Positive
Clement Sorensen,2019/20,1,Feyenoord,Forward,4,25,66600601.0,18.0142,4,original,625,1.0,Prime,0,1,0,0,34,2754,81.0,3,21,4,70,908,846,93.2,3,26,20,0.7692,49,16,2,0.6863,0.1307,2.2876,0.817,0.3,0.1905,1.3725,1.6013,3.9444,3,72,5,Ankle sprain,216,0.8718,3.0,1,2,8422,1,0,4211.0,8422.0,475.3641,0.16,0.0,0.2442,0.1833,0.525,2,0,1,Positive
Leon Mitrovic,2019/20,1,Roma,Defender,2,25,38870889.0,17.4758,3,original,625,1.0,Prime,1,0,0,0,6,528,88.0,1,3,1,26,2637,1819,69.0,1,98,75,0.7653,17,11,24,0.5114,0.1705,4.4318,0.6818,0.1154,0.3333,18.5795,2.8977,4.9602,2,33,1,Cartilage damage,66,0.8571,2.0,1,2,4704,1,1,2352.0,4704.0,292.5776,0.1987,0.1063,0.1041,0.15,0.3611,2,1,0,Positive
Mason Wagner,2019/20,1,PSV Eindhoven,Midfielder,3,25,25333299.0,17.0476,2,original,625,1.0,Prime,0,0,0,1,26,2080,80.0,2,10,13,58,2076,1911,92.1,3,6,4,0.6667,159,75,33,0.4327,0.5625,2.5096,0.9952,0.1724,1.3,3.5048,6.8798,5.7418,1,54,8,Hip flexor strain,54,0.7647,1.0,1,2,6926,0,0,3463.0,6926.0,420.4615,0.1727,0.0473,0.2924,0.231,0.4976,2,0,1,Positive
Kamil Wojcik,2019/20,1,Napoli,Midfielder,3,25,71509710.0,18.0853,4,original,625,1.0,Prime,0,0,0,1,8,568,71.0,1,1,1,16,2586,2236,86.5,3,17,13,0.7647,144,12,50,0.1585,0.1585,2.5352,0.3169,0.0625,1.0,4.5951,22.8169,8.9049,3,97,5,Calf muscle strain,291,0.6154,3.0,1,2,5007,2,0,2503.5,5007.0,308.905,0.1295,0.1793,0.0065,0.5107,0.4982,2,2,0,Neutral
Benjamin Keita,2019/20,1,Olympique Lyon,Forward,4,25,58292861.0,17.881,3,original,625,1.0,Prime,0,1,0,0,35,2345,67.0,2,28,13,146,2882,2219,77.0,2,82,48,0.5854,44,35,25,1.0746,0.4989,5.6034,1.5736,0.1918,0.4643,4.4904,1.6887,7.5301,2,90,8,Abdominal problems,180,0.814,2.0,1,2,4386,1,1,2193.0,4386.0,283.5268,0.0603,0.118,-0.1077,0.0167,0.1833,0,2,1,Negative
Riyad Dubois,2019/20,1,Chelsea,Forward,4,25,71980288.0,18.0919,4,original,625,1.0,Prime,0,1,0,0,26,1222,47.0,2,12,5,99,401,345,86.1,3,39,29,0.7436,5,43,52,0.8838,0.3682,7.2913,1.252,0.1212,0.4167,6.0393,0.3682,7.144,3,100,10,Abdominal problems,300,0.7222,3.0,1,5,10308,3,0,2061.6,10308.0,571.741,0.132,0.0832,0.0249,0.31,0.3967,1,1,3,Neutral
Sergio Ferrari,2019/20,1,Marseille,Forward,4,25,69168952.0,18.0521,4,original,625,1.0,Prime,0,1,0,0,20,1240,62.0,2,15,10,48,750,528,70.5,2,100,57,0.57,82,34,46,1.0887,0.7258,3.4839,1.8145,0.3125,0.6667,9.7258,5.9516,8.2452,0,0,0,,0,1.0,0.0,0,3,7104,1,0,2368.0,7104.0,439.8219,0.0893,0.0993,0.0438,0.1,0.4,1,1,1,Neutral
Karol Costa,2019/20,1,Napoli,Defender,2,25,25957829.0,17.072,2,original,625,1.0,Prime,1,0,0,0,6,342,57.0,1,3,1,25,2315,2092,90.4,3,110,46,0.4182,40,8,19,0.7895,0.2632,6.5789,1.0526,0.12,0.3333,31.0526,10.5263,9.3421,2,60,3,Knee injury,120,0.6667,2.0,1,1,2329,1,0,2329.0,2329.0,185.0605,0.1303,0.154,0.0176,0.1532,0.2671,1,1,1,Neutral
Lucas Fernandez,2019/20,1,Sporting CP,Forward,4,25,84311560.0,18.25,4,original,625,1.0,Prime,0,1,0,0,26,1378,53.0,2,16,9,50,989,896,90.6,3,30,22,0.7333,63,4,29,1.045,0.5878,3.2656,1.6328,0.32,0.5625,2.2206,4.1147,7.1778,1,13,0,Achilles tendon injury,13,1.0,1.0,1,2,2902,2,0,1451.0,2902.0,224.5467,0.1715,0.1492,0.0002,0.1108,0.592,2,2,0,Neutral
Marco Williams,2019/20,1,Sevilla,Midfielder,3,25,5699376.0,15.5559,1,original,625,1.0,Prime,0,0,0,1,24,2160,90.0,2,6,4,37,2268,1676,73.9,2,20,13,0.65,61,47,31,0.25,0.1667,1.5417,0.4167,0.1622,0.6667,2.7917,2.5417,2.6167,0,0,0,,0,1.0,0.0,0,4,6094,3,0,1523.5,6094.0,376.9067,0.0824,0.1318,-0.1678,0.2417,0.3833,1,3,1,Negative
Stefan Ricci,2019/20,1,Fenerbahce,Forward,4,25,101868177.0,18.4392,4,original,625,1.0,Prime,0,1,0,0,29,1624,56.0,2,15,9,110,1610,1057,65.7,1,119,59,0.4958,176,11,18,0.8313,0.4988,6.0961,1.33,0.1364,0.6,7.2044,9.7537,9.4655,2,69,6,Calf muscle strain,138,0.8286,2.0,1,3,5393,1,0,1797.6667,5393.0,334.5795,0.108,0.2117,-0.2219,0.0,0.3333,1,2,0,Negative
Karol Thomas,2019/20,1,Barcelona,Midfielder,3,25,26276780.0,17.0842,2,original,625,1.0,Prime,0,0,0,1,25,1200,48.0,2,5,9,23,2851,1935,67.9,1,31,15,0.4839,104,65,1,0.375,0.675,1.725,1.05,0.2174,1.8,7.2,7.8,5.6775,3,97,6,Cartilage damage,291,0.8065,3.0,1,4,13809,1,0,3452.25,13809.0,737.5369,0.081,0.1703,-0.1494,0.0688,0.2486,1,3,0,Negative
