player_name,season,season_encoded,team,position,position_encoded,current_age,market_value_eur,log_market_value,market_value_tier_encoded,market_value_source,age_squared,age_decay_factor,career_stage,pos_Defender,pos_Forward,pos_Goalkeeper,pos_Midfielder,matches,minutes_played,minutes_per_match,minutes_played_tier_encoded,goals,assists,shots,passes_total,passes_complete,pass_accuracy_pct,pass_accuracy_tier_encoded,tackles_total,tackles_won,tackle_success_rate,dribbles,interceptions,fouls_committed,goals_per90,assists_per90,shots_per90,goal_contributions_per90,shot_conversion_rate,assist_to_goal_ratio,defensive_actions_per90,dribbles_per90,attacking_output_index,total_injuries,total_days_injured,total_matches_missed,most_common_injury,injury_burden_index,availability_rate,injury_frequency,total_injuries_tier_encoded,total_tweets,total_likes,positive_tweets,negative_tweets,tweet_engagement_rate,social_buzz_score,transfer_attractiveness_score,vader_positive_score,vader_negative_score,vader_compound_score,tb_polarity,tb_subjectivity,positive_count,negative_count,neutral_count,sentiment_label
Diego Sousa,2020/21,2,Barcelona,Midfielder,3,26,59165894.0,17.8959,3,original,676,0.9512,Prime,0,0,0,1,29,2378,82.0,2,7,3,44,1804,1114,61.8,1,6,2,0.3333,182,55,26,0.2649,0.1135,1.6653,0.3785,0.1591,0.4286,2.3087,6.8881,3.9209,2,23,4,Back injury,46,0.8788,1.0,1,3,2361,1,1,787.0,2361.0,182.6571,0.0,0.2117,-0.3352,0.0,0.3333,0,2,1,Negative
Lorenzo Smith,2020/21,2,Benfica,Forward,4,26,42455172.0,17.564,3,original,676,0.9512,Prime,0,1,0,0,38,3154,83.0,3,23,17,115,2196,1625,74.0,2,70,44,0.6286,156,62,14,0.6563,0.4851,3.2815,1.1414,0.2,0.7391,3.7666,4.4515,5.9153,0,0,0,,0,1.0,0.0,0,3,10718,0,0,3572.6667,10718.0,617.1009,0.0,0.2027,-0.3704,0.2917,0.5333,0,2,1,Negative
Ousmane Jones,2020/21,2,Sevilla,Forward,4,26,8988585.0,16.0115,1,original,676,0.9512,Prime,0,1,0,0,34,1564,46.0,2,13,10,92,1297,1184,91.3,3,58,43,0.7414,29,63,39,0.7481,0.5754,5.2941,1.3235,0.1413,0.7692,6.9629,1.6688,6.5428,1,44,2,Hamstring injury,44,0.9444,0.5,1,1,882,0,0,882.0,882.0,123.0494,0.1987,0.089,0.1475,-0.1417,0.1611,2,1,0,Positive
Alessandro Vlahovic,2020/21,2,Rangers,Forward,4,26,17568386.0,16.6816,2,original,676,0.9512,Prime,0,1,0,0,23,1679,73.0,2,13,0,56,987,754,76.4,2,61,30,0.4918,56,75,58,0.6968,0.0,3.0018,0.6968,0.2321,0.0,7.2901,3.0018,4.492,3,75,5,Abdominal problems,225,0.8214,1.5,1,3,5646,2,0,1882.0,5646.0,344.4283,0.067,0.1588,-0.0869,0.25,0.5,1,2,1,Negative
Rodrygo Camara,2020/21,2,Vitoria,Forward,4,26,127175162.0,18.6611,4,original,676,0.9512,Prime,0,1,0,0,22,1826,83.0,2,14,2,76,1907,1701,89.2,3,91,60,0.6593,92,60,51,0.69,0.0986,3.7459,0.7886,0.1842,0.1429,7.4425,4.5345,5.5005,1,9,2,Knee injury,9,0.9167,0.5,1,5,12065,2,0,2413.0,12065.0,685.1663,0.0504,0.098,-0.08,0.4217,0.3883,1,2,2,Negative
Marco Lewandowski,2020/21,2,Arsenal,Forward,4,26,89271224.0,18.3072,4,original,676,0.9512,Prime,0,1,0,0,14,882,63.0,1,11,1,95,728,481,66.1,1,25,16,0.64,25,53,60,1.1224,0.102,9.6939,1.2245,0.1158,0.0909,7.9592,2.551,9.1837,3,87,8,Knee injury,261,0.6364,1.5,1,3,7720,2,0,2573.3333,7720.0,454.4017,0.16,0.1342,-0.0176,-0.05,0.2,2,2,0,Neutral
Nayef Fernandes,2020/21,2,Benfica,Midfielder,3,26,128682433.0,18.6729,4,original,676,0.9512,Prime,0,0,0,1,20,1200,60.0,2,6,8,18,1669,1515,90.8,3,50,33,0.66,44,64,2,0.45,0.6,1.35,1.05,0.3333,1.3333,8.55,3.3,4.215,3,125,13,Abdominal problems,375,0.6061,1.5,1,2,4595,2,0,2297.5,4595.0,298.6885,0.063,0.1275,-0.1316,0.3146,0.4604,1,2,1,Negative
Gabriel Gomez,2020/21,2,Valencia,Midfielder,3,26,16349182.0,16.6097,2,original,676,0.9512,Prime,0,0,0,1,22,1584,72.0,2,3,9,13,2501,1695,67.8,1,38,30,0.7895,200,45,49,0.1705,0.5114,0.7386,0.6818,0.2308,3.0,4.7159,11.3636,5.3125,2,25,5,Calf muscle strain,50,0.8148,1.0,1,1,1838,1,0,1838.0,1838.0,157.5022,0.0827,0.1387,-0.0991,-0.0389,0.1833,0,1,2,Negative
Niklas Bamba,2020/21,2,Atletico Madrid,Forward,4,26,112808564.0,18.5412,4,original,676,0.9512,Prime,0,1,0,0,36,2232,62.0,2,28,4,232,2675,2230,83.4,2,95,39,0.4105,112,58,53,1.129,0.1613,9.3548,1.2903,0.1207,0.1429,6.1694,4.5161,9.7419,0,0,0,,0,1.0,0.0,0,1,836,1,0,836.0,836.0,133.5153,0.2257,0.1067,0.0827,0.1056,0.2944,2,1,0,Positive
Bukayo Christensen,2020/21,2,Manchester United,Defender,2,26,61854881.0,17.9403,4,original,676,0.9512,Prime,1,0,0,0,7,588,84.0,1,4,0,28,2277,1450,63.7,1,85,38,0.4471,52,46,10,0.6122,0.0,4.2857,0.6122,0.1429,0.0,20.051,7.9592,6.3673,0,0,0,,0,1.0,0.0,0,3,2070,1,1,690.0,2070.0,183.0416,0.1177,0.1067,-0.0307,0.1056,0.2944,1,1,1,Neutral
Mateo Toure,2020/21,2,Olympique Lyon,Forward,4,26,15568615.0,16.5608,2,original,676,0.9512,Prime,0,1,0,0,29,2233,77.0,2,15,11,47,2850,2071,72.7,2,109,49,0.4495,51,56,26,0.6046,0.4433,1.8943,1.0479,0.3191,0.7333,6.6502,2.0555,4.2642,1,35,6,Concussion,35,0.8286,0.5,1,2,9313,2,0,4656.5,9313.0,536.1207,0.0,0.1648,-0.3152,0.0938,0.2875,0,3,1,Negative
Robert Martins,2020/21,2,Real Madrid,Defender,2,26,127639260.0,18.6647,4,original,676,0.9512,Prime,1,0,0,0,16,1200,75.0,2,5,4,37,549,380,69.3,1,96,67,0.6979,92,80,42,0.375,0.3,2.775,0.675,0.1351,0.8,13.2,6.9,5.1825,2,76,6,Achilles tendon injury,152,0.7273,1.0,1,2,5682,1,0,2841.0,5682.0,353.6296,0.0,0.2363,-0.4321,-0.255,0.5498,0,3,0,Negative
Milan Gomez,2020/21,2,Bayer Leverkusen,Defender,2,26,15073699.0,16.5285,2,original,676,0.9512,Prime,1,0,0,0,10,780,78.0,1,6,1,30,1893,1743,92.1,3,119,69,0.5798,132,46,60,0.6923,0.1154,3.4615,0.8077,0.2,0.1667,19.0385,15.2308,8.6077,0,0,0,,0,1.0,0.0,0,2,6116,2,0,3058.0,6116.0,394.3985,0.1397,0.1703,-0.07,0.0375,0.379,1,3,0,Negative
Leon Robert,2020/21,2,Barcelona,Defender,2,26,51587465.0,17.7588,3,original,676,0.9512,Prime,1,0,0,0,29,1566,54.0,2,0,11,1,547,392,71.8,2,56,44,0.7857,42,55,3,0.0,0.6322,0.0575,0.6322,0.0,11.0,6.3793,2.4138,2.0172,0,0,0,,0,1.0,0.0,0,2,7372,1,1,3686.0,7372.0,443.6834,0.0887,0.1307,0.0055,0.0476,0.3226,1,1,1,Neutral
Erling Ricci,2020/21,2,Inter Milan,Defender,2,26,4830654.0,15.3905,1,original,676,0.9512,Prime,1,0,0,0,3,261,87.0,1,2,0,14,2787,2628,94.3,3,107,71,0.6636,133,37,26,0.6897,0.0,4.8276,0.6897,0.1429,0.0,49.6552,45.8621,18.2414,1,35,5,Achilles tendon injury,35,0.375,0.5,1,2,5697,0,0,2848.5,5697.0,378.1581,0.0,0.0927,-0.1335,0.3278,0.3222,0,1,2,Negative
Mateusz Coulibaly,2020/21,2,Inter Milan,Forward,4,26,55379121.0,17.8297,3,original,676,0.9512,Prime,0,1,0,0,36,2304,64.0,2,23,10,115,1345,1230,91.5,3,83,63,0.759,179,51,28,0.8984,0.3906,4.4922,1.2891,0.2,0.4348,5.2344,6.9922,7.8203,3,126,15,Ankle sprain,378,0.7059,1.5,1,1,757,1,0,757.0,757.0,111.2193,0.084,0.17,-0.1754,0.1417,0.3917,1,2,0,Negative
Nicolo Lopez,2020/21,2,Rangers,Midfielder,3,26,3926003.0,15.1831,1,original,676,0.9512,Prime,0,0,0,1,14,1106,79.0,2,9,7,77,2857,2119,74.2,2,30,22,0.7333,21,4,34,0.7324,0.5696,6.2658,1.302,0.1169,0.7778,2.7667,1.7089,6.9819,2,80,6,Achilles tendon injury,160,0.7,1.0,1,1,2583,0,0,2583.0,2583.0,195.7491,0.1257,0.1863,-0.1056,0.0222,0.2528,1,2,0,Negative
Robert Sorensen,2020/21,2,Nice,Forward,4,26,196162485.0,19.0945,4,original,676,0.9512,Prime,0,1,0,0,25,1325,53.0,2,16,8,83,580,451,77.9,2,44,26,0.5909,193,20,1,1.0868,0.5434,5.6377,1.6302,0.1928,0.5,4.3472,13.1094,11.0989,1,23,1,Ankle sprain,23,0.9615,0.5,1,5,12464,2,2,2492.8,12464.0,711.2149,0.0362,0.1728,-0.2502,0.045,0.27,0,4,1,Negative
Antoine Jovic,2020/21,2,Barcelona,Midfielder,3,26,4411076.0,15.2996,1,original,676,0.9512,Prime,0,0,0,1,35,2870,82.0,3,8,7,46,2269,1449,63.9,1,12,8,0.6667,66,80,32,0.2509,0.2195,1.4425,0.4704,0.1739,0.875,2.885,2.0697,2.5338,3,94,5,Knee injury,282,0.875,1.5,1,3,6575,2,0,2191.6667,6575.0,381.695,0.0665,0.2258,-0.2378,0.1882,0.6668,1,3,0,Negative
Erling Martinez,2020/21,2,Lens,Defender,2,26,9281229.0,16.0435,1,original,676,0.9512,Prime,1,0,0,0,8,384,48.0,1,6,0,40,2544,2182,85.8,3,63,33,0.5238,60,74,36,1.4062,0.0,9.375,1.4062,0.15,0.0,32.1094,14.0625,13.125,3,54,4,Achilles tendon injury,162,0.6667,1.5,1,1,4313,0,0,4313.0,4313.0,291.4978,0.0,0.0797,-0.0987,-0.0667,0.2333,0,1,2,Negative
Erling Santos,2020/21,2,Celtic,Defender,2,26,43356337.0,17.585,3,original,676,0.9512,Prime,1,0,0,0,35,2905,83.0,3,7,11,39,2931,2564,87.5,3,96,60,0.625,35,48,33,0.2169,0.3408,1.2083,0.5577,0.1795,1.5714,4.4613,1.0843,2.2616,2,20,2,Achilles tendon injury,40,0.9459,1.0,1,1,3192,1,0,3192.0,3192.0,229.1421,0.076,0.0993,-0.0654,-0.0667,0.2333,1,1,1,Negative
Lorenzo Schulz,2020/21,2,Bayer Leverkusen,Defender,2,26,43972547.0,17.5991,3,original,676,0.9512,Prime,1,0,0,0,7,455,65.0,1,4,1,27,601,391,65.1,1,59,43,0.7288,20,11,3,0.7912,0.1978,5.3407,0.989,0.1481,0.25,13.8462,3.956,6.6264,1,59,0,Meniscus injury,59,1.0,0.5,1,3,9651,3,0,3217.0,9651.0,557.2177,0.0532,0.1802,-0.1672,0.4036,0.4936,1,3,1,Negative
Alessandro Fernandes,2020/21,2,Roma,Defender,2,26,10274788.0,16.1452,2,original,676,0.9512,Prime,1,0,0,0,9,675,75.0,1,3,3,14,2972,2330,78.4,2,80,49,0.6125,199,50,55,0.4,0.4,1.8667,0.8,0.2143,1.0,17.3333,26.5333,10.8933,1,29,4,Shoulder injury,29,0.6923,0.5,1,5,11312,1,2,2262.4,11312.0,646.2119,0.0648,0.1594,-0.2057,0.0,0.4,1,3,1,Negative
Nicolo Kowalczyk,2020/21,2,Wolfsburg,Forward,4,26,33779962.0,17.3354,3,original,676,0.9512,Prime,0,1,0,0,38,2888,76.0,3,20,13,127,1907,1693,88.8,3,23,13,0.5652,124,58,8,0.6233,0.4051,3.9578,1.0284,0.1575,0.65,2.5242,3.8643,5.8182,3,93,5,Concussion,279,0.8837,1.5,1,1,1977,1,0,1977.0,1977.0,168.3067,0.108,0.194,-0.2813,-0.2967,0.3183,1,2,0,Negative
Andrea Toure,2020/21,2,Sporting CP,Forward,4,26,56813803.0,17.8553,3,original,676,0.9512,Prime,0,1,0,0,34,1768,52.0,2,22,6,139,333,286,86.1,3,76,41,0.5395,30,77,54,1.1199,0.3054,7.0758,1.4253,0.1583,0.2727,7.7885,1.5271,7.9666,3,89,11,Foot injury,267,0.7556,1.5,1,1,3326,1,0,3326.0,3326.0,238.5683,0.1733,0.0927,0.2198,0.4667,0.5583,2,1,0,Positive
Aleksandar Durand,2020/21,2,Napoli,Defender,2,26,92927615.0,18.3473,4,original,676,0.9512,Prime,1,0,0,0,8,416,52.0,1,2,4,10,2341,1531,65.4,1,52,27,0.5192,95,38,18,0.4327,0.8654,2.1635,1.2981,0.2,2.0,19.4712,20.5529,10.2764,0,0,0,,0,1.0,0.0,0,3,6153,2,0,2051.0,6153.0,394.3793,0.067,0.0695,0.0644,0.4958,0.4917,1,1,2,Positive
Noussair Jovic,2020/21,2,Benfica,Defender,2,26,53687447.0,17.7987,3,original,676,0.9512,Prime,1,0,0,0,2,108,54.0,1,0,1,4,1361,918,67.5,1,109,75,0.6881,0,15,35,0.0,0.8333,3.3333,0.8333,0.0,1.0,103.3333,0.0,3.3333,0,0,0,,0,1.0,0.0,0,5,11517,2,0,2303.4,11517.0,651.6974,0.0894,0.0672,0.0847,0.3052,0.3269,1,1,3,Positive
Theo Pereira,2020/21,2,Lens,Midfielder,3,26,75477406.0,18.1393,4,original,676,0.9512,Prime,0,0,0,1,5,235,47.0,1,3,1,25,2517,1907,75.8,2,48,34,0.7083,121,77,8,1.1489,0.383,9.5745,1.5319,0.12,0.3333,47.8723,46.3404,22.9021,0,0,0,,0,1.0,0.0,0,1,3623,1,0,3623.0,3623.0,289.5219,0.16,0.132,0.0076,0.25,0.625,2,1,0,Neutral
Sadio Diallo,2020/21,2,Liverpool,Forward,4,26,51350177.0,17.7542,3,original,676,0.9512,Prime,0,1,0,0,33,2805,85.0,3,14,14,119,810,731,90.3,3,46,20,0.4348,159,79,26,0.4492,0.4492,3.8182,0.8984,0.1176,1.0,4.0107,5.1016,5.6856,2,50,6,Fracture,100,0.8462,1.0,1,5,9244,3,1,1848.8,9244.0,537.5575,0.0536,0.161,-0.1707,0.375,0.52,1,3,1,Negative
Kylian Sousa,2020/21,2,AC Milan,Defender,2,26,8889143.0,16.0003,1,original,676,0.9512,Prime,1,0,0,0,15,1050,70.0,2,5,0,47,1336,1103,82.6,2,115,53,0.4609,6,73,40,0.4286,0.0,4.0286,0.4286,0.1064,0.0,16.1143,0.5143,3.4543,1,55,1,Concussion,55,0.9375,0.5,1,1,10,0,0,10.0,10.0,72.1496,0.1447,0.0927,0.1278,0.1194,0.246,1,1,1,Positive
Jude Weber,2020/21,2,Marseille,Defender,2,26,5798495.0,15.5731,1,original,676,0.9512,Prime,1,0,0,0,36,3096,86.0,3,3,17,12,2734,2159,79.0,2,101,42,0.4158,145,66,12,0.0872,0.4942,0.3488,0.5814,0.25,5.6667,4.8547,4.2151,2.689,1,40,2,Achilles tendon injury,40,0.9474,0.5,1,3,6564,1,1,2188.0,6564.0,396.8165,0.0,0.2247,-0.3898,0.1,0.4981,0,3,0,Negative
Ole Camara,2020/21,2,Porto,Defender,2,26,82797757.0,18.2319,4,original,676,0.9512,Prime,1,0,0,0,33,1518,46.0,2,3,5,13,1042,714,68.6,1,95,69,0.7263,148,56,5,0.1779,0.2964,0.7708,0.4743,0.2308,1.6667,8.9526,8.7747,4.1443,3,89,8,Achilles tendon injury,267,0.8049,1.5,1,4,11008,1,1,2752.0,11008.0,612.6846,0.1125,0.1032,0.1316,0.0857,0.3739,2,1,1,Positive
Ivan Marino,2020/21,2,Ajax,Midfielder,3,26,55052944.0,17.8238,3,original,676,0.9512,Prime,0,0,0,1,21,1470,70.0,2,1,7,8,1990,1319,66.3,1,8,5,0.625,81,48,16,0.0612,0.4286,0.4898,0.4898,0.125,7.0,3.4286,4.9592,2.7735,2,74,6,Concussion,148,0.7778,1.0,1,1,2240,0,0,2240.0,2240.0,175.5867,0.0,0.0797,-0.0987,-0.0667,0.2333,0,1,2,Negative
Ivan Richard,2020/21,2,Real Sociedad,Midfielder,3,26,25614885.0,17.0587,2,original,676,0.9512,Prime,0,0,0,1,8,408,51.0,1,4,1,22,948,653,68.9,1,16,7,0.4375,104,21,3,0.8824,0.2206,4.8529,1.1029,0.1818,0.25,8.1618,22.9412,12.3971,2,78,7,Groin injury,156,0.5333,1.0,1,1,273,0,1,273.0,273.0,89.6996,0.108,0.2117,-0.2219,0.0,0.3333,1,2,0,Negative
Stefan Pereira,2020/21,2,Besiktas,Defender,2,26,57910683.0,17.8744,3,original,676,0.9512,Prime,1,0,0,0,21,1176,56.0,2,0,0,6,604,430,71.2,2,57,43,0.7544,66,48,60,0.0,0.0,0.4592,0.0,0.0,0.0,8.0357,5.051,1.7449,2,84,6,Cartilage damage,168,0.7778,1.0,1,1,3913,1,0,3913.0,3913.0,259.2651,0.22,0.151,-0.0015,-0.0389,0.2167,1,1,1,Neutral
Mason Keita,2020/21,2,Manchester United,Defender,2,26,18000504.0,16.7059,2,original,676,0.9512,Prime,1,0,0,0,4,228,57.0,1,1,2,10,2219,1726,77.8,2,69,38,0.5507,29,34,3,0.3947,0.7895,3.9474,1.1842,0.1,2.0,40.6579,11.4474,8.1711,0,0,0,,0,1.0,0.0,0,3,9088,1,0,3029.3333,9088.0,538.4084,0.0893,0.0927,0.0858,0.3833,0.4333,1,1,1,Positive
Theo Garcia,2020/21,2,Monaco,Forward,4,26,14991417.0,16.523,2,original,676,0.9512,Prime,0,1,0,0,30,2400,80.0,2,13,2,78,1869,1536,82.2,2,118,48,0.4068,141,75,43,0.4875,0.075,2.925,0.5625,0.1667,0.1538,7.2375,5.2875,4.6612,2,55,5,Meniscus injury,110,0.8571,1.0,1,5,9966,1,1,1993.2,9966.0,567.2836,0.169,0.0782,0.0743,0.06,0.205,2,2,1,Positive
Clement Tadic,2020/21,2,Manchester City,Defender,2,26,16965602.0,16.6467,2,original,676,0.9512,Prime,1,0,0,0,16,1280,80.0,2,10,2,59,1866,1410,75.6,2,113,73,0.646,52,18,23,0.7031,0.1406,4.1484,0.8438,0.1695,0.2,9.2109,3.6562,5.5617,0,0,0,,0,1.0,0.0,0,1,58,0,1,58.0,58.0,82.216,0.084,0.1583,-0.133,0.1333,0.225,1,2,0,Negative
Sander Lewandowski,2020/21,2,Ajax,Defender,2,26,45142904.0,17.6253,3,original,676,0.9512,Prime,1,0,0,0,11,660,60.0,1,8,3,63,371,222,60.0,1,64,50,0.7812,158,37,41,1.0909,0.4091,8.5909,1.5,0.127,0.375,13.7727,21.5455,14.85,1,20,0,Calf muscle strain,20,1.0,0.5,1,1,681,0,0,681.0,681.0,119.5757,0.108,0.231,-0.2735,0.3333,0.6333,1,2,0,Negative
Riyad Bruno,2020/21,2,Arsenal,Midfielder,3,26,60585543.0,17.9196,4,original,676,0.9512,Prime,0,0,0,1,1,48,48.0,1,0,0,4,2985,2188,73.3,2,49,36,0.7347,54,74,53,0.0,0.0,7.5,0.0,0.0,0.0,230.625,101.25,34.125,1,56,2,Concussion,56,0.3333,0.5,1,4,12334,3,1,3083.5,12334.0,732.3833,0.0496,0.2008,-0.2348,0.3517,0.41,0,3,2,Negative
Casemiro Sylla,2020/21,2,Sporting CP,Defender,2,26,24805002.0,17.0266,2,original,676,0.9512,Prime,1,0,0,0,19,893,47.0,1,5,8,36,1431,902,63.1,1,94,42,0.4468,35,71,17,0.5039,0.8063,3.6282,1.3102,0.1389,1.6,16.6293,3.5274,5.9966,0,0,0,,0,1.0,0.0,0,4,11836,1,0,2959.0,11836.0,668.7781,0.0,0.1703,-0.2344,0.0688,0.2486,0,3,1,Negative
Sadio Brown,2020/21,2,Roma,Defender,2,26,85248771.0,18.2611,4,original,676,0.9512,Prime,1,0,0,0,14,1176,84.0,2,8,5,69,2801,1935,69.1,1,101,68,0.6733,69,31,42,0.6122,0.3827,5.2806,0.9949,0.1159,0.625,10.102,5.2806,6.8265,0,0,0,,0,1.0,0.0,0,1,4480,1,0,4480.0,4480.0,306.492,0.108,0.165,-0.1957,-0.2333,0.0667,1,2,0,Negative
Lionel Andrés Messi Cuccittini,2021/22,3,Barcelona,Forward,4,27,67500000.0,18.0276,4,estimated,729,0.9048,Prime,0,1,0,0,35,3023,86.3714,3,30,10,195,2417,1989,82.3,2,33,9,0.2727,229,7,22,0.8932,0.2977,5.8055,1.1909,0.1538,0.3333,1.1909,6.8177,8.223,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,88.0797,0.084,0.0833,-0.019,0.1944,0.5306,1,1,1,Neutral
Antoine Griezmann,2021/22,3,Barcelona,Forward,4,27,37500000.0,17.4399,3,estimated,729,0.9048,Prime,0,1,0,0,33,2360,71.5152,2,12,8,64,1214,1073,88.4,3,54,8,0.1481,31,11,15,0.4576,0.3051,2.4407,0.7627,0.1875,0.6667,2.4788,1.1822,3.5581,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,81.7368,0.2337,0.0647,0.3361,0.4333,0.6417,2,1,0,Positive
Ousmane Dembélé,2021/22,3,Barcelona,Midfielder,3,27,19500000.0,16.7859,2,estimated,729,0.9048,Prime,0,0,0,1,27,1565,57.963,2,5,3,47,907,756,83.4,2,27,2,0.0741,107,14,13,0.2875,0.1725,2.7029,0.4601,0.1064,0.6,2.3578,6.1534,4.4051,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,80.1995,0.0417,0.1773,-0.2747,0.2306,0.3278,0,2,1,Negative
Anssumane Fati,2021/22,3,Barcelona,Midfielder,3,27,13500000.0,16.4182,2,estimated,729,0.9048,Prime,0,0,0,1,7,431,61.5714,1,4,0,14,205,174,84.9,2,12,1,0.0833,25,1,5,0.8353,0.0,2.9234,0.8353,0.2857,0.0,2.7146,5.2204,5.5336,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,81.6069,0.2527,0.0993,0.1991,-0.1639,0.2127,2,1,0,Positive
Pedro González López,2021/22,3,Barcelona,Defender,2,27,16500000.0,16.6189,2,estimated,729,0.9048,Prime,1,0,0,0,35,2240,64.0,2,3,3,22,1644,1437,87.4,3,55,14,0.2545,41,35,23,0.1205,0.1205,0.8839,0.2411,0.1364,1.0,3.6161,1.6473,1.5388,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,76.766,0.0613,0.1153,-0.0012,-0.1417,0.1278,1,1,1,Neutral
Jordi Alba Ramos,2021/22,3,Barcelona,Defender,2,27,16500000.0,16.6189,2,estimated,729,0.9048,Prime,1,0,0,0,33,2890,87.5758,3,3,3,24,2815,2409,85.6,3,60,6,0.1,35,39,22,0.0934,0.0934,0.7474,0.1869,0.125,1.0,3.083,1.09,1.1678,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,75.6695,0.1373,0.165,-0.1685,-0.2333,0.1,1,2,0,Negative
Francisco António Machado Mota de Castro Trincão,2021/22,3,Barcelona,Midfielder,3,27,15000000.0,16.5236,2,estimated,729,0.9048,Prime,0,0,0,1,25,619,24.76,1,3,2,20,347,288,83.0,2,16,1,0.0625,31,4,10,0.4362,0.2908,2.9079,0.727,0.15,0.6667,2.9079,4.5073,4.6963,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,79.9915,0.0613,0.0357,0.0975,0.1361,0.35,1,0,2,Positive
Martin Braithwaite Christensen,2021/22,3,Barcelona,Midfielder,3,27,13500000.0,16.4182,2,estimated,729,0.9048,Prime,0,0,0,1,26,951,36.5769,1,2,2,22,237,190,80.2,2,20,3,0.15,16,7,11,0.1893,0.1893,2.082,0.3785,0.0909,1.0,2.5552,1.5142,2.4416,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,75.5589,0.0827,0.165,-0.1073,-0.0389,0.1833,0,1,2,Negative
Óscar Mingueza García,2021/22,3,Barcelona,Defender,2,27,13500000.0,16.4182,2,estimated,729,0.9048,Prime,1,0,0,0,24,1677,69.875,2,2,2,9,1482,1370,92.4,3,72,12,0.1667,9,23,23,0.1073,0.1073,0.483,0.2147,0.2222,1.0,5.0984,0.483,0.9231,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,76.941,0.282,0.0993,0.2263,-0.1639,0.246,2,1,0,Positive
Ronald Federico Araújo da Silva,2021/22,3,Barcelona,Midfielder,3,27,10500000.0,16.1669,2,estimated,729,0.9048,Prime,0,0,0,1,21,1239,59.0,2,2,0,10,775,718,92.6,3,34,13,0.3824,4,9,9,0.1453,0.0,0.7264,0.1453,0.2,0.0,3.1235,0.2906,0.8862,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,76.4431,0.108,0.194,-0.2813,-0.2967,0.3183,1,2,0,Negative
Luis Jesús Rioja González,2021/22,3,Deportivo Alavés,Midfielder,3,27,10500000.0,16.1669,2,estimated,729,0.9048,Prime,0,0,0,1,2,116,58.0,1,2,0,2,23,15,65.2,1,4,1,0.25,8,1,0,1.5517,0.0,1.5517,1.5517,1.0,0.0,3.8793,6.2069,7.2931,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,77.8334,0.0887,0.0473,0.1584,0.1476,0.3726,1,0,2,Positive
Philippe Coutinho Correia,2021/22,3,Barcelona,Midfielder,3,27,13500000.0,16.4182,2,estimated,729,0.9048,Prime,0,0,0,1,11,629,57.1818,1,2,2,27,506,440,87.0,3,16,3,0.1875,17,4,9,0.2862,0.2862,3.8633,0.5723,0.0741,1.0,2.8617,2.4324,4.0922,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,80.0747,0.0,0.253,-0.4062,0.1417,0.5981,0,3,0,Negative
Sergino Dest,2021/22,3,Barcelona,Midfielder,3,27,12000000.0,16.3004,2,estimated,729,0.9048,Prime,0,0,0,1,28,1775,63.3929,2,2,1,14,1211,1089,89.9,3,32,11,0.3438,56,13,17,0.1014,0.0507,0.7099,0.1521,0.1429,0.5,2.2817,2.8394,1.6124,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,76.9894,0.0,0.1723,-0.2322,0.05,0.1,0,2,1,Negative
Frenkie de Jong,2021/22,3,Barcelona,Defender,2,27,15000000.0,16.5236,2,estimated,729,0.9048,Prime,1,0,0,0,34,2900,85.2941,3,2,3,15,2583,2370,91.8,3,60,9,0.15,59,31,27,0.0621,0.0931,0.4655,0.1552,0.1333,1.5,2.8241,1.831,1.1545,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,77.3188,0.131,0.1613,-0.0019,0.3139,0.6926,1,2,0,Neutral
Santiago Mina Lorenzo,2021/22,3,Celta Vigo,Midfielder,3,27,10500000.0,16.1669,2,estimated,729,0.9048,Prime,0,0,0,1,2,121,60.5,1,2,0,2,36,29,80.6,2,6,1,0.1667,0,0,4,1.4876,0.0,1.4876,1.4876,1.0,0.0,4.4628,0.0,5.2066,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,79.3237,0.1177,0.1067,-0.0307,0.1056,0.2944,1,1,1,Neutral
Iñaki Williams Arthuer,2021/22,3,Athletic Club,Midfielder,3,27,9000000.0,16.0127,1,estimated,729,0.9048,Prime,0,0,0,1,2,173,86.5,1,1,0,3,37,25,67.6,1,2,0,0.0,1,1,3,0.5202,0.0,1.5607,0.5202,0.3333,0.0,1.5607,0.5202,2.4971,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,71.0511,0.1447,0.0,0.2613,0.0028,0.3794,1,0,2,Positive
